Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20051026  8.000000E-02  3.137380E-03  1.000000E+00  +7.686262E-02      YES
Date20051027  5.000000E-02  4.636560E-03  1.000000E+00  +4.536344E-02      YES
Date20051028  5.000000E-02  2.670430E-03  1.000000E+00  +4.732957E-02      YES
Date20051029  5.000000E-02  4.047870E-04  1.000000E+00  +4.959521E-02      YES
Date20051030  5.000000E-02  4.036330E-04  1.000000E+00  +4.959637E-02      YES
Date20051031  5.000000E-02  2.563540E-04  1.000000E+00  +4.974365E-02      YES
Date20051101  5.000000E-02  1.674500E-04  1.000000E+00  +4.983255E-02      YES
Date20051102  5.000000E-02  1.824090E-04  1.000000E+00  +4.981759E-02      YES
Date20051103  5.000000E-02  1.458090E-04  1.000000E+00  +4.985419E-02      YES
Date20051104  5.000000E-02  1.572610E-04  1.000000E+00  +4.984274E-02      YES
Date20051105  5.000000E-02  1.168150E-04  1.000000E+00  +4.988319E-02      YES
Date20051106  5.000000E-02  2.963510E-04  1.000000E+00  +4.970365E-02      YES
Date20051107  5.000000E-02  4.426370E-04  1.000000E+00  +4.955736E-02      YES
Date20051108  5.000000E-02  3.051500E-04  1.000000E+00  +4.969485E-02      YES
Date20051109  1.200000E-01  1.768530E-04  1.000000E+00  +1.198231E-01      YES
Date20051110  8.000000E-02  1.604250E-04  1.000000E+00  +7.983957E-02      YES
Date20051111  8.000000E-02  1.254910E-04  1.000000E+00  +7.987451E-02      YES
Date20051112  8.000000E-02  1.069750E-04  1.000000E+00  +7.989303E-02      YES
Date20051113  5.000000E-02  9.199020E-05  1.000000E+00  +4.990801E-02      YES
Date20051114  5.000000E-02  7.522150E-05  1.000000E+00  +4.992478E-02      YES
Date20051115  5.000000E-02  6.517770E-05  1.000000E+00  +4.993482E-02      YES
Date20051116  8.000000E-02  8.880410E-04  1.000000E+00  +7.911196E-02      YES
Date20051117  1.200000E-01  1.154790E-02  1.000000E+00  +1.084521E-01      YES
Date20051118  1.600000E-01  5.635980E-02  1.000000E+00  +1.036402E-01      YES
Date20051119  1.600000E-01  1.049420E-01  1.000000E+00  +5.505800E-02      YES
Date20051120  1.600000E-01  1.031440E-01  1.000000E+00  +5.685600E-02      YES
Date20051121  2.100000E-01  1.116820E-01  1.000000E+00  +9.831800E-02      YES
Date20051122  2.100000E-01  1.607930E-01  1.000000E+00  +4.920700E-02      YES
Date20051123  1.600000E-01  1.777980E-01  1.000000E+00  -1.779800E-02      YES
Date20051124  1.600000E-01  1.620750E-01  1.000000E+00  -2.075000E-03      YES
Date20051125  1.600000E-01  1.484240E-01  1.000000E+00  +1.157600E-02      YES
Date20051126  1.600000E-01  1.358350E-01  1.000000E+00  +2.416500E-02      YES
Date20051127  1.600000E-01  1.237750E-01  1.000000E+00  +3.622500E-02      YES
Date20051128  1.200000E-01  1.125870E-01  1.000000E+00  +7.413000E-03      YES
Date20051129  1.200000E-01  1.022850E-01  1.000000E+00  +1.771500E-02      YES
Date20051130  1.200000E-01  9.338580E-02  1.000000E+00  +2.661420E-02      YES
Date20051201  1.200000E-01  8.629450E-02  1.000000E+00  +3.370550E-02      YES
Date20051202  1.200000E-01  8.038040E-02  1.000000E+00  +3.961960E-02      YES
Date20051203  1.200000E-01  7.345680E-02  1.000000E+00  +4.654320E-02      YES
Date20051204  1.200000E-01  7.270670E-02  1.000000E+00  +4.729330E-02      YES
Date20051205  1.200000E-01  1.192930E-01  1.000000E+00  +7.070000E-04      YES
Date20051206  1.200000E-01  2.230920E-01  1.000000E+00  -1.030920E-01      YES
Date20051207  1.200000E-01  3.231130E-01  1.000000E+00  -2.031130E-01      YES
Date20051208  1.600000E-01  3.948350E-01  1.000000E+00  -2.348350E-01      YES
Date20051209  1.600000E-01  4.445400E-01  1.000000E+00  -2.845400E-01      YES
Date20051210  1.600000E-01  4.529290E-01  1.000000E+00  -2.929290E-01      YES
Date20051211  1.600000E-01  4.257140E-01  1.000000E+00  -2.657140E-01      YES
Date20051212  1.600000E-01  3.942290E-01  1.000000E+00  -2.342290E-01      YES
Date20051213  1.600000E-01  3.731600E-01  1.000000E+00  -2.131600E-01      YES
Date20051214  1.600000E-01  3.632850E-01  1.000000E+00  -2.032850E-01      YES
Date20051215  2.600000E-01  3.579860E-01  1.000000E+00  -9.798600E-02      YES
Date20051216  9.300000E-01  4.343760E-01  1.000000E+00  +4.956240E-01      YES
Date20051217  1.010000E+00  6.334230E-01  1.000000E+00  +3.765770E-01      YES
Date20051218  9.300000E-01  7.559810E-01  1.000000E+00  +1.740190E-01      YES
Date20051219  8.500000E-01  7.232470E-01  1.000000E+00  +1.267530E-01      YES
Date20051220  9.300000E-01  6.749480E-01  1.000000E+00  +2.550520E-01      YES
Date20051221  1.260000E+00  6.837220E-01  1.000000E+00  +5.762780E-01      YES
Date20051222  1.350000E+00  7.370910E-01  1.000000E+00  +6.129090E-01      YES
Date20051223  1.540000E+00  7.858520E-01  1.000000E+00  +7.541480E-01      YES
Date20051224  2.050000E+00  8.547720E-01  1.000000E+00  +1.195228E+00      YES
Date20051225  2.270000E+00  1.004280E+00  1.000000E+00  +1.265720E+00      YES
Date20051226  1.940000E+00  1.133720E+00  1.000000E+00  +8.062800E-01      YES
Date20051227  1.540000E+00  1.117530E+00  1.000000E+00  +4.224700E-01      YES
Date20051228  1.350000E+00  1.044960E+00  1.000000E+00  +3.050400E-01      YES
Date20051229  1.180000E+00  9.939530E-01  1.000000E+00  +1.860470E-01      YES
Date20051230  1.010000E+00  9.376760E-01  1.000000E+00  +7.232400E-02      YES
Date20051231  9.300000E-01  8.866480E-01  1.000000E+00  +4.335200E-02      YES
Date20060101  8.500000E-01  8.381500E-01  1.000000E+00  +1.185000E-02      YES
Date20060102  7.800000E-01  8.021270E-01  1.000000E+00  -2.212700E-02      YES
Date20060103  7.000000E-01  7.770160E-01  1.000000E+00  -7.701600E-02      YES
Date20060104  6.400000E-01  7.365310E-01  1.000000E+00  -9.653100E-02      YES
Date20060105  5.700000E-01  6.928550E-01  1.000000E+00  -1.228550E-01      YES
Date20060106  5.700000E-01  6.539710E-01  1.000000E+00  -8.397100E-02      YES
Date20060107  5.700000E-01  6.160080E-01  1.000000E+00  -4.600800E-02      YES
Date20060108  4.800000E-01  5.801610E-01  1.000000E+00  -1.001610E-01      YES
Date20060109  4.000000E-01  5.460350E-01  1.000000E+00  -1.460350E-01      YES
Date20060110  2.600000E-01  5.133130E-01  1.000000E+00  -2.533130E-01      YES
Date20060111  2.600000E-01  4.823170E-01  1.000000E+00  -2.223170E-01      YES
Date20060112  3.300000E-01  4.525920E-01  1.000000E+00  -1.225920E-01      YES
Date20060113  3.300000E-01  4.247700E-01  1.000000E+00  -9.477000E-02      YES
Date20060114  2.600000E-01  3.984040E-01  1.000000E+00  -1.384040E-01      YES
Date20060115  2.100000E-01  3.727400E-01  1.000000E+00  -1.627400E-01      YES
Date20060116  1.600000E-01  3.483490E-01  1.000000E+00  -1.883490E-01      YES
Date20060117  1.600000E-01  3.254050E-01  1.000000E+00  -1.654050E-01      YES
Date20060118  2.600000E-01  3.036680E-01  1.000000E+00  -4.366800E-02      YES
Date20060119  2.600000E-01  2.831230E-01  1.000000E+00  -2.312300E-02      YES
Date20060120  2.600000E-01  2.638550E-01  1.000000E+00  -3.855000E-03      YES
Date20060121  1.010000E+00  2.969710E-01  1.000000E+00  +7.130290E-01      YES
Date20060122  9.300000E-01  4.154810E-01  1.000000E+00  +5.145190E-01      YES
Date20060123  7.000000E-01  4.969060E-01  1.000000E+00  +2.030940E-01      YES
Date20060124  6.400000E-01  4.771680E-01  1.000000E+00  +1.628320E-01      YES
Date20060125  5.700000E-01  4.435910E-01  1.000000E+00  +1.264090E-01      YES
Date20060126  4.800000E-01  4.200050E-01  1.000000E+00  +5.999500E-02      YES
Date20060127  4.800000E-01  3.928800E-01  1.000000E+00  +8.712000E-02      YES
Date20060128  4.000000E-01  3.693740E-01  1.000000E+00  +3.062600E-02      YES
Date20060129  3.300000E-01  3.459340E-01  1.000000E+00  -1.593400E-02      YES
Date20060130  3.300000E-01  3.238720E-01  1.000000E+00  +6.128000E-03      YES
Date20060131  3.300000E-01  3.027640E-01  1.000000E+00  +2.723600E-02      YES
Date20060201  2.600000E-01  2.823550E-01  1.000000E+00  -2.235500E-02      YES
Date20060202  2.600000E-01  2.629990E-01  1.000000E+00  -2.999000E-03      YES
Date20060203  2.600000E-01  2.442770E-01  1.000000E+00  +1.572300E-02      YES
Date20060204  2.100000E-01  2.267430E-01  1.000000E+00  -1.674300E-02      YES
Date20060205  2.100000E-01  2.100510E-01  1.000000E+00  -5.100000E-05      YES
Date20060206  1.600000E-01  1.942570E-01  1.000000E+00  -3.425700E-02      YES
Date20060207  7.000000E-01  1.792160E-01  1.000000E+00  +5.207840E-01      YES
Date20060208  2.490000E+00  2.291460E-01  1.000000E+00  +2.260854E+00      YES
Date20060209  1.350000E+00  3.633950E-01  1.000000E+00  +9.866050E-01      YES
Date20060210  8.500000E-01  4.376250E-01  1.000000E+00  +4.123750E-01      YES
Date20060211  6.400000E-01  4.153350E-01  1.000000E+00  +2.246650E-01      YES
Date20060212  5.700000E-01  3.879790E-01  1.000000E+00  +1.820210E-01      YES
Date20060213  4.800000E-01  3.660470E-01  1.000000E+00  +1.139530E-01      YES
Date20060214  3.300000E-01  3.421200E-01  1.000000E+00  -1.212000E-02      YES
Date20060215  3.300000E-01  3.206300E-01  1.000000E+00  +9.370000E-03      YES
Date20060216  4.800000E-01  2.990720E-01  1.000000E+00  +1.809280E-01      YES
Date20060217  1.640000E+00  3.363110E-01  1.000000E+00  +1.303689E+00      YES
Date20060218  1.540000E+00  4.730730E-01  1.000000E+00  +1.066927E+00      YES
Date20060219  1.540000E+00  6.390530E-01  1.000000E+00  +9.009470E-01      YES
Date20060220  1.180000E+00  7.644080E-01  1.000000E+00  +4.155920E-01      YES
Date20060221  9.300000E-01  8.020540E-01  1.000000E+00  +1.279460E-01      YES
Date20060222  7.000000E-01  7.616910E-01  1.000000E+00  -6.169100E-02      YES
Date20060223  5.700000E-01  7.157560E-01  1.000000E+00  -1.457560E-01      YES
Date20060224  4.800000E-01  6.765590E-01  1.000000E+00  -1.965590E-01      YES
Date20060225  4.000000E-01  6.359790E-01  1.000000E+00  -2.359790E-01      YES
Date20060226  4.000000E-01  5.988110E-01  1.000000E+00  -1.988110E-01      YES
Date20060227  3.300000E-01  5.624330E-01  1.000000E+00  -2.324330E-01      YES
Date20060228  2.600000E-01  5.282520E-01  1.000000E+00  -2.682520E-01      YES
Date20060301  2.600000E-01  4.951480E-01  1.000000E+00  -2.351480E-01      YES
Date20060302  2.600000E-01  4.634710E-01  1.000000E+00  -2.034710E-01      YES
Date20060303  2.100000E-01  4.331680E-01  1.000000E+00  -2.231680E-01      YES
Date20060304  2.100000E-01  4.040130E-01  1.000000E+00  -1.940130E-01      YES
Date20060305  1.600000E-01  3.760660E-01  1.000000E+00  -2.160660E-01      YES
Date20060306  1.600000E-01  3.492190E-01  1.000000E+00  -1.892190E-01      YES
Date20060307  1.600000E-01  3.234920E-01  1.000000E+00  -1.634920E-01      YES
Date20060308  1.200000E-01  2.987610E-01  1.000000E+00  -1.787610E-01      YES
Date20060309  2.100000E-01  2.749730E-01  1.000000E+00  -6.497300E-02      YES
Date20060310  1.940000E+00  2.681740E-01  1.000000E+00  +1.671826E+00      YES
Date20060311  1.450000E+00  3.292570E-01  1.000000E+00  +1.120743E+00      YES
Date20060312  8.500000E-01  4.049760E-01  1.000000E+00  +4.450240E-01      YES
Date20060313  7.000000E-01  3.958920E-01  1.000000E+00  +3.041080E-01      YES
Date20060314  5.700000E-01  3.607510E-01  1.000000E+00  +2.092490E-01      YES
Date20060315  4.800000E-01  3.409580E-01  1.000000E+00  +1.390420E-01      YES
Date20060316  4.800000E-01  3.148750E-01  1.000000E+00  +1.651250E-01      YES
Date20060317  4.000000E-01  2.927140E-01  1.000000E+00  +1.072860E-01      YES
Date20060318  3.300000E-01  2.708350E-01  1.000000E+00  +5.916500E-02      YES
Date20060319  3.300000E-01  2.498180E-01  1.000000E+00  +8.018200E-02      YES
Date20060320  4.000000E-01  2.302970E-01  1.000000E+00  +1.697030E-01      YES
Date20060321  6.400000E-01  2.109060E-01  1.000000E+00  +4.290940E-01      YES
Date20060322  1.010000E+00  2.006260E-01  1.000000E+00  +8.093740E-01      YES
Date20060323  1.010000E+00  1.942760E-01  1.000000E+00  +8.157240E-01      YES
Date20060324  1.010000E+00  1.778090E-01  1.000000E+00  +8.321910E-01      YES
Date20060325  2.050000E+00  1.585410E-01  1.000000E+00  +1.891459E+00      YES
Date20060326  4.170000E+00  2.427540E-01  1.000000E+00  +3.927246E+00      YES
Date20060327  4.900000E+00  5.701710E-01  1.000000E+00  +4.329829E+00      YES
Date20060328  4.030000E+00  1.109580E+00  1.000000E+00  +2.920420E+00      YES
Date20060329  2.850000E+00  1.664100E+00  1.000000E+00  +1.185900E+00      YES
Date20060330  2.380000E+00  1.997300E+00  1.000000E+00  +3.827000E-01      YES
Date20060331  2.160000E+00  2.157000E+00  1.000000E+00  +3.000000E-03      YES
Date20060401  2.050000E+00  2.222850E+00  1.000000E+00  -1.728500E-01      YES
Date20060402  1.740000E+00  2.158810E+00  1.000000E+00  -4.188100E-01      YES
Date20060403  1.540000E+00  2.065250E+00  1.000000E+00  -5.252500E-01      YES
Date20060404  1.350000E+00  1.986640E+00  1.000000E+00  -6.366400E-01      YES
Date20060405  1.090000E+00  1.904500E+00  1.000000E+00  -8.145000E-01      YES
Date20060406  1.010000E+00  1.812690E+00  1.000000E+00  -8.026900E-01      YES
Date20060407  9.300000E-01  1.714910E+00  1.000000E+00  -7.849100E-01      YES
Date20060408  7.800000E-01  1.617380E+00  1.000000E+00  -8.373800E-01      YES
Date20060409  7.000000E-01  1.525410E+00  1.000000E+00  -8.254100E-01      YES
Date20060410  6.400000E-01  1.435570E+00  1.000000E+00  -7.955700E-01      YES
Date20060411  6.400000E-01  1.377800E+00  1.000000E+00  -7.378000E-01      YES
Date20060412  5.700000E-01  1.336050E+00  1.000000E+00  -7.660500E-01      YES
Date20060413  5.700000E-01  1.265670E+00  1.000000E+00  -6.956700E-01      YES
Date20060414  4.800000E-01  1.208310E+00  1.000000E+00  -7.283100E-01      YES
Date20060415  4.800000E-01  1.177920E+00  1.000000E+00  -6.979200E-01      YES
Date20060416  4.800000E-01  1.130700E+00  1.000000E+00  -6.507000E-01      YES
Date20060417  4.000000E-01  1.077620E+00  1.000000E+00  -6.776200E-01      YES
Date20060418  4.800000E-01  1.057090E+00  1.000000E+00  -5.770900E-01      YES
Date20060419  3.300000E-01  1.036810E+00  1.000000E+00  -7.068100E-01      YES
Date20060420  3.300000E-01  9.769020E-01  1.000000E+00  -6.469020E-01      YES
Date20060421  3.300000E-01  9.079160E-01  1.000000E+00  -5.779160E-01      YES
Date20060422  2.600000E-01  8.463770E-01  1.000000E+00  -5.863770E-01      YES
Date20060423  3.300000E-01  7.926180E-01  1.000000E+00  -4.626180E-01      YES
Date20060424  3.300000E-01  7.670180E-01  1.000000E+00  -4.370180E-01      YES
Date20060425  2.600000E-01  7.435250E-01  1.000000E+00  -4.835250E-01      YES
Date20060426  2.100000E-01  6.919490E-01  1.000000E+00  -4.819490E-01      YES
Date20060427  2.100000E-01  6.356840E-01  1.000000E+00  -4.256840E-01      YES
Date20060428  2.100000E-01  5.895290E-01  1.000000E+00  -3.795290E-01      YES
Date20060429  2.600000E-01  5.502740E-01  1.000000E+00  -2.902740E-01      YES
Date20060430  3.300000E-01  5.425640E-01  1.000000E+00  -2.125640E-01      YES
Date20060501  3.300000E-01  5.469850E-01  1.000000E+00  -2.169850E-01      YES
Date20060502  2.100000E-01  5.122060E-01  1.000000E+00  -3.022060E-01      YES
Date20060503  2.100000E-01  4.630880E-01  1.000000E+00  -2.530880E-01      YES
Date20060504  2.100000E-01  4.209360E-01  1.000000E+00  -2.109360E-01      YES
Date20060505  1.600000E-01  3.760520E-01  1.000000E+00  -2.160520E-01      YES
Date20060506  1.600000E-01  3.339930E-01  1.000000E+00  -1.739930E-01      YES
Date20060507  1.200000E-01  2.932850E-01  1.000000E+00  -1.732850E-01      YES
Date20060508  1.200000E-01  2.541200E-01  1.000000E+00  -1.341200E-01      YES
Date20060509  1.200000E-01  2.172940E-01  1.000000E+00  -9.729400E-02      YES
Date20060510  1.200000E-01  1.830380E-01  1.000000E+00  -6.303800E-02      YES
Date20060511  1.200000E-01  1.536890E-01  1.000000E+00  -3.368900E-02      YES
Date20060512  1.200000E-01  1.284770E-01  1.000000E+00  -8.477000E-03      YES
Date20060513  8.000000E-02  1.094200E-01  1.000000E+00  -2.942000E-02      YES
Date20060514  8.000000E-02  9.556530E-02  1.000000E+00  -1.556530E-02      YES
Date20060515  8.000000E-02  8.268860E-02  1.000000E+00  -2.688600E-03      YES
Date20060516  8.000000E-02  6.990120E-02  1.000000E+00  +1.009880E-02      YES
Date20060517  5.000000E-02  5.795990E-02  1.000000E+00  -7.959900E-03      YES
Date20060518  5.000000E-02  4.700090E-02  1.000000E+00  +2.999100E-03      YES
Date20060519  8.000000E-02  3.672980E-02  1.000000E+00  +4.327020E-02      YES
Date20060520  8.000000E-02  2.787960E-02  1.000000E+00  +5.212040E-02      YES
Date20060521  8.000000E-02  2.250330E-02  1.000000E+00  +5.749670E-02      YES
Date20060522  5.000000E-02  1.883160E-02  1.000000E+00  +3.116840E-02      YES
Date20060523  5.000000E-02  1.478540E-02  1.000000E+00  +3.521460E-02      YES
Date20060524  5.000000E-02  1.152750E-02  1.000000E+00  +3.847250E-02      YES
Date20060525  5.000000E-02  8.226080E-03  1.000000E+00  +4.177392E-02      YES
Date20060526  5.000000E-02  5.358360E-03  1.000000E+00  +4.464164E-02      YES
Date20060527  1.600000E-01  1.430150E-02  1.000000E+00  +1.456985E-01      YES
Date20060528  1.600000E-01  5.207650E-02  1.000000E+00  +1.079235E-01      YES
Date20060529  1.200000E-01  8.914840E-02  1.000000E+00  +3.085160E-02      YES
Date20060530  2.100000E-01  1.354490E-01  1.000000E+00  +7.455100E-02      YES
Date20060531  1.200000E-01  2.012980E-01  1.000000E+00  -8.129800E-02      YES
Date20060601  1.200000E-01  2.135060E-01  1.000000E+00  -9.350600E-02      YES
Date20060602  1.200000E-01  2.020030E-01  1.000000E+00  -8.200300E-02      YES
Date20060603  8.000000E-02  1.944600E-01  1.000000E+00  -1.144600E-01      YES
Date20060604  8.000000E-02  1.751720E-01  1.000000E+00  -9.517200E-02      YES
Date20060605  8.000000E-02  1.663070E-01  1.000000E+00  -8.630700E-02      YES
Date20060606  8.000000E-02  1.449510E-01  1.000000E+00  -6.495100E-02      YES
Date20060607  5.000000E-02  1.177410E-01  1.000000E+00  -6.774100E-02      YES
Date20060608  5.000000E-02  9.630970E-02  1.000000E+00  -4.630970E-02      YES
Date20060609  5.000000E-02  7.249890E-02  1.000000E+00  -2.249890E-02      YES
Date20060610  5.000000E-02  5.292180E-02  1.000000E+00  -2.921800E-03      YES
Date20060611  5.000000E-02  3.674960E-02  1.000000E+00  +1.325040E-02      YES
Date20060612  5.000000E-02  2.495890E-02  1.000000E+00  +2.504110E-02      YES
Date20060613  3.000000E-02  1.501550E-02  1.000000E+00  +1.498450E-02      YES
Date20060614  2.000000E-02  6.904220E-03  1.000000E+00  +1.309578E-02      YES
Date20060615  2.000000E-02  1.976150E-03  1.000000E+00  +1.802385E-02      YES
Date20060616  2.000000E-02  3.789530E-04  1.000000E+00  +1.962105E-02      YES
Date20060617  1.000000E-02  8.272310E-03  1.000000E+00  +1.727690E-03      YES
Date20060618  1.000000E-02  1.976660E-02  1.000000E+00  -9.766600E-03      YES
Date20060619  2.000000E-02  1.575480E-02  1.000000E+00  +4.245200E-03      YES
Date20060620  3.000000E-02  6.682600E-03  1.000000E+00  +2.331740E-02      YES
Date20060621  5.000000E-02  9.416500E-03  1.000000E+00  +4.058350E-02      YES
Date20060622  5.000000E-02  1.951730E-02  1.000000E+00  +3.048270E-02      YES
Date20060623  3.000000E-02  2.453070E-02  1.000000E+00  +5.469300E-03      YES
Date20060624  2.000000E-02  1.645630E-02  1.000000E+00  +3.543700E-03      YES
Date20060625  2.000000E-02  7.213810E-03  1.000000E+00  +1.278619E-02      YES
Date20060626  1.000000E-02  2.609760E-03  1.000000E+00  +7.390240E-03      YES
Date20060627  1.600000E-01  7.169120E-04  1.000000E+00  +1.592831E-01      YES
Date20060628  4.800000E-01  9.013390E-02  1.000000E+00  +3.898661E-01      YES
Date20060629  1.600000E-01  2.495780E-01  1.000000E+00  -8.957800E-02      YES
Date20060630  1.200000E-01  2.854360E-01  1.000000E+00  -1.654360E-01      YES
Date20060701  8.000000E-02  2.729060E-01  1.000000E+00  -1.929060E-01      YES
Date20060702  5.000000E-02  2.910200E-01  1.000000E+00  -2.410200E-01      YES
Date20060703  5.000000E-02  2.606830E-01  1.000000E+00  -2.106830E-01      YES
Date20060704  3.000000E-02  2.304360E-01  1.000000E+00  -2.004360E-01      YES
Date20060705  2.000000E-02  2.054600E-01  1.000000E+00  -1.854600E-01      YES
Date20060706  2.000000E-02  1.760960E-01  1.000000E+00  -1.560960E-01      YES
Date20060707  2.000000E-02  1.522200E-01  1.000000E+00  -1.322200E-01      YES
Date20060708  5.000000E-02  1.275620E-01  1.000000E+00  -7.756200E-02      YES
Date20060709  3.000000E-02  1.104620E-01  1.000000E+00  -8.046200E-02      YES
Date20060710  2.000000E-02  9.553290E-02  1.000000E+00  -7.553290E-02      YES
Date20060711  1.000000E-02  8.113060E-02  1.000000E+00  -7.113060E-02      YES
Date20060712  1.000000E-02  6.621360E-02  1.000000E+00  -5.621360E-02      YES
Date20060713  1.000000E-02  5.339690E-02  1.000000E+00  -4.339690E-02      YES
Date20060714  1.000000E-02  4.124700E-02  1.000000E+00  -3.124700E-02      YES
Date20060715  1.000000E-02  3.042200E-02  1.000000E+00  -2.042200E-02      YES
Date20060716  1.000000E-02  2.115840E-02  1.000000E+00  -1.115840E-02      YES
Date20060717  0.000000E+00  1.342660E-02  1.000000E+00  -1.342660E-02      YES
Date20060718  0.000000E+00  6.774770E-03  1.000000E+00  -6.774770E-03      YES
Date20060719  0.000000E+00  1.735380E-03  1.000000E+00  -1.735380E-03      YES
Date20060720  0.000000E+00  5.024590E-04  1.000000E+00  -5.024590E-04      YES
Date20060721  0.000000E+00  4.992030E-04  1.000000E+00  -4.992030E-04      YES
Date20060722  0.000000E+00  3.768160E-04  1.000000E+00  -3.768160E-04      YES
Date20060723  0.000000E+00  1.920570E-04  1.000000E+00  -1.920570E-04      YES
Date20060724  0.000000E+00  8.711960E-04  1.000000E+00  -8.711960E-04      YES
Date20060725  0.000000E+00  1.336230E-03  1.000000E+00  -1.336230E-03      YES
Date20060726  0.000000E+00  6.593580E-04  1.000000E+00  -6.593580E-04      YES
Date20060727  1.000000E-02  1.570440E-04  1.000000E+00  +9.842956E-03      YES
Date20060728  1.000000E-02  2.169230E-04  1.000000E+00  +9.783077E-03      YES
Date20060729  1.000000E-02  1.682640E-04  1.000000E+00  +9.831736E-03      YES
Date20060730  1.000000E-02  1.678660E-04  1.000000E+00  +9.832134E-03      YES
Date20060731  1.000000E-02  1.585210E-04  1.000000E+00  +9.841479E-03      YES
Date20060801  2.000000E-02  1.833430E-04  1.000000E+00  +1.981666E-02      YES
Date20060802  2.000000E-02  2.408780E-04  1.000000E+00  +1.975912E-02      YES
Date20060803  2.000000E-02  1.734860E-04  1.000000E+00  +1.982651E-02      YES
Date20060804  3.000000E-02  1.392820E-04  1.000000E+00  +2.986072E-02      YES
Date20060805  8.000000E-02  1.317630E-03  1.000000E+00  +7.868237E-02      YES
Date20060806  4.800000E-01  8.496460E-02  1.000000E+00  +3.950354E-01      YES
Date20060807  4.000000E-01  3.255460E-01  1.000000E+00  +7.445400E-02      YES
Date20060808  2.600000E-01  5.250890E-01  1.000000E+00  -2.650890E-01      YES
Date20060809  1.200000E-01  5.342280E-01  1.000000E+00  -4.142280E-01      YES
Date20060810  8.000000E-02  4.872690E-01  1.000000E+00  -4.072690E-01      YES
Date20060811  8.000000E-02  4.731310E-01  1.000000E+00  -3.931310E-01      YES
Date20060812  5.000000E-02  4.713140E-01  1.000000E+00  -4.213140E-01      YES
Date20060813  5.000000E-02  4.412580E-01  1.000000E+00  -3.912580E-01      YES
Date20060814  5.000000E-02  3.968550E-01  1.000000E+00  -3.468550E-01      YES
Date20060815  3.000000E-02  3.645450E-01  1.000000E+00  -3.345450E-01      YES
Date20060816  5.000000E-02  3.455070E-01  1.000000E+00  -2.955070E-01      YES
Date20060817  5.000000E-02  3.324660E-01  1.000000E+00  -2.824660E-01      YES
Date20060818  5.000000E-02  3.114290E-01  1.000000E+00  -2.614290E-01      YES
Date20060819  5.000000E-02  2.930880E-01  1.000000E+00  -2.430880E-01      YES
Date20060820  8.000000E-02  2.660320E-01  1.000000E+00  -1.860320E-01      YES
Date20060821  1.600000E-01  2.383900E-01  1.000000E+00  -7.839000E-02      YES
Date20060822  8.000000E-02  2.227600E-01  1.000000E+00  -1.427600E-01      YES
Date20060823  8.000000E-02  2.176460E-01  1.000000E+00  -1.376460E-01      YES
Date20060824  5.000000E-02  2.181250E-01  1.000000E+00  -1.681250E-01      YES
Date20060825  5.000000E-02  2.041070E-01  1.000000E+00  -1.541070E-01      YES
Date20060826  3.000000E-02  1.873570E-01  1.000000E+00  -1.573570E-01      YES
Date20060827  3.000000E-02  1.674970E-01  1.000000E+00  -1.374970E-01      YES
Date20060828  3.000000E-02  1.470820E-01  1.000000E+00  -1.170820E-01      YES
Date20060829  5.000000E-02  1.448300E-01  1.000000E+00  -9.483000E-02      YES
Date20060830  8.000000E-02  1.628300E-01  1.000000E+00  -8.283000E-02      YES
Date20060831  8.000000E-02  1.924830E-01  1.000000E+00  -1.124830E-01      YES
Date20060901  8.000000E-02  1.990270E-01  1.000000E+00  -1.190270E-01      YES
Date20060902  5.000000E-02  1.742850E-01  1.000000E+00  -1.242850E-01      YES
Date20060903  5.000000E-02  1.458740E-01  1.000000E+00  -9.587400E-02      YES
Date20060904  5.000000E-02  1.295290E-01  1.000000E+00  -7.952900E-02      YES
Date20060905  5.000000E-02  1.187560E-01  1.000000E+00  -6.875600E-02      YES
Date20060906  5.000000E-02  9.853090E-02  1.000000E+00  -4.853090E-02      YES
Date20060907  5.000000E-02  7.547500E-02  1.000000E+00  -2.547500E-02      YES
Date20060908  1.200000E-01  6.264680E-02  1.000000E+00  +5.735320E-02      YES
Date20060909  5.000000E-02  5.306810E-02  1.000000E+00  -3.068100E-03      YES
Date20060910  5.000000E-02  3.598360E-02  1.000000E+00  +1.401640E-02      YES
Date20060911  3.000000E-02  1.902230E-02  1.000000E+00  +1.097770E-02      YES
Date20060912  3.000000E-02  9.197810E-03  1.000000E+00  +2.080219E-02      YES
Date20060913  3.000000E-02  4.059970E-03  1.000000E+00  +2.594003E-02      YES
Date20060914  3.000000E-02  2.235530E-03  1.000000E+00  +2.776447E-02      YES
Date20060915  2.000000E-02  1.414140E-03  1.000000E+00  +1.858586E-02      YES
Date20060916  2.000000E-02  7.873180E-04  1.000000E+00  +1.921268E-02      YES
Date20060917  2.000000E-02  5.964490E-04  1.000000E+00  +1.940355E-02      YES
Date20060918  2.000000E-02  3.622240E-04  1.000000E+00  +1.963778E-02      YES
Date20060919  2.000000E-02  2.763450E-04  1.000000E+00  +1.972365E-02      YES
Date20060920  2.000000E-02  2.060940E-04  1.000000E+00  +1.979391E-02      YES
Date20060921  2.000000E-02  1.613200E-04  1.000000E+00  +1.983868E-02      YES
Date20060922  2.000000E-02  1.421470E-04  1.000000E+00  +1.985785E-02      YES
