Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20041119  1.450000E+00  1.249450E+00  1.000000E+00  +2.005500E-01      YES
Date20041120  1.380000E+00  1.538700E+00  1.000000E+00  -1.587000E-01      YES
Date20041121  1.240000E+00  1.511210E+00  1.000000E+00  -2.712100E-01      YES
Date20041122  1.450000E+00  1.397740E+00  1.000000E+00  +5.226000E-02      YES
Date20041123  2.430000E+00  1.534160E+00  1.000000E+00  +8.958400E-01      YES
Date20041124  2.160000E+00  1.845160E+00  1.000000E+00  +3.148400E-01      YES
Date20041125  1.750000E+00  1.968670E+00  1.000000E+00  -2.186700E-01      YES
Date20041126  1.450000E+00  1.861920E+00  1.000000E+00  -4.119200E-01      YES
Date20041127  1.240000E+00  1.771670E+00  1.000000E+00  -5.316700E-01      YES
Date20041128  1.170000E+00  1.778030E+00  1.000000E+00  -6.080300E-01      YES
Date20041129  1.110000E+00  1.901750E+00  1.000000E+00  -7.917500E-01      YES
Date20041130  9.300000E-01  1.957250E+00  1.000000E+00  -1.027250E+00      YES
Date20041201  8.100000E-01  1.902730E+00  1.000000E+00  -1.092730E+00      YES
Date20041202  7.600000E-01  1.813530E+00  1.000000E+00  -1.053530E+00      YES
Date20041203  7.100000E-01  1.746410E+00  1.000000E+00  -1.036410E+00      YES
Date20041204  6.600000E-01  1.704130E+00  1.000000E+00  -1.044130E+00      YES
Date20041205  6.100000E-01  1.627820E+00  1.000000E+00  -1.017820E+00      YES
Date20041206  5.600000E-01  1.542020E+00  1.000000E+00  -9.820200E-01      YES
Date20041207  5.600000E-01  1.461810E+00  1.000000E+00  -9.018100E-01      YES
Date20041208  5.600000E-01  1.388340E+00  1.000000E+00  -8.283400E-01      YES
Date20041209  5.200000E-01  1.320450E+00  1.000000E+00  -8.004500E-01      YES
Date20041210  5.200000E-01  1.250930E+00  1.000000E+00  -7.309300E-01      YES
Date20041211  4.600000E-01  1.184680E+00  1.000000E+00  -7.246800E-01      YES
Date20041212  4.000000E-01  1.121470E+00  1.000000E+00  -7.214700E-01      YES
Date20041213  4.000000E-01  1.059950E+00  1.000000E+00  -6.599500E-01      YES
Date20041214  3.400000E-01  1.002430E+00  1.000000E+00  -6.624300E-01      YES
Date20041215  3.400000E-01  9.470760E-01  1.000000E+00  -6.070760E-01      YES
Date20041216  3.400000E-01  8.949050E-01  1.000000E+00  -5.549050E-01      YES
Date20041217  3.400000E-01  8.469050E-01  1.000000E+00  -5.069050E-01      YES
Date20041218  3.400000E-01  8.257330E-01  1.000000E+00  -4.857330E-01      YES
Date20041219  4.000000E-01  8.239590E-01  1.000000E+00  -4.239590E-01      YES
Date20041220  4.000000E-01  7.959480E-01  1.000000E+00  -3.959480E-01      YES
Date20041221  3.400000E-01  7.495440E-01  1.000000E+00  -4.095440E-01      YES
Date20041222  2.400000E-01  7.084660E-01  1.000000E+00  -4.684660E-01      YES
Date20041223  3.400000E-01  6.680120E-01  1.000000E+00  -3.280120E-01      YES
Date20041224  5.200000E-01  7.015180E-01  1.000000E+00  -1.815180E-01      YES
Date20041225  5.200000E-01  8.404070E-01  1.000000E+00  -3.204070E-01      YES
Date20041226  5.600000E-01  9.593330E-01  1.000000E+00  -3.993330E-01      YES
Date20041227  7.600000E-01  1.075190E+00  1.000000E+00  -3.151900E-01      YES
Date20041228  7.600000E-01  1.182280E+00  1.000000E+00  -4.222800E-01      YES
Date20041229  7.600000E-01  1.149340E+00  1.000000E+00  -3.893400E-01      YES
Date20041230  7.600000E-01  1.081560E+00  1.000000E+00  -3.215600E-01      YES
Date20041231  8.700000E-01  1.062350E+00  1.000000E+00  -1.923500E-01      YES
Date20050101  1.050000E+00  1.109700E+00  1.000000E+00  -5.970000E-02      YES
Date20050102  1.050000E+00  1.257990E+00  1.000000E+00  -2.079900E-01      YES
Date20050103  1.050000E+00  1.340390E+00  1.000000E+00  -2.903900E-01      YES
Date20050104  1.170000E+00  1.378660E+00  1.000000E+00  -2.086600E-01      YES
Date20050105  1.110000E+00  1.446250E+00  1.000000E+00  -3.362500E-01      YES
Date20050106  1.170000E+00  1.437430E+00  1.000000E+00  -2.674300E-01      YES
Date20050107  1.110000E+00  1.415500E+00  1.000000E+00  -3.055000E-01      YES
Date20050108  1.050000E+00  1.385670E+00  1.000000E+00  -3.356700E-01      YES
Date20050109  9.300000E-01  1.315470E+00  1.000000E+00  -3.854700E-01      YES
Date20050110  8.700000E-01  1.256990E+00  1.000000E+00  -3.869900E-01      YES
Date20050111  8.100000E-01  1.195980E+00  1.000000E+00  -3.859800E-01      YES
Date20050112  7.600000E-01  1.131750E+00  1.000000E+00  -3.717500E-01      YES
Date20050113  7.600000E-01  1.088240E+00  1.000000E+00  -3.282400E-01      YES
Date20050114  7.100000E-01  1.072630E+00  1.000000E+00  -3.626300E-01      YES
Date20050115  6.600000E-01  1.051720E+00  1.000000E+00  -3.917200E-01      YES
Date20050116  6.100000E-01  1.002660E+00  1.000000E+00  -3.926600E-01      YES
Date20050117  5.600000E-01  9.482030E-01  1.000000E+00  -3.882030E-01      YES
Date20050118  5.600000E-01  8.967270E-01  1.000000E+00  -3.367270E-01      YES
Date20050119  5.200000E-01  8.598830E-01  1.000000E+00  -3.398830E-01      YES
Date20050120  5.600000E-01  8.451670E-01  1.000000E+00  -2.851670E-01      YES
Date20050121  1.310000E+00  1.021680E+00  1.000000E+00  +2.883200E-01      YES
Date20050122  1.110000E+00  1.355280E+00  1.000000E+00  -2.452800E-01      YES
Date20050123  1.050000E+00  1.431470E+00  1.000000E+00  -3.814700E-01      YES
Date20050124  1.050000E+00  1.351630E+00  1.000000E+00  -3.016300E-01      YES
Date20050125  9.300000E-01  1.298320E+00  1.000000E+00  -3.683200E-01      YES
Date20050126  8.700000E-01  1.223270E+00  1.000000E+00  -3.532700E-01      YES
Date20050127  7.600000E-01  1.165660E+00  1.000000E+00  -4.056600E-01      YES
Date20050128  7.600000E-01  1.103250E+00  1.000000E+00  -3.432500E-01      YES
Date20050129  7.100000E-01  1.046350E+00  1.000000E+00  -3.363500E-01      YES
Date20050130  6.600000E-01  9.916990E-01  1.000000E+00  -3.316990E-01      YES
Date20050131  7.600000E-01  9.391350E-01  1.000000E+00  -1.791350E-01      YES
Date20050201  9.300000E-01  9.322940E-01  1.000000E+00  -2.294000E-03      YES
Date20050202  8.100000E-01  9.536210E-01  1.000000E+00  -1.436210E-01      YES
Date20050203  1.050000E+00  9.570270E-01  1.000000E+00  +9.297300E-02      YES
Date20050204  1.050000E+00  9.615810E-01  1.000000E+00  +8.841900E-02      YES
Date20050205  9.300000E-01  9.287540E-01  1.000000E+00  +1.246000E-03      YES
Date20050206  8.100000E-01  8.702240E-01  1.000000E+00  -6.022400E-02      YES
Date20050207  7.600000E-01  8.274670E-01  1.000000E+00  -6.746700E-02      YES
Date20050208  7.100000E-01  7.812360E-01  1.000000E+00  -7.123600E-02      YES
Date20050209  6.600000E-01  7.384900E-01  1.000000E+00  -7.849000E-02      YES
Date20050210  6.600000E-01  6.981840E-01  1.000000E+00  -3.818400E-02      YES
Date20050211  1.170000E+00  7.081110E-01  1.000000E+00  +4.618890E-01      YES
Date20050212  2.720000E+00  8.273550E-01  1.000000E+00  +1.892645E+00      YES
Date20050213  3.550000E+00  1.102330E+00  1.000000E+00  +2.447670E+00      YES
Date20050214  2.530000E+00  1.389530E+00  1.000000E+00  +1.140470E+00      YES
Date20050215  1.910000E+00  1.409570E+00  1.000000E+00  +5.004300E-01      YES
Date20050216  1.520000E+00  1.318600E+00  1.000000E+00  +2.014000E-01      YES
Date20050217  1.310000E+00  1.261270E+00  1.000000E+00  +4.873000E-02      YES
Date20050218  1.110000E+00  1.190700E+00  1.000000E+00  -8.070000E-02      YES
Date20050219  1.050000E+00  1.131720E+00  1.000000E+00  -8.172000E-02      YES
Date20050220  9.300000E-01  1.070390E+00  1.000000E+00  -1.403900E-01      YES
Date20050221  8.100000E-01  1.013530E+00  1.000000E+00  -2.035300E-01      YES
Date20050222  7.600000E-01  9.585840E-01  1.000000E+00  -1.985840E-01      YES
Date20050223  7.100000E-01  9.059810E-01  1.000000E+00  -1.959810E-01      YES
Date20050224  6.600000E-01  8.562250E-01  1.000000E+00  -1.962250E-01      YES
Date20050225  6.100000E-01  8.083910E-01  1.000000E+00  -1.983910E-01      YES
Date20050226  6.100000E-01  7.628060E-01  1.000000E+00  -1.528060E-01      YES
Date20050227  6.100000E-01  7.193990E-01  1.000000E+00  -1.093990E-01      YES
Date20050228  5.600000E-01  6.781070E-01  1.000000E+00  -1.181070E-01      YES
Date20050301  4.600000E-01  6.390800E-01  1.000000E+00  -1.790800E-01      YES
Date20050302  3.400000E-01  6.017170E-01  1.000000E+00  -2.617170E-01      YES
Date20050303  2.900000E-01  5.660890E-01  1.000000E+00  -2.760890E-01      YES
Date20050304  2.900000E-01  5.316710E-01  1.000000E+00  -2.416710E-01      YES
Date20050305  2.900000E-01  4.989060E-01  1.000000E+00  -2.089060E-01      YES
Date20050306  2.900000E-01  4.673410E-01  1.000000E+00  -1.773410E-01      YES
Date20050307  2.900000E-01  4.373390E-01  1.000000E+00  -1.473390E-01      YES
Date20050308  2.900000E-01  4.086970E-01  1.000000E+00  -1.186970E-01      YES
Date20050309  2.900000E-01  3.814580E-01  1.000000E+00  -9.145800E-02      YES
Date20050310  2.900000E-01  3.552940E-01  1.000000E+00  -6.529400E-02      YES
Date20050311  2.900000E-01  3.303320E-01  1.000000E+00  -4.033200E-02      YES
Date20050312  3.400000E-01  3.062540E-01  1.000000E+00  +3.374600E-02      YES
Date20050313  3.400000E-01  2.832050E-01  1.000000E+00  +5.679500E-02      YES
Date20050314  3.400000E-01  2.611050E-01  1.000000E+00  +7.889500E-02      YES
Date20050315  4.000000E-01  2.433630E-01  1.000000E+00  +1.566370E-01      YES
Date20050316  1.170000E+00  2.909250E-01  1.000000E+00  +8.790750E-01      YES
Date20050317  2.920000E+00  5.096930E-01  1.000000E+00  +2.410307E+00      YES
Date20050318  3.120000E+00  9.283690E-01  1.000000E+00  +2.191631E+00      YES
Date20050319  2.720000E+00  1.535640E+00  1.000000E+00  +1.184360E+00      YES
Date20050320  1.990000E+00  1.962190E+00  1.000000E+00  +2.781000E-02      YES
Date20050321  1.590000E+00  1.951490E+00  1.000000E+00  -3.614900E-01      YES
Date20050322  1.310000E+00  1.837940E+00  1.000000E+00  -5.279400E-01      YES
Date20050323  1.110000E+00  1.771020E+00  1.000000E+00  -6.610200E-01      YES
Date20050324  9.800000E-01  1.704620E+00  1.000000E+00  -7.246200E-01      YES
Date20050325  9.300000E-01  1.637480E+00  1.000000E+00  -7.074800E-01      YES
Date20050326  9.300000E-01  1.582560E+00  1.000000E+00  -6.525600E-01      YES
Date20050327  8.100000E-01  1.576850E+00  1.000000E+00  -7.668500E-01      YES
Date20050328  7.600000E-01  1.542230E+00  1.000000E+00  -7.822300E-01      YES
Date20050329  6.600000E-01  1.457290E+00  1.000000E+00  -7.972900E-01      YES
Date20050330  6.100000E-01  1.375320E+00  1.000000E+00  -7.653200E-01      YES
Date20050331  5.600000E-01  1.296060E+00  1.000000E+00  -7.360600E-01      YES
Date20050401  5.200000E-01  1.218890E+00  1.000000E+00  -6.988900E-01      YES
Date20050402  4.600000E-01  1.143580E+00  1.000000E+00  -6.835800E-01      YES
Date20050403  4.000000E-01  1.071450E+00  1.000000E+00  -6.714500E-01      YES
Date20050404  3.400000E-01  1.001170E+00  1.000000E+00  -6.611700E-01      YES
Date20050405  2.900000E-01  9.341990E-01  1.000000E+00  -6.441990E-01      YES
Date20050406  2.900000E-01  8.713050E-01  1.000000E+00  -5.813050E-01      YES
Date20050407  2.900000E-01  8.182490E-01  1.000000E+00  -5.282490E-01      YES
Date20050408  2.900000E-01  7.707170E-01  1.000000E+00  -4.807170E-01      YES
Date20050409  3.300000E-01  7.224360E-01  1.000000E+00  -3.924360E-01      YES
Date20050410  4.000000E-01  7.047050E-01  1.000000E+00  -3.047050E-01      YES
Date20050411  3.300000E-01  7.048330E-01  1.000000E+00  -3.748330E-01      YES
Date20050412  2.600000E-01  6.642750E-01  1.000000E+00  -4.042750E-01      YES
Date20050413  2.600000E-01  6.095810E-01  1.000000E+00  -3.495810E-01      YES
Date20050414  2.100000E-01  5.635240E-01  1.000000E+00  -3.535240E-01      YES
Date20050415  2.100000E-01  5.144150E-01  1.000000E+00  -3.044150E-01      YES
Date20050416  2.100000E-01  4.682800E-01  1.000000E+00  -2.582800E-01      YES
Date20050417  2.100000E-01  4.231690E-01  1.000000E+00  -2.131690E-01      YES
Date20050418  2.100000E-01  3.806020E-01  1.000000E+00  -1.706020E-01      YES
Date20050419  2.100000E-01  3.406170E-01  1.000000E+00  -1.306170E-01      YES
Date20050420  1.600000E-01  3.006880E-01  1.000000E+00  -1.406880E-01      YES
Date20050421  1.600000E-01  2.623480E-01  1.000000E+00  -1.023480E-01      YES
Date20050422  1.600000E-01  2.258310E-01  1.000000E+00  -6.583100E-02      YES
Date20050423  1.600000E-01  1.920970E-01  1.000000E+00  -3.209700E-02      YES
Date20050424  1.200000E-01  1.625590E-01  1.000000E+00  -4.255900E-02      YES
Date20050425  1.200000E-01  1.377250E-01  1.000000E+00  -1.772500E-02      YES
Date20050426  1.200000E-01  1.224900E-01  1.000000E+00  -2.490000E-03      YES
Date20050427  1.200000E-01  1.144180E-01  1.000000E+00  +5.582000E-03      YES
Date20050428  1.200000E-01  1.089180E-01  1.000000E+00  +1.108200E-02      YES
Date20050429  1.200000E-01  1.053090E-01  1.000000E+00  +1.469100E-02      YES
Date20050430  1.200000E-01  9.367120E-02  1.000000E+00  +2.632880E-02      YES
Date20050501  1.200000E-01  7.881370E-02  1.000000E+00  +4.118630E-02      YES
Date20050502  8.000000E-02  6.727140E-02  1.000000E+00  +1.272860E-02      YES
Date20050503  8.000000E-02  5.533990E-02  1.000000E+00  +2.466010E-02      YES
Date20050504  1.200000E-01  4.859220E-02  1.000000E+00  +7.140780E-02      YES
Date20050505  1.600000E-01  5.809030E-02  1.000000E+00  +1.019097E-01      YES
Date20050506  1.200000E-01  7.458960E-02  1.000000E+00  +4.541040E-02      YES
Date20050507  1.200000E-01  8.807840E-02  1.000000E+00  +3.192160E-02      YES
Date20050508  2.100000E-01  1.388590E-01  1.000000E+00  +7.114100E-02      YES
Date20050509  1.600000E-01  2.212750E-01  1.000000E+00  -6.127500E-02      YES
Date20050510  1.600000E-01  2.557470E-01  1.000000E+00  -9.574700E-02      YES
Date20050511  1.200000E-01  2.397340E-01  1.000000E+00  -1.197340E-01      YES
Date20050512  1.600000E-01  2.397650E-01  1.000000E+00  -7.976500E-02      YES
Date20050513  1.200000E-01  2.484980E-01  1.000000E+00  -1.284980E-01      YES
Date20050514  1.200000E-01  2.230860E-01  1.000000E+00  -1.030860E-01      YES
Date20050515  1.200000E-01  1.972090E-01  1.000000E+00  -7.720900E-02      YES
Date20050516  1.200000E-01  1.901550E-01  1.000000E+00  -7.015500E-02      YES
Date20050517  4.800000E-01  2.447220E-01  1.000000E+00  +2.352780E-01      YES
Date20050518  3.300000E-01  3.529680E-01  1.000000E+00  -2.296800E-02      YES
Date20050519  2.600000E-01  3.822650E-01  1.000000E+00  -1.222650E-01      YES
Date20050520  2.100000E-01  3.539180E-01  1.000000E+00  -1.439180E-01      YES
Date20050521  2.100000E-01  3.254770E-01  1.000000E+00  -1.154770E-01      YES
Date20050522  2.100000E-01  2.881970E-01  1.000000E+00  -7.819700E-02      YES
Date20050523  2.600000E-01  2.881590E-01  1.000000E+00  -2.815900E-02      YES
Date20050524  3.300000E-01  3.361900E-01  1.000000E+00  -6.190000E-03      YES
Date20050525  2.100000E-01  3.688570E-01  1.000000E+00  -1.588570E-01      YES
Date20050526  2.100000E-01  3.410140E-01  1.000000E+00  -1.310140E-01      YES
Date20050527  1.600000E-01  2.961400E-01  1.000000E+00  -1.361400E-01      YES
Date20050528  1.200000E-01  2.593940E-01  1.000000E+00  -1.393940E-01      YES
Date20050529  1.200000E-01  2.192630E-01  1.000000E+00  -9.926300E-02      YES
Date20050530  8.000000E-02  1.826750E-01  1.000000E+00  -1.026750E-01      YES
Date20050531  8.000000E-02  1.491970E-01  1.000000E+00  -6.919700E-02      YES
Date20050601  8.000000E-02  1.192840E-01  1.000000E+00  -3.928400E-02      YES
Date20050602  8.000000E-02  8.991110E-02  1.000000E+00  -9.911100E-03      YES
Date20050603  8.000000E-02  6.450560E-02  1.000000E+00  +1.549440E-02      YES
Date20050604  5.000000E-02  4.624170E-02  1.000000E+00  +3.758300E-03      YES
Date20050605  5.000000E-02  3.178460E-02  1.000000E+00  +1.821540E-02      YES
Date20050606  8.000000E-02  2.253290E-02  1.000000E+00  +5.746710E-02      YES
Date20050607  1.200000E-01  2.129500E-02  1.000000E+00  +9.870500E-02      YES
Date20050608  8.000000E-02  3.356260E-02  1.000000E+00  +4.643740E-02      YES
Date20050609  5.000000E-02  4.671770E-02  1.000000E+00  +3.282300E-03      YES
Date20050610  5.000000E-02  3.928530E-02  1.000000E+00  +1.071470E-02      YES
Date20050611  5.000000E-02  2.775100E-02  1.000000E+00  +2.224900E-02      YES
Date20050612  5.000000E-02  2.377130E-02  1.000000E+00  +2.622870E-02      YES
Date20050613  5.000000E-02  1.554080E-02  1.000000E+00  +3.445920E-02      YES
Date20050614  8.000000E-02  9.926830E-03  1.000000E+00  +7.007317E-02      YES
Date20050615  1.200000E-01  1.114950E-02  1.000000E+00  +1.088505E-01      YES
Date20050616  8.000000E-02  1.301390E-02  1.000000E+00  +6.698610E-02      YES
Date20050617  5.000000E-02  1.067550E-02  1.000000E+00  +3.932450E-02      YES
Date20050618  2.000000E-02  7.047410E-03  1.000000E+00  +1.295259E-02      YES
Date20050619  3.000000E-02  5.545950E-03  1.000000E+00  +2.445405E-02      YES
Date20050620  3.000000E-02  3.889760E-03  1.000000E+00  +2.611024E-02      YES
Date20050621  3.000000E-02  2.652950E-03  1.000000E+00  +2.734705E-02      YES
Date20050622  3.000000E-02  2.055530E-03  1.000000E+00  +2.794447E-02      YES
Date20050623  3.000000E-02  1.671290E-03  1.000000E+00  +2.832871E-02      YES
Date20050624  3.000000E-02  1.180850E-03  1.000000E+00  +2.881915E-02      YES
Date20050625  2.000000E-02  7.906880E-04  1.000000E+00  +1.920931E-02      YES
Date20050626  3.000000E-02  2.166250E-03  1.000000E+00  +2.783375E-02      YES
Date20050627  3.000000E-02  3.566620E-03  1.000000E+00  +2.643338E-02      YES
Date20050628  3.000000E-02  2.232280E-03  1.000000E+00  +2.776772E-02      YES
Date20050629  2.000000E-02  7.151870E-04  1.000000E+00  +1.928481E-02      YES
Date20050630  2.000000E-02  5.212040E-04  1.000000E+00  +1.947880E-02      YES
Date20050701  5.000000E-02  3.589190E-04  1.000000E+00  +4.964108E-02      YES
Date20050702  8.000000E-02  1.426750E-02  1.000000E+00  +6.573250E-02      YES
Date20050703  5.000000E-02  3.704290E-02  1.000000E+00  +1.295710E-02      YES
Date20050704  3.000000E-02  3.560640E-02  1.000000E+00  -5.606400E-03      YES
Date20050705  1.200000E-01  2.550890E-02  1.000000E+00  +9.449110E-02      YES
Date20050706  2.100000E-01  7.019600E-02  1.000000E+00  +1.398040E-01      YES
Date20050707  1.200000E-01  1.375490E-01  1.000000E+00  -1.754900E-02      YES
Date20050708  2.600000E-01  1.891010E-01  1.000000E+00  +7.089900E-02      YES
Date20050709  3.300000E-01  3.447410E-01  1.000000E+00  -1.474100E-02      YES
Date20050710  1.600000E-01  5.060020E-01  1.000000E+00  -3.460020E-01      YES
Date20050711  1.200000E-01  4.997270E-01  1.000000E+00  -3.797270E-01      YES
Date20050712  8.000000E-02  4.544530E-01  1.000000E+00  -3.744530E-01      YES
Date20050713  5.000000E-02  4.205680E-01  1.000000E+00  -3.705680E-01      YES
Date20050714  5.000000E-02  3.716650E-01  1.000000E+00  -3.216650E-01      YES
Date20050715  5.000000E-02  3.314450E-01  1.000000E+00  -2.814450E-01      YES
Date20050716  3.000000E-02  2.951300E-01  1.000000E+00  -2.651300E-01      YES
Date20050717  3.000000E-02  2.653420E-01  1.000000E+00  -2.353420E-01      YES
Date20050718  3.000000E-02  2.296570E-01  1.000000E+00  -1.996570E-01      YES
Date20050719  5.000000E-02  1.949990E-01  1.000000E+00  -1.449990E-01      YES
Date20050720  8.000000E-02  1.850720E-01  1.000000E+00  -1.050720E-01      YES
Date20050721  8.000000E-02  2.142190E-01  1.000000E+00  -1.342190E-01      YES
Date20050722  1.200000E-01  2.742300E-01  1.000000E+00  -1.542300E-01      YES
Date20050723  1.200000E-01  3.184860E-01  1.000000E+00  -1.984860E-01      YES
Date20050724  8.000000E-02  3.098970E-01  1.000000E+00  -2.298970E-01      YES
Date20050725  8.000000E-02  2.864910E-01  1.000000E+00  -2.064910E-01      YES
Date20050726  5.000000E-02  2.702180E-01  1.000000E+00  -2.202180E-01      YES
Date20050727  5.000000E-02  2.367420E-01  1.000000E+00  -1.867420E-01      YES
Date20050728  5.000000E-02  2.019420E-01  1.000000E+00  -1.519420E-01      YES
Date20050729  5.000000E-02  1.736500E-01  1.000000E+00  -1.236500E-01      YES
Date20050730  1.200000E-01  1.484490E-01  1.000000E+00  -2.844900E-02      YES
Date20050731  8.000000E-02  1.369840E-01  1.000000E+00  -5.698400E-02      YES
Date20050801  5.000000E-02  1.293810E-01  1.000000E+00  -7.938100E-02      YES
Date20050802  5.000000E-02  1.090820E-01  1.000000E+00  -5.908200E-02      YES
Date20050803  5.000000E-02  8.636480E-02  1.000000E+00  -3.636480E-02      YES
Date20050804  5.000000E-02  7.314870E-02  1.000000E+00  -2.314870E-02      YES
Date20050805  5.000000E-02  6.360920E-02  1.000000E+00  -1.360920E-02      YES
Date20050806  5.000000E-02  5.976960E-02  1.000000E+00  -9.769600E-03      YES
Date20050807  5.000000E-02  6.434620E-02  1.000000E+00  -1.434620E-02      YES
Date20050808  5.000000E-02  6.666750E-02  1.000000E+00  -1.666750E-02      YES
Date20050809  5.000000E-02  6.278890E-02  1.000000E+00  -1.278890E-02      YES
Date20050810  3.000000E-02  5.553610E-02  1.000000E+00  -2.553610E-02      YES
Date20050811  3.000000E-02  4.446480E-02  1.000000E+00  -1.446480E-02      YES
Date20050812  3.000000E-02  3.401880E-02  1.000000E+00  -4.018800E-03      YES
Date20050813  8.000000E-02  2.601530E-02  1.000000E+00  +5.398470E-02      YES
Date20050814  5.000000E-02  2.039790E-02  1.000000E+00  +2.960210E-02      YES
Date20050815  8.000000E-02  1.648920E-02  1.000000E+00  +6.351080E-02      YES
Date20050816  8.000000E-02  1.267040E-02  1.000000E+00  +6.732960E-02      YES
Date20050817  5.000000E-02  8.817420E-03  1.000000E+00  +4.118258E-02      YES
Date20050818  5.000000E-02  3.675210E-03  1.000000E+00  +4.632479E-02      YES
Date20050819  5.000000E-02  1.099060E-03  1.000000E+00  +4.890094E-02      YES
Date20050820  5.000000E-02  1.049610E-03  1.000000E+00  +4.895039E-02      YES
Date20050821  8.000000E-02  5.867090E-03  1.000000E+00  +7.413291E-02      YES
Date20050822  8.000000E-02  1.311090E-02  1.000000E+00  +6.688910E-02      YES
Date20050823  1.600000E-01  3.883230E-02  1.000000E+00  +1.211677E-01      YES
Date20050824  1.600000E-01  1.039630E-01  1.000000E+00  +5.603700E-02      YES
Date20050825  1.600000E-01  1.415970E-01  1.000000E+00  +1.840300E-02      YES
Date20050826  1.200000E-01  1.254180E-01  1.000000E+00  -5.418000E-03      YES
Date20050827  8.000000E-02  1.091930E-01  1.000000E+00  -2.919300E-02      YES
Date20050828  8.000000E-02  9.124430E-02  1.000000E+00  -1.124430E-02      YES
Date20050829  8.000000E-02  6.958230E-02  1.000000E+00  +1.041770E-02      YES
Date20050830  8.000000E-02  5.359750E-02  1.000000E+00  +2.640250E-02      YES
Date20050831  5.000000E-02  3.926890E-02  1.000000E+00  +1.073110E-02      YES
Date20050901  5.000000E-02  2.839090E-02  1.000000E+00  +2.160910E-02      YES
Date20050902  5.000000E-02  1.927390E-02  1.000000E+00  +3.072610E-02      YES
Date20050903  5.000000E-02  1.184680E-02  1.000000E+00  +3.815320E-02      YES
Date20050904  5.000000E-02  5.244460E-03  1.000000E+00  +4.475554E-02      YES
Date20050905  5.000000E-02  9.832560E-04  1.000000E+00  +4.901674E-02      YES
Date20050906  5.000000E-02  2.358000E-04  1.000000E+00  +4.976420E-02      YES
Date20050907  3.000000E-02  3.314930E-04  1.000000E+00  +2.966851E-02      YES
Date20050908  3.000000E-02  2.176600E-04  1.000000E+00  +2.978234E-02      YES
Date20050909  3.000000E-02  2.036640E-04  1.000000E+00  +2.979634E-02      YES
Date20050910  1.200000E-01  1.836530E-04  1.000000E+00  +1.198163E-01      YES
Date20050911  5.700000E-01  2.038440E-02  1.000000E+00  +5.496156E-01      YES
Date20050912  3.300000E-01  5.855530E-02  1.000000E+00  +2.714447E-01      YES
Date20050913  3.300000E-01  8.346730E-02  1.000000E+00  +2.465327E-01      YES
Date20050914  2.600000E-01  9.672720E-02  1.000000E+00  +1.632728E-01      YES
Date20050915  2.600000E-01  8.897880E-02  1.000000E+00  +1.710212E-01      YES
Date20050916  3.300000E-01  8.925470E-02  1.000000E+00  +2.407453E-01      YES
Date20050917  4.800000E-01  1.639260E-01  1.000000E+00  +3.160740E-01      YES
Date20050918  4.800000E-01  2.501200E-01  1.000000E+00  +2.298800E-01      YES
Date20050919  4.800000E-01  2.558520E-01  1.000000E+00  +2.241480E-01      YES
Date20050920  4.000000E-01  2.224770E-01  1.000000E+00  +1.775230E-01      YES
Date20050921  4.000000E-01  1.976350E-01  1.000000E+00  +2.023650E-01      YES
Date20050922  3.300000E-01  1.723150E-01  1.000000E+00  +1.576850E-01      YES
Date20050923  2.600000E-01  1.490280E-01  1.000000E+00  +1.109720E-01      YES
Date20050924  2.600000E-01  1.269510E-01  1.000000E+00  +1.330490E-01      YES
Date20050925  2.100000E-01  1.047150E-01  1.000000E+00  +1.052850E-01      YES
Date20050926  2.100000E-01  8.478390E-02  1.000000E+00  +1.252161E-01      YES
Date20050927  2.100000E-01  6.653860E-02  1.000000E+00  +1.434614E-01      YES
Date20050928  1.600000E-01  5.108160E-02  1.000000E+00  +1.089184E-01      YES
Date20050929  1.600000E-01  3.893240E-02  1.000000E+00  +1.210676E-01      YES
Date20050930  1.600000E-01  3.740040E-02  1.000000E+00  +1.225996E-01      YES
Date20051001  1.600000E-01  3.860580E-02  1.000000E+00  +1.213942E-01      YES
Date20051002  2.100000E-01  4.689880E-02  1.000000E+00  +1.631012E-01      YES
Date20051003  2.100000E-01  7.975420E-02  1.000000E+00  +1.302458E-01      YES
Date20051004  1.600000E-01  1.001280E-01  1.000000E+00  +5.987200E-02      YES
Date20051005  1.600000E-01  8.636190E-02  1.000000E+00  +7.363810E-02      YES
Date20051006  1.200000E-01  7.049310E-02  1.000000E+00  +4.950690E-02      YES
Date20051007  1.200000E-01  5.828550E-02  1.000000E+00  +6.171450E-02      YES
Date20051008  1.200000E-01  4.541930E-02  1.000000E+00  +7.458070E-02      YES
Date20051009  8.000000E-02  3.487130E-02  1.000000E+00  +4.512870E-02      YES
Date20051010  8.000000E-02  2.477250E-02  1.000000E+00  +5.522750E-02      YES
Date20051011  8.000000E-02  1.595820E-02  1.000000E+00  +6.404180E-02      YES
Date20051012  8.000000E-02  8.149640E-03  1.000000E+00  +7.185036E-02      YES
Date20051013  1.200000E-01  3.001220E-03  1.000000E+00  +1.169988E-01      YES
Date20051014  1.200000E-01  1.137100E-03  1.000000E+00  +1.188629E-01      YES
Date20051015  1.200000E-01  7.501210E-04  1.000000E+00  +1.192499E-01      YES
Date20051016  8.000000E-02  4.854030E-04  1.000000E+00  +7.951460E-02      YES
