Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20051017  5.000000E-02  3.279460E-04  1.000000E+00  +4.967205E-02      YES
Date20051018  5.000000E-02  2.359230E-04  1.000000E+00  +4.976408E-02      YES
Date20051019  5.000000E-02  1.524350E-04  1.000000E+00  +4.984757E-02      YES
Date20051020  5.000000E-02  1.098170E-04  1.000000E+00  +4.989018E-02      YES
Date20051021  5.000000E-02  6.900540E-05  1.000000E+00  +4.993099E-02      YES
Date20051022  5.000000E-02  6.166020E-05  1.000000E+00  +4.993834E-02      YES
Date20051023  5.000000E-02  2.630160E-05  1.000000E+00  +4.997370E-02      YES
Date20051024  5.000000E-02  8.858190E-04  1.000000E+00  +4.911418E-02      YES
Date20051025  5.000000E-02  1.982450E-03  1.000000E+00  +4.801755E-02      YES
Date20051026  8.000000E-02  3.773210E-03  1.000000E+00  +7.622679E-02      YES
Date20051027  5.000000E-02  5.554970E-03  1.000000E+00  +4.444503E-02      YES
Date20051028  5.000000E-02  3.218660E-03  1.000000E+00  +4.678134E-02      YES
Date20051029  5.000000E-02  4.625790E-04  1.000000E+00  +4.953742E-02      YES
Date20051030  5.000000E-02  4.169550E-04  1.000000E+00  +4.958305E-02      YES
Date20051031  5.000000E-02  2.768150E-04  1.000000E+00  +4.972319E-02      YES
Date20051101  5.000000E-02  1.623350E-04  1.000000E+00  +4.983767E-02      YES
Date20051102  5.000000E-02  1.844880E-04  1.000000E+00  +4.981551E-02      YES
Date20051103  5.000000E-02  1.415110E-04  1.000000E+00  +4.985849E-02      YES
Date20051104  5.000000E-02  1.554170E-04  1.000000E+00  +4.984458E-02      YES
Date20051105  5.000000E-02  1.118880E-04  1.000000E+00  +4.988811E-02      YES
Date20051106  5.000000E-02  3.137190E-04  1.000000E+00  +4.968628E-02      YES
Date20051107  5.000000E-02  4.721340E-04  1.000000E+00  +4.952787E-02      YES
Date20051108  5.000000E-02  3.111030E-04  1.000000E+00  +4.968890E-02      YES
Date20051109  1.200000E-01  1.698830E-04  1.000000E+00  +1.198301E-01      YES
Date20051110  8.000000E-02  1.557320E-04  1.000000E+00  +7.984427E-02      YES
Date20051111  8.000000E-02  1.189040E-04  1.000000E+00  +7.988110E-02      YES
Date20051112  8.000000E-02  1.008560E-04  1.000000E+00  +7.989914E-02      YES
Date20051113  5.000000E-02  8.611560E-05  1.000000E+00  +4.991388E-02      YES
Date20051114  5.000000E-02  6.919740E-05  1.000000E+00  +4.993080E-02      YES
Date20051115  5.000000E-02  5.924640E-05  1.000000E+00  +4.994075E-02      YES
Date20051116  8.000000E-02  9.570100E-04  1.000000E+00  +7.904299E-02      YES
Date20051117  1.200000E-01  1.345570E-02  1.000000E+00  +1.065443E-01      YES
Date20051118  1.600000E-01  6.200600E-02  1.000000E+00  +9.799400E-02      YES
Date20051119  1.600000E-01  1.108820E-01  1.000000E+00  +4.911800E-02      YES
Date20051120  1.600000E-01  1.063020E-01  1.000000E+00  +5.369800E-02      YES
Date20051121  2.100000E-01  1.132410E-01  1.000000E+00  +9.675900E-02      YES
Date20051122  2.100000E-01  1.593970E-01  1.000000E+00  +5.060300E-02      YES
Date20051123  1.600000E-01  1.728640E-01  1.000000E+00  -1.286400E-02      YES
Date20051124  1.600000E-01  1.559820E-01  1.000000E+00  +4.018000E-03      YES
Date20051125  1.600000E-01  1.421540E-01  1.000000E+00  +1.784600E-02      YES
Date20051126  1.600000E-01  1.294030E-01  1.000000E+00  +3.059700E-02      YES
Date20051127  1.600000E-01  1.172480E-01  1.000000E+00  +4.275200E-02      YES
Date20051128  1.200000E-01  1.060060E-01  1.000000E+00  +1.399400E-02      YES
Date20051129  1.200000E-01  9.573220E-02  1.000000E+00  +2.426780E-02      YES
Date20051130  1.200000E-01  8.696590E-02  1.000000E+00  +3.303410E-02      YES
Date20051201  1.200000E-01  7.907370E-02  1.000000E+00  +4.092630E-02      YES
Date20051202  1.200000E-01  7.164040E-02  1.000000E+00  +4.835960E-02      YES
Date20051203  1.200000E-01  6.487110E-02  1.000000E+00  +5.512890E-02      YES
Date20051204  1.200000E-01  6.464370E-02  1.000000E+00  +5.535630E-02      YES
Date20051205  1.200000E-01  1.023140E-01  1.000000E+00  +1.768600E-02      YES
Date20051206  1.200000E-01  1.814590E-01  1.000000E+00  -6.145900E-02      YES
Date20051207  1.200000E-01  2.553950E-01  1.000000E+00  -1.353950E-01      YES
Date20051208  1.600000E-01  3.168640E-01  1.000000E+00  -1.568640E-01      YES
Date20051209  1.600000E-01  3.870440E-01  1.000000E+00  -2.270440E-01      YES
Date20051210  1.600000E-01  4.336640E-01  1.000000E+00  -2.736640E-01      YES
Date20051211  1.600000E-01  4.204790E-01  1.000000E+00  -2.604790E-01      YES
Date20051212  1.600000E-01  3.870160E-01  1.000000E+00  -2.270160E-01      YES
Date20051213  1.600000E-01  3.832600E-01  1.000000E+00  -2.232600E-01      YES
Date20051214  1.600000E-01  3.981740E-01  1.000000E+00  -2.381740E-01      YES
Date20051215  2.600000E-01  3.978500E-01  1.000000E+00  -1.378500E-01      YES
Date20051216  9.300000E-01  4.603460E-01  1.000000E+00  +4.696540E-01      YES
Date20051217  1.010000E+00  6.353830E-01  1.000000E+00  +3.746170E-01      YES
Date20051218  9.300000E-01  7.405760E-01  1.000000E+00  +1.894240E-01      YES
Date20051219  8.500000E-01  7.071210E-01  1.000000E+00  +1.428790E-01      YES
Date20051220  9.300000E-01  6.597980E-01  1.000000E+00  +2.702020E-01      YES
Date20051221  1.260000E+00  6.605210E-01  1.000000E+00  +5.994790E-01      YES
Date20051222  1.350000E+00  6.994760E-01  1.000000E+00  +6.505240E-01      YES
Date20051223  1.540000E+00  7.330380E-01  1.000000E+00  +8.069620E-01      YES
Date20051224  2.050000E+00  7.795520E-01  1.000000E+00  +1.270448E+00      YES
Date20051225  2.270000E+00  8.936350E-01  1.000000E+00  +1.376365E+00      YES
Date20051226  1.940000E+00  9.946340E-01  1.000000E+00  +9.453660E-01      YES
Date20051227  1.540000E+00  9.767980E-01  1.000000E+00  +5.632020E-01      YES
Date20051228  1.350000E+00  9.129270E-01  1.000000E+00  +4.370730E-01      YES
Date20051229  1.180000E+00  8.667310E-01  1.000000E+00  +3.132690E-01      YES
Date20051230  1.010000E+00  8.165210E-01  1.000000E+00  +1.934790E-01      YES
Date20051231  9.300000E-01  7.708330E-01  1.000000E+00  +1.591670E-01      YES
Date20060101  8.500000E-01  7.273360E-01  1.000000E+00  +1.226640E-01      YES
Date20060102  7.800000E-01  6.869090E-01  1.000000E+00  +9.309100E-02      YES
Date20060103  7.000000E-01  6.509270E-01  1.000000E+00  +4.907300E-02      YES
Date20060104  6.400000E-01  6.127360E-01  1.000000E+00  +2.726400E-02      YES
Date20060105  5.700000E-01  5.763160E-01  1.000000E+00  -6.316000E-03      YES
Date20060106  5.700000E-01  5.417530E-01  1.000000E+00  +2.824700E-02      YES
Date20060107  5.700000E-01  5.091020E-01  1.000000E+00  +6.089800E-02      YES
Date20060108  4.800000E-01  4.779220E-01  1.000000E+00  +2.078000E-03      YES
Date20060109  4.000000E-01  4.482790E-01  1.000000E+00  -4.827900E-02      YES
Date20060110  2.600000E-01  4.199060E-01  1.000000E+00  -1.599060E-01      YES
Date20060111  2.600000E-01  3.929030E-01  1.000000E+00  -1.329030E-01      YES
Date20060112  3.300000E-01  3.673260E-01  1.000000E+00  -3.732600E-02      YES
Date20060113  3.300000E-01  3.431000E-01  1.000000E+00  -1.310000E-02      YES
Date20060114  2.600000E-01  3.201660E-01  1.000000E+00  -6.016600E-02      YES
Date20060115  2.100000E-01  2.982570E-01  1.000000E+00  -8.825700E-02      YES
Date20060116  1.600000E-01  2.774980E-01  1.000000E+00  -1.174980E-01      YES
Date20060117  1.600000E-01  2.578270E-01  1.000000E+00  -9.782700E-02      YES
Date20060118  2.600000E-01  2.393700E-01  1.000000E+00  +2.063000E-02      YES
Date20060119  2.600000E-01  2.221060E-01  1.000000E+00  +3.789400E-02      YES
Date20060120  2.600000E-01  2.061290E-01  1.000000E+00  +5.387100E-02      YES
Date20060121  1.010000E+00  2.290480E-01  1.000000E+00  +7.809520E-01      YES
Date20060122  9.300000E-01  3.227040E-01  1.000000E+00  +6.072960E-01      YES
Date20060123  7.000000E-01  3.933370E-01  1.000000E+00  +3.066630E-01      YES
Date20060124  6.400000E-01  3.782970E-01  1.000000E+00  +2.617030E-01      YES
Date20060125  5.700000E-01  3.487420E-01  1.000000E+00  +2.212580E-01      YES
Date20060126  4.800000E-01  3.290600E-01  1.000000E+00  +1.509400E-01      YES
Date20060127  4.800000E-01  3.058410E-01  1.000000E+00  +1.741590E-01      YES
Date20060128  4.000000E-01  2.859040E-01  1.000000E+00  +1.140960E-01      YES
Date20060129  3.300000E-01  2.660780E-01  1.000000E+00  +6.392200E-02      YES
Date20060130  3.300000E-01  2.473070E-01  1.000000E+00  +8.269300E-02      YES
Date20060131  3.300000E-01  2.295220E-01  1.000000E+00  +1.004780E-01      YES
Date20060201  2.600000E-01  2.124360E-01  1.000000E+00  +4.756400E-02      YES
Date20060202  2.600000E-01  1.966440E-01  1.000000E+00  +6.335600E-02      YES
Date20060203  2.600000E-01  1.813480E-01  1.000000E+00  +7.865200E-02      YES
Date20060204  2.100000E-01  1.669850E-01  1.000000E+00  +4.301500E-02      YES
Date20060205  2.100000E-01  1.533480E-01  1.000000E+00  +5.665200E-02      YES
Date20060206  1.600000E-01  1.406470E-01  1.000000E+00  +1.935300E-02      YES
Date20060207  7.000000E-01  1.287220E-01  1.000000E+00  +5.712780E-01      YES
Date20060208  2.490000E+00  1.715290E-01  1.000000E+00  +2.318471E+00      YES
Date20060209  1.350000E+00  2.835070E-01  1.000000E+00  +1.066493E+00      YES
Date20060210  8.500000E-01  3.432640E-01  1.000000E+00  +5.067360E-01      YES
Date20060211  6.400000E-01  3.235590E-01  1.000000E+00  +3.164410E-01      YES
Date20060212  5.700000E-01  3.006360E-01  1.000000E+00  +2.693640E-01      YES
Date20060213  4.800000E-01  2.817920E-01  1.000000E+00  +1.982080E-01      YES
Date20060214  3.300000E-01  2.614940E-01  1.000000E+00  +6.850600E-02      YES
Date20060215  3.300000E-01  2.431690E-01  1.000000E+00  +8.683100E-02      YES
Date20060216  4.800000E-01  2.244340E-01  1.000000E+00  +2.555660E-01      YES
Date20060217  1.640000E+00  2.474200E-01  1.000000E+00  +1.392580E+00      YES
Date20060218  1.540000E+00  3.470320E-01  1.000000E+00  +1.192968E+00      YES
Date20060219  1.540000E+00  4.775280E-01  1.000000E+00  +1.062472E+00      YES
Date20060220  1.180000E+00  5.789840E-01  1.000000E+00  +6.010160E-01      YES
Date20060221  9.300000E-01  6.086450E-01  1.000000E+00  +3.213550E-01      YES
Date20060222  7.000000E-01  5.761760E-01  1.000000E+00  +1.238240E-01      YES
Date20060223  5.700000E-01  5.390380E-01  1.000000E+00  +3.096200E-02      YES
Date20060224  4.800000E-01  5.073230E-01  1.000000E+00  -2.732300E-02      YES
Date20060225  4.000000E-01  4.745040E-01  1.000000E+00  -7.450400E-02      YES
Date20060226  4.000000E-01  4.443120E-01  1.000000E+00  -4.431200E-02      YES
Date20060227  3.300000E-01  4.148580E-01  1.000000E+00  -8.485800E-02      YES
Date20060228  2.600000E-01  3.871090E-01  1.000000E+00  -1.271090E-01      YES
Date20060301  2.600000E-01  3.602420E-01  1.000000E+00  -1.002420E-01      YES
Date20060302  2.600000E-01  3.344940E-01  1.000000E+00  -7.449400E-02      YES
Date20060303  2.100000E-01  3.099080E-01  1.000000E+00  -9.990800E-02      YES
Date20060304  2.100000E-01  2.862200E-01  1.000000E+00  -7.622000E-02      YES
Date20060305  1.600000E-01  2.634810E-01  1.000000E+00  -1.034810E-01      YES
Date20060306  1.600000E-01  2.416080E-01  1.000000E+00  -8.160800E-02      YES
Date20060307  1.600000E-01  2.206110E-01  1.000000E+00  -6.061100E-02      YES
Date20060308  1.200000E-01  2.004070E-01  1.000000E+00  -8.040700E-02      YES
Date20060309  2.100000E-01  1.809170E-01  1.000000E+00  +2.908300E-02      YES
Date20060310  1.940000E+00  1.712110E-01  1.000000E+00  +1.768789E+00      YES
Date20060311  1.450000E+00  2.180700E-01  1.000000E+00  +1.231930E+00      YES
Date20060312  8.500000E-01  2.845280E-01  1.000000E+00  +5.654720E-01      YES
Date20060313  7.000000E-01  2.790520E-01  1.000000E+00  +4.209480E-01      YES
Date20060314  5.700000E-01  2.491770E-01  1.000000E+00  +3.208230E-01      YES
Date20060315  4.800000E-01  2.334230E-01  1.000000E+00  +2.465770E-01      YES
Date20060316  4.800000E-01  2.118370E-01  1.000000E+00  +2.681630E-01      YES
Date20060317  4.000000E-01  1.937510E-01  1.000000E+00  +2.062490E-01      YES
Date20060318  3.300000E-01  1.759310E-01  1.000000E+00  +1.540690E-01      YES
Date20060319  3.300000E-01  1.587750E-01  1.000000E+00  +1.712250E-01      YES
Date20060320  4.000000E-01  1.429820E-01  1.000000E+00  +2.570180E-01      YES
Date20060321  6.400000E-01  1.267110E-01  1.000000E+00  +5.132890E-01      YES
Date20060322  1.010000E+00  1.121960E-01  1.000000E+00  +8.978040E-01      YES
Date20060323  1.010000E+00  9.795990E-02  1.000000E+00  +9.120401E-01      YES
Date20060324  1.010000E+00  8.339600E-02  1.000000E+00  +9.266040E-01      YES
Date20060325  2.050000E+00  6.875340E-02  1.000000E+00  +1.981247E+00      YES
Date20060326  4.170000E+00  1.372250E-01  1.000000E+00  +4.032775E+00      YES
Date20060327  4.900000E+00  4.229810E-01  1.000000E+00  +4.477019E+00      YES
Date20060328  4.030000E+00  9.069710E-01  1.000000E+00  +3.123029E+00      YES
Date20060329  2.850000E+00  1.420720E+00  1.000000E+00  +1.429280E+00      YES
Date20060330  2.380000E+00  1.810780E+00  1.000000E+00  +5.692200E-01      YES
Date20060331  2.160000E+00  2.195000E+00  1.000000E+00  -3.500000E-02      YES
Date20060401  2.050000E+00  2.544610E+00  1.000000E+00  -4.946100E-01      YES
Date20060402  1.740000E+00  2.614570E+00  1.000000E+00  -8.745700E-01      YES
Date20060403  1.540000E+00  2.521580E+00  1.000000E+00  -9.815800E-01      YES
Date20060404  1.350000E+00  2.430130E+00  1.000000E+00  -1.080130E+00      YES
Date20060405  1.090000E+00  2.329190E+00  1.000000E+00  -1.239190E+00      YES
Date20060406  1.010000E+00  2.219760E+00  1.000000E+00  -1.209760E+00      YES
Date20060407  9.300000E-01  2.104790E+00  1.000000E+00  -1.174790E+00      YES
Date20060408  7.800000E-01  1.991100E+00  1.000000E+00  -1.211100E+00      YES
Date20060409  7.000000E-01  1.883970E+00  1.000000E+00  -1.183970E+00      YES
Date20060410  6.400000E-01  1.778690E+00  1.000000E+00  -1.138690E+00      YES
Date20060411  6.400000E-01  1.707990E+00  1.000000E+00  -1.067990E+00      YES
Date20060412  5.700000E-01  1.653320E+00  1.000000E+00  -1.083320E+00      YES
Date20060413  5.700000E-01  1.568340E+00  1.000000E+00  -9.983400E-01      YES
Date20060414  4.800000E-01  1.498960E+00  1.000000E+00  -1.018960E+00      YES
Date20060415  4.800000E-01  1.457600E+00  1.000000E+00  -9.776000E-01      YES
Date20060416  4.800000E-01  1.397970E+00  1.000000E+00  -9.179700E-01      YES
Date20060417  4.000000E-01  1.334050E+00  1.000000E+00  -9.340500E-01      YES
Date20060418  4.800000E-01  1.304600E+00  1.000000E+00  -8.246000E-01      YES
Date20060419  3.300000E-01  1.274300E+00  1.000000E+00  -9.443000E-01      YES
Date20060420  3.300000E-01  1.203000E+00  1.000000E+00  -8.730000E-01      YES
Date20060421  3.300000E-01  1.123830E+00  1.000000E+00  -7.938300E-01      YES
Date20060422  2.600000E-01  1.051160E+00  1.000000E+00  -7.911600E-01      YES
Date20060423  3.300000E-01  9.882610E-01  1.000000E+00  -6.582610E-01      YES
Date20060424  3.300000E-01  9.554650E-01  1.000000E+00  -6.254650E-01      YES
Date20060425  2.600000E-01  9.257810E-01  1.000000E+00  -6.657810E-01      YES
Date20060426  2.100000E-01  8.652120E-01  1.000000E+00  -6.552120E-01      YES
Date20060427  2.100000E-01  8.001250E-01  1.000000E+00  -5.901250E-01      YES
Date20060428  2.100000E-01  7.461880E-01  1.000000E+00  -5.361880E-01      YES
Date20060429  2.600000E-01  7.001220E-01  1.000000E+00  -4.401220E-01      YES
Date20060430  3.300000E-01  6.888290E-01  1.000000E+00  -3.588290E-01      YES
Date20060501  3.300000E-01  6.908360E-01  1.000000E+00  -3.608360E-01      YES
Date20060502  2.100000E-01  6.492750E-01  1.000000E+00  -4.392750E-01      YES
Date20060503  2.100000E-01  5.922020E-01  1.000000E+00  -3.822020E-01      YES
Date20060504  2.100000E-01  5.434100E-01  1.000000E+00  -3.334100E-01      YES
Date20060505  1.600000E-01  4.920130E-01  1.000000E+00  -3.320130E-01      YES
Date20060506  1.600000E-01  4.440120E-01  1.000000E+00  -2.840120E-01      YES
Date20060507  1.200000E-01  3.976130E-01  1.000000E+00  -2.776130E-01      YES
Date20060508  1.200000E-01  3.529250E-01  1.000000E+00  -2.329250E-01      YES
Date20060509  1.200000E-01  3.105440E-01  1.000000E+00  -1.905440E-01      YES
Date20060510  1.200000E-01  2.695250E-01  1.000000E+00  -1.495250E-01      YES
Date20060511  1.200000E-01  2.307130E-01  1.000000E+00  -1.107130E-01      YES
Date20060512  1.200000E-01  1.935710E-01  1.000000E+00  -7.357100E-02      YES
Date20060513  8.000000E-02  1.630780E-01  1.000000E+00  -8.307800E-02      YES
Date20060514  8.000000E-02  1.402680E-01  1.000000E+00  -6.026800E-02      YES
Date20060515  8.000000E-02  1.203940E-01  1.000000E+00  -4.039400E-02      YES
Date20060516  8.000000E-02  1.018460E-01  1.000000E+00  -2.184600E-02      YES
Date20060517  5.000000E-02  8.543500E-02  1.000000E+00  -3.543500E-02      YES
Date20060518  5.000000E-02  7.116000E-02  1.000000E+00  -2.116000E-02      YES
Date20060519  8.000000E-02  5.800960E-02  1.000000E+00  +2.199040E-02      YES
Date20060520  8.000000E-02  4.629030E-02  1.000000E+00  +3.370970E-02      YES
Date20060521  8.000000E-02  3.833030E-02  1.000000E+00  +4.166970E-02      YES
Date20060522  5.000000E-02  3.209930E-02  1.000000E+00  +1.790070E-02      YES
Date20060523  5.000000E-02  2.529650E-02  1.000000E+00  +2.470350E-02      YES
Date20060524  5.000000E-02  1.981840E-02  1.000000E+00  +3.018160E-02      YES
Date20060525  5.000000E-02  1.434210E-02  1.000000E+00  +3.565790E-02      YES
Date20060526  5.000000E-02  9.543080E-03  1.000000E+00  +4.045692E-02      YES
Date20060527  1.600000E-01  1.821570E-02  1.000000E+00  +1.417843E-01      YES
Date20060528  1.600000E-01  5.962010E-02  1.000000E+00  +1.003799E-01      YES
Date20060529  1.200000E-01  1.008860E-01  1.000000E+00  +1.911400E-02      YES
Date20060530  2.100000E-01  1.508920E-01  1.000000E+00  +5.910800E-02      YES
Date20060531  1.200000E-01  2.219430E-01  1.000000E+00  -1.019430E-01      YES
Date20060601  1.200000E-01  2.354550E-01  1.000000E+00  -1.154550E-01      YES
Date20060602  1.200000E-01  2.233240E-01  1.000000E+00  -1.033240E-01      YES
Date20060603  8.000000E-02  2.143100E-01  1.000000E+00  -1.343100E-01      YES
Date20060604  8.000000E-02  1.926540E-01  1.000000E+00  -1.126540E-01      YES
Date20060605  8.000000E-02  1.833050E-01  1.000000E+00  -1.033050E-01      YES
Date20060606  8.000000E-02  1.596670E-01  1.000000E+00  -7.966700E-02      YES
Date20060607  5.000000E-02  1.300210E-01  1.000000E+00  -8.002100E-02      YES
Date20060608  5.000000E-02  1.073910E-01  1.000000E+00  -5.739100E-02      YES
Date20060609  5.000000E-02  8.164990E-02  1.000000E+00  -3.164990E-02      YES
Date20060610  5.000000E-02  5.976710E-02  1.000000E+00  -9.767100E-03      YES
Date20060611  5.000000E-02  4.106330E-02  1.000000E+00  +8.936700E-03      YES
Date20060612  5.000000E-02  2.751330E-02  1.000000E+00  +2.248670E-02      YES
Date20060613  3.000000E-02  1.673400E-02  1.000000E+00  +1.326600E-02      YES
Date20060614  2.000000E-02  8.026830E-03  1.000000E+00  +1.197317E-02      YES
Date20060615  2.000000E-02  2.545960E-03  1.000000E+00  +1.745404E-02      YES
Date20060616  2.000000E-02  6.002820E-04  1.000000E+00  +1.939972E-02      YES
Date20060617  1.000000E-02  8.408510E-03  1.000000E+00  +1.591490E-03      YES
Date20060618  1.000000E-02  1.995120E-02  1.000000E+00  -9.951200E-03      YES
Date20060619  2.000000E-02  1.589430E-02  1.000000E+00  +4.105700E-03      YES
Date20060620  3.000000E-02  6.815720E-03  1.000000E+00  +2.318428E-02      YES
Date20060621  5.000000E-02  1.048670E-02  1.000000E+00  +3.951330E-02      YES
Date20060622  5.000000E-02  2.237790E-02  1.000000E+00  +2.762210E-02      YES
Date20060623  3.000000E-02  2.795550E-02  1.000000E+00  +2.044500E-03      YES
Date20060624  2.000000E-02  1.919790E-02  1.000000E+00  +8.021000E-04      YES
Date20060625  2.000000E-02  9.193140E-03  1.000000E+00  +1.080686E-02      YES
Date20060626  1.000000E-02  3.407430E-03  1.000000E+00  +6.592570E-03      YES
Date20060627  1.600000E-01  8.181970E-04  1.000000E+00  +1.591818E-01      YES
Date20060628  4.800000E-01  9.041850E-02  1.000000E+00  +3.895815E-01      YES
Date20060629  1.600000E-01  2.500730E-01  1.000000E+00  -9.007300E-02      YES
Date20060630  1.200000E-01  2.867130E-01  1.000000E+00  -1.667130E-01      YES
Date20060701  8.000000E-02  2.770440E-01  1.000000E+00  -1.970440E-01      YES
Date20060702  5.000000E-02  2.974960E-01  1.000000E+00  -2.474960E-01      YES
Date20060703  5.000000E-02  2.660480E-01  1.000000E+00  -2.160480E-01      YES
Date20060704  3.000000E-02  2.343280E-01  1.000000E+00  -2.043280E-01      YES
Date20060705  2.000000E-02  2.090460E-01  1.000000E+00  -1.890460E-01      YES
Date20060706  2.000000E-02  1.793500E-01  1.000000E+00  -1.593500E-01      YES
Date20060707  2.000000E-02  1.551900E-01  1.000000E+00  -1.351900E-01      YES
Date20060708  5.000000E-02  1.302150E-01  1.000000E+00  -8.021500E-02      YES
Date20060709  3.000000E-02  1.129120E-01  1.000000E+00  -8.291200E-02      YES
Date20060710  2.000000E-02  9.783220E-02  1.000000E+00  -7.783220E-02      YES
Date20060711  1.000000E-02  8.311380E-02  1.000000E+00  -7.311380E-02      YES
Date20060712  1.000000E-02  6.801050E-02  1.000000E+00  -5.801050E-02      YES
Date20060713  1.000000E-02  5.500640E-02  1.000000E+00  -4.500640E-02      YES
Date20060714  1.000000E-02  4.258060E-02  1.000000E+00  -3.258060E-02      YES
Date20060715  1.000000E-02  3.157100E-02  1.000000E+00  -2.157100E-02      YES
Date20060716  1.000000E-02  2.209500E-02  1.000000E+00  -1.209500E-02      YES
Date20060717  0.000000E+00  1.420320E-02  1.000000E+00  -1.420320E-02      YES
Date20060718  0.000000E+00  7.524820E-03  1.000000E+00  -7.524820E-03      YES
Date20060719  0.000000E+00  2.167770E-03  1.000000E+00  -2.167770E-03      YES
Date20060720  0.000000E+00  5.469250E-04  1.000000E+00  -5.469250E-04      YES
Date20060721  0.000000E+00  4.961330E-04  1.000000E+00  -4.961330E-04      YES
Date20060722  0.000000E+00  3.785120E-04  1.000000E+00  -3.785120E-04      YES
Date20060723  0.000000E+00  1.952650E-04  1.000000E+00  -1.952650E-04      YES
Date20060724  0.000000E+00  8.831770E-04  1.000000E+00  -8.831770E-04      YES
Date20060725  0.000000E+00  1.353670E-03  1.000000E+00  -1.353670E-03      YES
Date20060726  0.000000E+00  6.790670E-04  1.000000E+00  -6.790670E-04      YES
Date20060727  1.000000E-02  1.587670E-04  1.000000E+00  +9.841233E-03      YES
Date20060728  1.000000E-02  2.185490E-04  1.000000E+00  +9.781451E-03      YES
Date20060729  1.000000E-02  1.695650E-04  1.000000E+00  +9.830435E-03      YES
Date20060730  1.000000E-02  1.695230E-04  1.000000E+00  +9.830477E-03      YES
Date20060731  1.000000E-02  1.595860E-04  1.000000E+00  +9.840414E-03      YES
Date20060801  2.000000E-02  1.898000E-04  1.000000E+00  +1.981020E-02      YES
Date20060802  2.000000E-02  2.502020E-04  1.000000E+00  +1.974980E-02      YES
Date20060803  2.000000E-02  1.768560E-04  1.000000E+00  +1.982314E-02      YES
Date20060804  3.000000E-02  1.392520E-04  1.000000E+00  +2.986075E-02      YES
Date20060805  8.000000E-02  1.339030E-03  1.000000E+00  +7.866097E-02      YES
Date20060806  4.800000E-01  9.247060E-02  1.000000E+00  +3.875294E-01      YES
Date20060807  4.000000E-01  3.472440E-01  1.000000E+00  +5.275600E-02      YES
Date20060808  2.600000E-01  5.526820E-01  1.000000E+00  -2.926820E-01      YES
Date20060809  1.200000E-01  5.603610E-01  1.000000E+00  -4.403610E-01      YES
Date20060810  8.000000E-02  5.118290E-01  1.000000E+00  -4.318290E-01      YES
Date20060811  8.000000E-02  4.974610E-01  1.000000E+00  -4.174610E-01      YES
Date20060812  5.000000E-02  4.967290E-01  1.000000E+00  -4.467290E-01      YES
Date20060813  5.000000E-02  4.654490E-01  1.000000E+00  -4.154490E-01      YES
Date20060814  5.000000E-02  4.187120E-01  1.000000E+00  -3.687120E-01      YES
Date20060815  3.000000E-02  3.847280E-01  1.000000E+00  -3.547280E-01      YES
Date20060816  5.000000E-02  3.653770E-01  1.000000E+00  -3.153770E-01      YES
Date20060817  5.000000E-02  3.528200E-01  1.000000E+00  -3.028200E-01      YES
Date20060818  5.000000E-02  3.315930E-01  1.000000E+00  -2.815930E-01      YES
Date20060819  5.000000E-02  3.135390E-01  1.000000E+00  -2.635390E-01      YES
Date20060820  8.000000E-02  2.853820E-01  1.000000E+00  -2.053820E-01      YES
Date20060821  1.600000E-01  2.564060E-01  1.000000E+00  -9.640600E-02      YES
Date20060822  8.000000E-02  2.409320E-01  1.000000E+00  -1.609320E-01      YES
Date20060823  8.000000E-02  2.370800E-01  1.000000E+00  -1.570800E-01      YES
Date20060824  5.000000E-02  2.392970E-01  1.000000E+00  -1.892970E-01      YES
Date20060825  5.000000E-02  2.246730E-01  1.000000E+00  -1.746730E-01      YES
Date20060826  3.000000E-02  2.061400E-01  1.000000E+00  -1.761400E-01      YES
Date20060827  3.000000E-02  1.841640E-01  1.000000E+00  -1.541640E-01      YES
Date20060828  3.000000E-02  1.619510E-01  1.000000E+00  -1.319510E-01      YES
Date20060829  5.000000E-02  1.601880E-01  1.000000E+00  -1.101880E-01      YES
Date20060830  8.000000E-02  1.800450E-01  1.000000E+00  -1.000450E-01      YES
Date20060831  8.000000E-02  2.111420E-01  1.000000E+00  -1.311420E-01      YES
Date20060901  8.000000E-02  2.170880E-01  1.000000E+00  -1.370880E-01      YES
Date20060902  5.000000E-02  1.900210E-01  1.000000E+00  -1.400210E-01      YES
Date20060903  5.000000E-02  1.588940E-01  1.000000E+00  -1.088940E-01      YES
Date20060904  5.000000E-02  1.410350E-01  1.000000E+00  -9.103500E-02      YES
Date20060905  5.000000E-02  1.296150E-01  1.000000E+00  -7.961500E-02      YES
Date20060906  5.000000E-02  1.072330E-01  1.000000E+00  -5.723300E-02      YES
Date20060907  5.000000E-02  8.172120E-02  1.000000E+00  -3.172120E-02      YES
Date20060908  1.200000E-01  6.840350E-02  1.000000E+00  +5.159650E-02      YES
Date20060909  5.000000E-02  5.881140E-02  1.000000E+00  -8.811400E-03      YES
Date20060910  5.000000E-02  4.026680E-02  1.000000E+00  +9.733200E-03      YES
Date20060911  3.000000E-02  2.170850E-02  1.000000E+00  +8.291500E-03      YES
Date20060912  3.000000E-02  1.065830E-02  1.000000E+00  +1.934170E-02      YES
Date20060913  3.000000E-02  4.523290E-03  1.000000E+00  +2.547671E-02      YES
