time [d],date,hour,day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air dens. [kg/m3], air pres. [KPa], rel hum. [-], cloud cover [-], ET radiation [MJ/m2/d], SW radiation [MJ/m2/d], net SW radiation [MJ/m2/d], LW radiation [MJ/m2/d], wind vel. [m/s], PET [mm/d], OW PET [mm/d], daily correction [-], potential melt [mm/d]
313,2003-08-10,00:00:00.00,3.79573,0,0,23.6,11.8,31.9,23.6,23.88,17.64,1.1245,96.889,0.5,0,35.6644,25.5411,21.7829,-0.186889,2,6.08763,6.08763,1,118.944
314,2003-08-11,00:00:00.00,3.81295,0,0,23,14,31.2,23,23.88,17.64,1.12714,96.8803,0.5,0,35.4395,25.4663,21.7191,-0.192578,2,5.51476,5.51476,1,115.92
315,2003-08-12,00:00:00.00,3.83016,0,0,19.9,10.6,27.6,19.9,23.88,17.64,1.1407,96.8344,0.5,0,35.2113,25.7415,21.9538,-0.220271,2,5.03341,5.03341,1,100.296
316,2003-08-13,00:00:00.00,3.84738,0,0,24.2,9.9,32.9,24.2,23.88,17.64,1.12186,96.8978,0.5,0,34.9798,24.9348,21.2657,-0.181091,2,6.47955,6.47955,1,121.968
317,2003-08-14,00:00:00.00,3.86459,0,0,27.8,21.3,36.7,27.8,23.88,17.64,1.10591,96.9495,0.5,0,34.7451,24.1539,20.5998,-0.143958,2,5.71786,5.71786,1,140.112
318,2003-08-15,00:00:00.00,3.8818,1.6,0,20.5,16.2,29.1,20.5,23.88,17.64,1.13808,96.8434,0.5,0,34.5073,25.1235,21.4267,-0.21513,2,4.36535,4.36535,1,103.32
319,2003-08-16,00:00:00.00,3.89902,0,0,16.4,9.6,23.4,16.4,23.88,17.64,1.15593,96.7815,0.5,0,34.2664,25.4499,21.7051,-0.248232,2,4.00358,4.00358,1,82.656
320,2003-08-17,00:00:00.00,3.91623,0,0,17.1,7.9,24.6,17.1,23.88,17.64,1.15289,96.7921,0.5,0,34.0225,25.1802,21.475,-0.242912,2,4.46236,4.46236,1,86.184
321,2003-08-18,00:00:00.00,3.93345,0,0,20.9,7.7,29.4,20.9,23.88,17.64,1.13633,96.8493,0.5,0,33.7757,24.5115,20.9047,-0.211645,2,5.59963,5.59963,1,105.336
322,2003-08-19,00:00:00.00,3.95066,2.2,0,24.9,16,32.4,24.9,23.88,17.64,1.11878,96.9079,0.5,0,33.526,23.7383,20.2453,-0.174188,2,5.33146,5.33146,1,125.496
323,2003-08-20,00:00:00.00,3.96787,0,0,19,16.6,24.6,19,23.88,17.64,1.14462,96.8209,0.5,0,33.2736,24.3732,20.7867,-0.227789,2,3.18498,3.18498,1,95.76
324,2003-08-21,00:00:00.00,3.98509,0,0,17.4,15.2,22.9,17.4,23.88,17.64,1.15158,96.7967,0.5,0,33.0183,24.367,20.7815,-0.240591,2,2.96591,2.96591,1,87.696
325,2003-08-22,00:00:00.00,4.0023,0,0,19.8,10.9,26.8,19.8,23.88,17.64,1.14113,96.8329,0.5,0,32.7605,23.8784,20.3647,-0.221118,2,4.51701,4.51701,1,99.792
326,2003-08-23,00:00:00.00,4.01952,0,0,21.4,12.9,28.2,21.4,23.88,17.64,1.13415,96.8567,0.5,0,32.5,23.4708,20.0172,-0.207223,2,4.58279,4.58279,1,107.856
327,2003-08-24,00:00:00.00,4.03673,0.4,0,20.1,14.1,25,20.1,23.88,17.64,1.13982,96.8374,0.5,0,32.2371,23.4383,19.9894,-0.218569,2,3.70956,3.70956,1,101.304
328,2003-08-25,00:00:00.00,4.05395,0,0,16.6,11.4,19.3,16.6,23.88,17.64,1.15506,96.7845,0.5,0,31.9717,23.6421,20.1632,-0.246726,2,2.84284,2.84284,1,83.664
329,2003-08-26,00:00:00.00,4.07116,0,0,16.9,10.2,24.9,16.9,23.88,17.64,1.15376,96.7891,0.5,0,31.704,23.4008,19.9574,-0.244446,2,3.87897,3.87897,1,85.176
330,2003-08-27,00:00:00.00,4.08837,0,0,19.5,9.1,25.8,19.5,23.88,17.64,1.14244,96.8284,0.5,0,31.434,22.8937,19.5249,-0.223641,2,4.40637,4.40637,1,98.28
331,2003-08-28,00:00:00.00,4.10559,0,0,15,12.4,18.9,15,23.88,17.64,1.16202,96.7599,0.5,0,31.1619,23.1731,19.7632,-0.258475,2,2.39645,2.39645,1,75.6
332,2003-08-29,00:00:00.00,4.1228,0.9,0,16.3,7.2,23.7,16.3,23.88,17.64,1.15637,96.7799,0.5,0,30.8876,22.8267,19.4677,-0.248981,2,3.93454,3.93454,1,82.152
333,2003-08-30,00:00:00.00,4.14002,6.9,0,20.3,12.4,27.1,20.3,23.88,17.64,1.13895,96.8404,0.5,0,30.6113,22.1626,18.9014,-0.216855,2,4.11225,4.11225,1,102.312
334,2003-08-31,00:00:00.00,4.15723,1.6,0,13,11.1,19.9,13,23.88,17.64,1.17072,96.7288,0.5,0,30.333,22.7055,19.3644,-0.272207,2,2.54872,2.54872,1,65.52
335,2003-09-01,00:00:00.00,4.17445,5.6,0,12.4,9.9,16.6,12.4,23.88,17.64,1.17333,96.7194,0.5,0,30.0529,22.5353,19.2192,-0.276124,2,2.16045,2.16045,1,62.496
336,2003-09-02,00:00:00.00,4.19166,4.9,0,10.4,8.1,15.8,10.4,18.88,13.13,1.18205,96.6877,0.5,0,29.771,22.4724,19.1655,-0.288523,2,2.14241,2.14241,1,52.416
337,2003-09-03,00:00:00.00,4.20887,1.1,0,9.5,8,14.9,9.5,18.88,13.13,1.18598,96.6733,0.5,0,29.4874,22.313,19.0296,-0.293779,2,1.94464,1.94464,1,47.88
338,2003-09-04,00:00:00.00,4.22609,0,0,12.1,0.8,17.9,12.1,18.88,13.13,1.17464,96.7147,0.5,0,29.2023,21.8844,18.664,-0.278048,2,3.32047,3.32047,1,60.984
339,2003-09-05,00:00:00.00,4.2433,0,0,13.9,11.9,17.9,13.9,18.88,13.13,1.1668,96.7429,0.5,0,28.9156,21.5042,18.3398,-0.266157,2,2.06481,2.06481,1,70.056
340,2003-09-06,00:00:00.00,4.26052,0,0,13.9,6.5,20.8,13.9,18.88,13.13,1.1668,96.7429,0.5,0,28.6275,21.2762,18.1453,-0.266157,2,3.15591,3.15591,1,70.056
341,2003-09-07,00:00:00.00,4.27773,0,0,15.4,5.1,23.2,15.4,18.88,13.13,1.16028,96.7661,0.5,0,28.3381,20.9128,17.8354,-0.255602,2,3.68096,3.68096,1,77.616
342,2003-09-08,00:00:00.00,4.29494,0,0,16.1,9.8,25.4,16.1,18.88,13.13,1.15724,96.7769,0.5,0,28.0474,20.6187,17.5846,-0.250472,2,3.45357,3.45357,1,81.144
343,2003-09-09,00:00:00.00,4.31216,0,0,17.4,8.8,23.7,17.4,18.88,13.13,1.15158,96.7967,0.5,0,27.7556,20.264,17.2821,-0.240591,2,3.46817,3.46817,1,87.696
344,2003-09-10,00:00:00.00,4.32937,5,0,15.4,11.9,19.6,15.4,18.88,13.13,1.16028,96.7661,0.5,0,27.4627,20.2231,17.2472,-0.255602,2,2.3267,2.3267,1,77.616
345,2003-09-11,00:00:00.00,4.34659,3.7,0,13.7,11.9,18.2,13.7,18.88,13.13,1.16767,96.7397,0.5,0,27.1689,20.1378,17.1744,-0.267519,2,1.97545,1.97545,1,69.048
346,2003-09-12,00:00:00.00,4.3638,3.7,0,10.5,9.5,14.3,10.5,18.88,13.13,1.18161,96.6893,0.5,0,26.8742,20.1486,17.1836,-0.287927,2,1.53235,1.53235,1,52.92
347,2003-09-13,00:00:00.00,4.38102,4.2,0,12.8,9.2,15.5,12.8,18.88,13.13,1.17159,96.7257,0.5,0,26.5788,19.7416,16.8365,-0.273523,2,1.87733,1.87733,1,64.512
348,2003-09-14,00:00:00.00,4.39823,3.2,0,13.2,11.5,16.1,13.2,18.88,13.13,1.16985,96.7319,0.5,0,26.2827,19.4749,16.6091,-0.27088,2,1.60703,1.60703,1,66.528
349,2003-09-15,00:00:00.00,4.41544,0,0,12,9.6,17.6,12,18.88,13.13,1.17507,96.7131,0.5,0,25.986,19.3304,16.4858,-0.278684,2,2.01426,2.01426,1,60.48
350,2003-09-16,00:00:00.00,4.43266,0,0,12.3,3.7,21.1,12.3,18.88,13.13,1.17376,96.7178,0.5,0,25.6889,19.0714,16.2649,-0.276768,2,2.9662,2.9662,1,61.992
351,2003-09-17,00:00:00.00,4.44987,0,0,14.1,7.5,21.4,14.1,18.88,13.13,1.16593,96.746,0.5,0,25.3914,18.6966,15.9452,-0.264784,2,2.77714,2.77714,1,71.064
352,2003-09-18,00:00:00.00,4.46709,0,0,14.7,7.1,23.4,14.7,18.88,13.13,1.16332,96.7553,0.5,0,25.0936,18.4127,15.7031,-0.260602,2,3.02799,3.02799,1,74.088
353,2003-09-19,00:00:00.00,4.4843,0,0,19.2,7.4,28.5,19.2,18.88,13.13,1.14375,96.8239,0.5,0,24.7957,17.7791,15.1628,-0.226138,2,3.87554,3.87554,1,96.768
354,2003-09-20,00:00:00.00,4.50151,0,0,18.4,12.1,28.8,18.4,18.88,13.13,1.14723,96.8119,0.5,0,24.4976,17.6231,15.0297,-0.232674,2,3.33277,3.33277,1,92.736
355,2003-09-21,00:00:00.00,4.51873,0,0,18,9.4,30.4,18,18.88,13.13,1.14897,96.8058,0.5,0,24.1997,17.4273,14.8627,-0.235874,2,3.65104,3.65104,1,90.72
356,2003-09-22,00:00:00.00,4.53594,0,0,18.8,11.5,30.4,18.8,18.88,13.13,1.14549,96.8179,0.5,0,23.9018,17.1219,14.6023,-0.229428,2,3.4975,3.4975,1,94.752
357,2003-09-23,00:00:00.00,4.55316,0,0,19.8,9.3,29.4,19.8,18.88,13.13,1.14113,96.8329,0.5,0,23.6042,16.7971,14.3252,-0.221118,2,3.65923,3.65923,1,99.792
358,2003-09-24,00:00:00.00,4.57037,1.3,0,13.3,10.6,20.8,13.3,18.88,13.13,1.16941,96.7335,0.5,0,23.307,17.1041,14.587,-0.270213,2,2.12892,2.12892,1,67.032
359,2003-09-25,00:00:00.00,4.58759,0,0,7.7,5.1,14.6,7.7,18.88,13.13,1.19386,96.6443,0.5,0,23.0101,17.2191,14.6851,-0.303703,2,1.66317,1.66317,1,38.808
360,2003-09-26,00:00:00.00,4.6048,0,0,8.7,0.6,17.6,8.7,18.88,13.13,1.18947,96.6604,0.5,0,22.7139,16.9248,14.4341,-0.298285,2,2.28231,2.28231,1,43.848
361,2003-09-27,00:00:00.00,4.62201,0,0,12.6,1.1,21.3,12.6,18.88,13.13,1.17246,96.7225,0.5,0,22.4182,16.4466,14.0263,-0.274828,2,2.81686,2.81686,1,63.504
362,2003-09-28,00:00:00.00,4.63923,0,0,13.1,8.7,18.6,13.1,18.88,13.13,1.17028,96.7304,0.5,0,22.1233,16.1785,13.7976,-0.271545,2,1.97807,1.97807,1,66.024
363,2003-09-29,00:00:00.00,4.65644,3,0,13.6,8.8,20.3,13.6,18.88,13.13,1.16811,96.7382,0.5,0,21.8293,15.9111,13.5696,-0.268197,2,2.13763,2.13763,1,68.544
364,2003-09-30,00:00:00.00,4.67366,1.3,0,12,10.1,16.8,12,18.88,13.13,1.17507,96.7131,0.5,0,21.5362,15.7841,13.4613,-0.278684,2,1.5277,1.5277,1,60.48
365,2003-10-01,00:00:00.00,4.69087,0,0,7.8,5.4,13.5,7.8,18.88,13.13,1.19342,96.6459,0.5,0,21.2442,15.7913,13.4674,-0.303172,2,1.42343,1.42343,1,39.312
366,2003-10-02,00:00:00.00,4.70809,0,0,12.1,1.4,15,12.1,13.67,8.84,1.17464,96.7147,0.5,0,20.9533,15.314,13.0604,-0.278048,2,2.12475,2.12475,1,60.984
367,2003-10-03,00:00:00.00,4.7253,1.1,0,12.9,10.5,15.9,12.9,13.67,8.84,1.17115,96.7272,0.5,0,20.6637,15.0336,12.8211,-0.272866,2,1.35568,1.35568,1,65.016
368,2003-10-04,00:00:00.00,4.74251,0.6,0,13.2,4.1,16.6,13.2,13.67,8.84,1.16985,96.7319,0.5,0,20.3754,14.7859,12.6099,-0.27088,2,2.0537,2.0537,1,66.528
369,2003-10-05,00:00:00.00,4.75973,1,0,9.9,6.9,16.6,9.9,13.67,8.84,1.18423,96.6797,0.5,0,20.0885,14.7528,12.5817,-0.291468,2,1.59378,1.59378,1,49.896
370,2003-10-06,00:00:00.00,4.77694,4.5,0,6,3.1,7.8,6,13.67,8.84,1.20133,96.6165,0.5,0,19.8033,14.7168,12.5509,-0.312373,2,0.939673,0.939673,1,30.24
371,2003-10-07,00:00:00.00,4.79416,3.4,0,7.8,5.6,10.6,7.8,13.67,8.84,1.19342,96.6459,0.5,0,19.5196,14.4046,12.2847,-0.303172,2,1.02757,1.02757,1,39.312
372,2003-10-08,00:00:00.00,4.81137,7,0,6.8,5.8,10.3,6.8,13.67,8.84,1.19781,96.6296,0.5,0,19.2377,14.2249,12.1314,-0.308377,2,0.923229,0.923229,1,34.272
373,2003-10-09,00:00:00.00,4.82858,16.1,0,6.6,5.4,10.8,6.6,13.67,8.84,1.19869,96.6263,0.5,0,18.9577,14.0085,11.9469,-0.309389,2,0.988521,0.988521,1,33.264
374,2003-10-10,00:00:00.00,4.8458,1.2,0,8.5,4.4,10.9,8.5,13.67,8.84,1.19035,96.6572,0.5,0,18.6796,13.6971,11.6813,-0.299388,2,1.15184,1.15184,1,42.84
375,2003-10-11,00:00:00.00,4.86301,0.8,0,11.7,8.4,12.6,11.7,13.67,8.84,1.17638,96.7084,0.5,0,18.4035,13.3119,11.3528,-0.280578,2,1.0232,1.0232,1,58.968
376,2003-10-12,00:00:00.00,4.88023,0.4,0,10.7,9.2,13.7,10.7,13.67,8.84,1.18074,96.6925,0.5,0,18.1295,13.1478,11.2128,-0.286727,2,1.00798,1.00798,1,53.928
377,2003-10-13,00:00:00.00,4.89744,0,0,6.4,3.3,12.4,6.4,13.67,8.84,1.19957,96.623,0.5,0,17.8577,13.1324,11.1997,-0.310393,2,1.19888,1.19888,1,32.256
378,2003-10-14,00:00:00.00,4.91466,0,0,3.8,-1,12.4,3.8,13.67,8.84,1.21104,96.58,0.5,0,17.5883,13.0176,11.1017,-0.322613,2,1.27892,1.27892,1,19.152
379,2003-10-15,00:00:00.00,4.93187,0.8,0,3.8,-1.6,8.4,3.8,13.67,8.84,1.21104,96.58,0.5,0,17.3212,12.8018,10.9178,-0.322613,2,1.08804,1.08804,1,19.152
380,2003-10-16,00:00:00.00,4.94908,0,0,5.8,4.4,9.2,5.8,13.67,8.84,1.20221,96.6132,0.5,0,17.0566,12.5129,10.6713,-0.313349,2,0.811033,0.811033,1,29.232
381,2003-10-17,00:00:00.00,4.9663,0,0,4,0.6,8.4,4,13.67,8.84,1.21016,96.5833,0.5,0,16.7945,12.3696,10.5491,-0.321727,2,0.940341,0.940341,1,20.16
382,2003-10-18,00:00:00.00,4.98351,0,0,0.4,-4.8,9.3,0.4,13.67,8.84,1.2262,96.5225,0.5,0,16.5351,12.2771,10.4703,-0.336353,2,1.03921,1.03921,1,2.016
383,2003-10-19,00:00:00.00,5.00073,0,0,3.4,-5.1,10.4,3.4,13.67,8.84,1.21282,96.5733,0.5,0,16.2784,11.9743,10.212,-0.324359,2,1.24948,1.24948,1,17.136
384,2003-10-20,00:00:00.00,5.01794,0,0,0.4,-3.8,8.5,0.4,13.67,8.84,1.2262,96.5225,0.5,0,16.0246,11.8631,10.1171,-0.336353,2,0.940642,0.940642,1,2.016
385,2003-10-21,00:00:00.00,5.03516,0,0,3,-3.6,5.2,3,13.67,8.84,1.21459,96.5666,0.5,0,15.7736,11.5805,9.87615,-0.32607,2,0.895053,0.895053,1,15.12
386,2003-10-22,00:00:00.00,5.05237,4.8,4.8,2.4,1.5,3.8,2.4,13.67,8.84,1.21726,96.5565,0.5,0,15.5255,11.3996,9.72183,-0.328571,2,0.437397,0.437397,1,12.096
387,2003-10-23,00:00:00.00,5.06958,1.5,1.5,1.8,1.1,2.9,1.8,13.67,8.84,1.21993,96.5464,0.5,0,15.2805,11.2202,9.56884,-0.330994,2,0.369526,0.369526,1,9.072
388,2003-10-24,00:00:00.00,5.0868,0,0,-0.5,-3.9,2.8,-0.5,13.67,8.84,1.23025,96.5071,0.5,0,15.0387,11.0891,9.45706,-0.340169,2,0.619308,0.619308,1,-2.52
389,2003-10-25,00:00:00.00,5.10401,-1.33227e-16,0.3,-2.6,-4.2,0.5,-2.6,13.67,8.84,1.23979,96.4706,0.5,0,14.8,10.9476,9.33639,-0.349374,2,0.448505,0.448505,1,-13.104
390,2003-10-26,00:00:00.00,5.12123,1,0,3,-4.6,4.9,3,13.67,8.84,1.21459,96.5666,0.5,0,14.5645,10.6073,8.80818,-0.32607,2,0.858686,0.858686,1,15.12
391,2003-10-27,00:00:00.00,5.13844,1.8,0,3.8,2.2,5.3,3.8,13.67,8.84,1.21104,96.58,0.5,0,14.3323,10.3962,8.86612,-0.322613,2,0.501263,0.501263,1,19.152
392,2003-10-28,00:00:00.00,5.15565,0,0,0,-2.8,4,0,13.67,8.84,1.22799,96.5157,0.5,0,14.1036,10.3201,8.8012,-0.337808,2,0.602029,0.602029,1,0
393,2003-10-29,00:00:00.00,5.17287,0,0,-0.2,-4.6,8.8,-0.2,13.67,8.84,1.2289,96.5122,0.5,0,13.8782,10.1433,8.65045,-0.33876,2,0.822268,0.822268,1,-1.008
394,2003-10-30,00:00:00.00,5.19008,7.7,0,2.9,-2.6,9.2,2.9,13.67,8.84,1.21504,96.5649,0.5,0,13.6564,9.88142,8.42707,-0.326492,2,0.893022,0.893022,1,14.616
395,2003-10-31,00:00:00.00,5.2073,1,0,4.7,1.5,7,4.7,13.67,8.84,1.20706,96.595,0.5,0,13.4381,9.65296,8.23224,-0.318555,2,0.652105,0.652105,1,23.688
396,2003-11-01,00:00:00.00,5.22451,0,0,6.8,1.4,10.8,6.8,13.67,8.84,1.19781,96.6296,0.5,0,13.2235,9.41412,8.02855,-0.308377,2,0.91719,0.91719,1,34.272
397,2003-11-02,00:00:00.00,5.24173,0,0,8.2,6.7,11.1,8.2,8.12,4.42,1.19166,96.6524,0.5,0,13.0125,9.1986,7.84475,-0.301024,2,0.652641,0.652641,1,41.328
398,2003-11-03,00:00:00.00,5.25894,0,0,6.8,3.5,12,6.8,8.12,4.42,1.19781,96.6296,0.5,0,12.8052,9.08267,7.74587,-0.308377,2,0.844591,0.844591,1,34.272
399,2003-11-04,00:00:00.00,5.27615,3.3,0,10.4,4.8,11.7,10.4,8.12,4.42,1.18205,96.6877,0.5,0,12.6017,8.79449,7.50011,-0.288523,2,0.858456,0.858456,1,52.416
400,2003-11-05,00:00:00.00,5.29337,0,0,8.5,7.2,12.3,8.5,8.12,4.42,1.19035,96.6572,0.5,0,12.4021,8.70694,7.42544,-0.299388,2,0.677406,0.677406,1,42.84
401,2003-11-06,00:00:00.00,5.31058,0,0,2.8,-1,12.6,2.8,8.12,4.42,1.21548,96.5632,0.5,0,12.2062,8.72467,7.44054,-0.326912,2,0.852772,0.852772,1,14.112
402,2003-11-07,00:00:00.00,5.3278,0,0,1.5,-3,9.4,1.5,8.12,4.42,1.22127,96.5413,0.5,0,12.0143,8.60441,7.33797,-0.332177,2,0.7509,0.7509,1,7.56
403,2003-11-08,00:00:00.00,5.34501,0,0,3.6,-0.7,4.4,3.6,8.12,4.42,1.21193,96.5767,0.5,0,11.8264,8.40108,7.16457,-0.32349,2,0.525611,0.525611,1,18.144
404,2003-11-09,00:00:00.00,5.36223,0,0,6.8,4.4,9.2,6.8,8.12,4.42,1.19781,96.6296,0.5,0,11.6424,8.16415,6.96252,-0.308377,2,0.577048,0.577048,1,34.272
405,2003-11-10,00:00:00.00,5.37944,0,0,4,-0.6,13.9,4,8.12,4.42,1.21016,96.5833,0.5,0,11.4624,8.10158,6.90914,-0.321727,2,0.875046,0.875046,1,20.16
406,2003-11-11,00:00:00.00,5.39665,0,0,1.8,-0.3,4.1,1.8,8.12,4.42,1.21993,96.5464,0.5,0,11.2865,8.01681,6.83684,-0.330994,2,0.426733,0.426733,1,9.072
407,2003-11-12,00:00:00.00,5.41387,0,0,3.4,-1.7,7.3,3.4,8.12,4.42,1.21282,96.5733,0.5,0,11.1147,7.84143,6.68728,-0.324359,2,0.650083,0.650083,1,17.136
408,2003-11-13,00:00:00.00,5.43108,0,0,0.4,-1.7,5.1,0.4,8.12,4.42,1.2262,96.5225,0.5,0,10.947,7.7779,6.63309,-0.336353,2,0.477788,0.477788,1,2.016
409,2003-11-14,00:00:00.00,5.4483,-0,0,-0.6,-4.1,5.5,-0.6,8.12,4.42,1.23071,96.5054,0.5,0,10.7834,7.66833,6.53964,-0.340633,2,0.528488,0.528488,1,-3.024
410,2003-11-15,00:00:00.00,5.46551,0,0,2.2,-2.5,5.8,2.2,8.12,4.42,1.21815,96.5531,0.5,0,10.624,7.4813,6.38014,-0.329387,2,0.562954,0.562954,1,11.088
411,2003-11-16,00:00:00.00,5.48272,0,0,5.2,1.9,9.6,5.2,8.12,4.42,1.20485,96.6033,0.5,0,10.4688,7.28549,6.21316,-0.316223,2,0.614449,0.614449,1,26.208
412,2003-11-17,00:00:00.00,5.49994,4.4,0,3.8,-1.6,8.1,3.8,8.12,4.42,1.21104,96.58,0.5,0,10.3178,7.20165,6.14165,-0.322613,2,0.638327,0.638327,1,19.152
413,2003-11-18,00:00:00.00,5.51715,1.8,0,4.8,3,6.3,4.8,8.12,4.42,1.20662,96.5966,0.5,0,10.1711,7.0616,6.02222,-0.318093,2,0.384014,0.384014,1,24.192
414,2003-11-19,00:00:00.00,5.53437,1,0,7.9,3.1,9.2,7.9,8.12,4.42,1.19298,96.6475,0.5,0,10.0286,6.86761,5.85678,-0.302638,2,0.585399,0.585399,1,39.816
415,2003-11-20,00:00:00.00,5.55158,0,0,11,9.2,12.4,11,8.12,4.42,1.17943,96.6973,0.5,0,9.89034,6.6672,5.68588,-0.284908,2,0.46859,0.46859,1,55.44
416,2003-11-21,00:00:00.00,5.5688,0,0,9.9,8.2,13.5,9.9,8.12,4.42,1.18423,96.6797,0.5,0,9.75638,6.59807,5.62691,-0.291468,2,0.572164,0.572164,1,49.896
417,2003-11-22,00:00:00.00,5.58601,0,0,5.7,3,11.4,5.7,8.12,4.42,1.20265,96.6115,0.5,0,9.62671,6.61257,5.63927,-0.313834,2,0.602975,0.602975,1,28.728
418,2003-11-23,00:00:00.00,5.60322,0,0,7.2,3.1,14.7,7.2,8.12,4.42,1.19605,96.6361,0.5,0,9.50135,6.47653,5.52326,-0.306323,2,0.743992,0.743992,1,36.288
419,2003-11-24,00:00:00.00,5.62044,0,0,5.4,3.1,16.1,5.4,8.12,4.42,1.20397,96.6066,0.5,0,9.38031,6.42741,5.48136,-0.315274,2,0.72159,0.72159,1,27.216
420,2003-11-25,00:00:00.00,5.63765,0,0,7.5,2.3,14.4,7.5,8.12,4.42,1.19473,96.641,0.5,0,9.26358,6.28406,5.35911,-0.304758,2,0.749733,0.749733,1,37.8
421,2003-11-26,00:00:00.00,5.65487,1.7,0,7.5,2.6,13.7,7.5,8.12,4.42,1.19473,96.641,0.5,0,9.1512,6.19693,5.2848,-0.304758,2,0.709372,0.709372,1,37.8
422,2003-11-27,00:00:00.00,5.67208,4.8,0,7.5,4.4,9.4,7.5,8.12,4.42,1.19473,96.641,0.5,0,9.04315,6.11323,5.21342,-0.304758,2,0.470478,0.470478,1,37.8
423,2003-11-28,00:00:00.00,5.6893,0.2,0,5.9,1.5,8.8,5.9,8.12,4.42,1.20177,96.6148,0.5,0,8.93944,6.07201,5.17826,-0.312862,2,0.526422,0.526422,1,29.736
424,2003-11-29,00:00:00.00,5.70651,6.2,0,5.5,5.3,6.8,5.5,8.12,4.42,1.20353,96.6082,0.5,0,8.84007,6.00404,5.12029,-0.314796,2,0.231991,0.231991,1,27.72
425,2003-11-30,00:00:00.00,5.72372,4.2,0,6.4,5.1,6.6,6.4,8.12,4.42,1.19957,96.623,0.5,0,8.74505,5.90929,5.03949,-0.310393,2,0.238362,0.238362,1,32.256
426,2003-12-01,00:00:00.00,5.74094,0,0,3.2,1.3,7.3,3.2,8.12,4.42,1.2137,96.57,0.5,0,8.65438,5.90891,5.03916,-0.325218,2,0.409397,0.409397,1,16.128
427,2003-12-02,00:00:00.00,5.75815,0,0,3.7,1.4,8.2,3.7,4.17,1.18,1.21149,96.5783,0.5,0,8.56806,5.83129,4.97297,-0.323053,2,0.441763,0.441763,1,18.648
428,2003-12-03,00:00:00.00,5.77537,0,0,1.4,-2.5,8.5,1.4,4.17,1.18,1.22172,96.5396,0.5,0,8.48609,5.81195,4.95647,-0.332567,2,0.496958,0.496958,1,7.056
429,2003-12-04,00:00:00.00,5.79258,0.4,0,1.9,-1.2,9.5,1.9,4.17,1.18,1.21949,96.5481,0.5,0,8.40847,5.7419,4.89672,-0.330596,2,0.498298,0.498298,1,9.576
430,2003-12-05,00:00:00.00,5.80979,0.4,0,3.6,-0.8,4.8,3.6,4.17,1.18,1.21193,96.5767,0.5,0,8.3352,5.6518,4.81989,-0.32349,2,0.388185,0.388185,1,18.144
431,2003-12-06,00:00:00.00,5.82701,1,0,2.1,1.7,2.7,2.1,4.17,1.18,1.2186,96.5514,0.5,0,8.26628,5.62696,4.7987,-0.329792,2,0.151279,0.151279,1,10.584
432,2003-12-07,00:00:00.00,5.84422,2.5,2.5,1.7,0.1,5.4,1.7,4.17,1.18,1.22038,96.5447,0.5,0,8.20171,5.58381,4.7619,-0.331391,2,0.338603,0.338603,1,8.568
433,2003-12-08,00:00:00.00,5.86144,-0,0,-4.2,-7.4,0.5,-4.2,4.17,1.18,1.24711,96.4425,0.5,0,8.14147,5.62928,4.80067,-0.35564,2,0.2862,0.2862,1,-21.168
434,2003-12-09,00:00:00.00,5.87865,-0,0,-5.2,-9.1,1.1,-5.2,4.17,1.18,1.2517,96.4248,0.5,0,8.08558,5.59822,4.77418,-0.35924,2,0.299224,0.299224,1,-26.208
435,2003-12-10,00:00:00.00,5.89587,-0,0,-1.9,-7.4,5.6,-1.9,4.17,1.18,1.2366,96.4829,0.5,0,8.03404,5.51168,4.70038,-0.346431,2,0.423562,0.423562,1,-9.576
436,2003-12-11,00:00:00.00,5.91308,0,0,1.9,-4.8,4.1,1.9,4.17,1.18,1.21949,96.5481,0.5,0,7.98683,5.4123,4.61563,-0.330596,2,0.431668,0.431668,1,9.576
437,2003-12-12,00:00:00.00,5.93029,3.2,0,4.3,0.5,6.7,4.3,4.17,1.18,1.20883,96.5883,0.5,0,7.94395,5.33364,4.54856,-0.320381,2,0.402012,0.402012,1,21.672
438,2003-12-13,00:00:00.00,5.94751,2,0,0.6,-1.5,5.2,0.6,4.17,1.18,1.2253,96.526,0.5,0,7.90541,5.37109,4.58049,-0.335612,2,0.346253,0.346253,1,3.024
439,2003-12-14,00:00:00.00,5.96472,13.8,0,8.6,-2.9,11.1,8.6,4.17,1.18,1.18991,96.6588,0.5,0,7.87121,5.1839,4.42087,-0.298838,2,0.715029,0.715029,1,43.344
440,2003-12-15,00:00:00.00,5.98194,6.1,6.1,4.8,3.2,10.9,4.8,4.17,1.18,1.20662,96.5966,0.5,0,7.84133,5.24404,4.47215,-0.318093,2,0.452228,0.452228,1,24.192
441,2003-12-16,00:00:00.00,5.99915,-4.04121e-15,9.1,-1.1,-1.6,3.2,-1.1,4.17,1.18,1.23297,96.4967,0.5,0,7.81578,5.32785,4.54361,-0.342915,2,0.262981,0.262981,1,-5.544
442,2003-12-17,00:00:00.00,6.01637,-8.88178e-16,2,-1.8,-3.5,0.3,-1.8,4.17,1.18,1.23615,96.4846,0.5,0,7.79457,5.32162,4.41861,-0.346,2,0.223572,0.223572,1,-9.072
