time,date,hour,precip [mm/day],KS_53719235 [m3/s]
575,2004-04-28,00:00:00.00,0,0
576,2004-04-29,00:00:00.00,0,0
577,2004-04-30,00:00:00.00,0,0
578,2004-05-01,00:00:00.00,0,0
579,2004-05-02,00:00:00.00,2.3,0
580,2004-05-03,00:00:00.00,5.3,0
581,2004-05-04,00:00:00.00,11.6,0
582,2004-05-05,00:00:00.00,1.1,0
583,2004-05-06,00:00:00.00,8,0
584,2004-05-07,00:00:00.00,28,0
585,2004-05-08,00:00:00.00,0.6,0
586,2004-05-09,00:00:00.00,0,0
587,2004-05-10,00:00:00.00,3.8,0
588,2004-05-11,00:00:00.00,27.8,0
589,2004-05-12,00:00:00.00,0,0
590,2004-05-13,00:00:00.00,1.6,0
591,2004-05-14,00:00:00.00,4.7,0
592,2004-05-15,00:00:00.00,0,0
593,2004-05-16,00:00:00.00,10.4,0
594,2004-05-17,00:00:00.00,0,0
595,2004-05-18,00:00:00.00,0,0
596,2004-05-19,00:00:00.00,0,0
597,2004-05-20,00:00:00.00,0,0
598,2004-05-21,00:00:00.00,0,0
599,2004-05-22,00:00:00.00,1.2,0
600,2004-05-23,00:00:00.00,6.8,0
601,2004-05-24,00:00:00.00,11.4,0
602,2004-05-25,00:00:00.00,0,0
603,2004-05-26,00:00:00.00,2,0
604,2004-05-27,00:00:00.00,2,0
605,2004-05-28,00:00:00.00,0,0
606,2004-05-29,00:00:00.00,0,0
607,2004-05-30,00:00:00.00,0,0
608,2004-05-31,00:00:00.00,0,0
609,2004-06-01,00:00:00.00,1.5,0
610,2004-06-02,00:00:00.00,3.5,0
611,2004-06-03,00:00:00.00,3.4,0
612,2004-06-04,00:00:00.00,1,0
613,2004-06-05,00:00:00.00,4.2,0
614,2004-06-06,00:00:00.00,5.4,0
615,2004-06-07,00:00:00.00,0,0
616,2004-06-08,00:00:00.00,0,0
617,2004-06-09,00:00:00.00,0,0
618,2004-06-10,00:00:00.00,0,0
619,2004-06-11,00:00:00.00,0.5,0
620,2004-06-12,00:00:00.00,23.4,0
621,2004-06-13,00:00:00.00,9.4,0
622,2004-06-14,00:00:00.00,0.6,0
623,2004-06-15,00:00:00.00,0,0
624,2004-06-16,00:00:00.00,4.5,0
625,2004-06-17,00:00:00.00,0,0
626,2004-06-18,00:00:00.00,5.3,0
627,2004-06-19,00:00:00.00,0.9,0
628,2004-06-20,00:00:00.00,1.7,0
629,2004-06-21,00:00:00.00,0.4,0
630,2004-06-22,00:00:00.00,2.9,0
