trial    best fitness   Kal_POROSITY  Kal_FIELD_CAPACITY  Kal_SAT_WILT  Kal_HBV_BETA  Kal_MAX_CAP_RISE_RATE  Kal_MAX_PERC_RATE  Kal_BASEFLOW_COEFF  Kal_BASEFLOW_N  Kal_SAI_HT_RATIO  Kal_MAX_CAPACITY  Kal_MAX_SNOW_CAPACITY  Kal_RAIN_ICEPT_FACT  Kal_SNOW_ICEPT_FACT  Kal_RAIN_ICEPT_PCT  Kal_SNOW_ICEPT_PCT  Kal_MELT_FACTOR  Kal_MIN_MELT_FACTOR  Kal_HBV_MELT_FOR_CORR  Kal_REFREEZE_FACTOR  Kal_HBV_MELT_ASP_CORR   trials remaining
568   1.703401E+02  8.860881E-01  2.095629E-01  2.081462E-01  8.756397E+00  3.179102E+00  1.918330E+01  8.753913E-02  7.183808E+00  6.498797E-01  1.596356E+00  2.539376E+00  5.346955E-03  5.970259E-03  9.937426E-01  1.527886E-01  1.979740E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.146706E-01  1.252000E+03
580   1.703401E+02  8.860881E-01  2.095629E-01  2.081462E-01  8.756397E+00  3.179102E+00  1.918330E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.596356E+00  2.539376E+00  6.313921E-03  5.970259E-03  9.937426E-01  1.527886E-01  1.979740E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.146706E-01  1.240000E+03
581   1.703401E+02  8.860881E-01  2.095629E-01  2.081462E-01  8.756397E+00  3.179102E+00  1.918330E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.596356E+00  2.539376E+00  6.313921E-03  5.744895E-03  9.937426E-01  1.527886E-01  1.979740E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.146706E-01  1.239000E+03
593   1.702750E+02  8.860881E-01  2.095629E-01  2.081462E-01  8.756397E+00  2.050170E+00  1.918330E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.596356E+00  2.539376E+00  6.313921E-03  5.482658E-03  9.937426E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.146706E-01  1.227000E+03
598   1.702512E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.918330E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.596356E+00  2.539376E+00  6.313921E-03  5.482658E-03  9.937426E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.222000E+03
600   1.688952E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.988347E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.596356E+00  2.606873E+00  6.313921E-03  4.930993E-03  9.937426E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.220000E+03
601   1.688952E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.988347E+01  8.753913E-02  7.183808E+00  1.261347E-01  1.457894E+00  2.606873E+00  6.313921E-03  4.656006E-03  9.937426E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.219000E+03
604   1.688952E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.988347E+01  8.753913E-02  7.183808E+00  8.697860E-02  9.477101E-01  2.606873E+00  6.313921E-03  4.656006E-03  9.822179E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.216000E+03
605   1.688952E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.988347E+01  8.753913E-02  7.183808E+00  8.697860E-02  9.477101E-01  2.606873E+00  6.313921E-03  4.656006E-03  6.115190E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.215000E+03
607   1.688952E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.050170E+00  1.988347E+01  8.753913E-02  7.183808E+00  8.247244E-02  9.477101E-01  2.606873E+00  6.313921E-03  4.656006E-03  6.115190E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.812164E-01  5.806720E-03  9.130871E-01  1.213000E+03
611   1.687870E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  1.725612E+00  1.988347E+01  8.753913E-02  5.678603E+00  8.247244E-02  9.477101E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.209000E+03
617   1.687771E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  1.725612E+00  1.988347E+01  8.753913E-02  9.684446E+00  8.247244E-02  2.066384E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.203000E+03
618   1.684754E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.640375E-01  1.988347E+01  8.753913E-02  9.684446E+00  8.247244E-02  2.066384E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.202000E+03
625   1.684754E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  2.640375E-01  1.988347E+01  8.753913E-02  9.684446E+00  6.056176E-01  2.066384E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  1.527886E-01  1.958816E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.195000E+03
645   1.684658E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  5.065142E-01  1.988347E+01  8.753913E-02  9.684446E+00  6.056176E-01  2.066384E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  1.527886E-01  1.965759E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.175000E+03
653   1.684656E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  5.065142E-01  1.988347E+01  8.753913E-02  9.819930E+00  6.056176E-01  2.066384E-01  2.606873E+00  6.401990E-03  4.656006E-03  4.071325E-01  3.505162E-01  1.965759E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.167000E+03
656   1.684441E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  6.056176E-01  2.066384E-01  2.869781E+00  6.401990E-03  4.656006E-03  5.002436E-01  3.505162E-01  1.965759E+00  3.443133E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.164000E+03
664   1.682890E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.066384E-01  2.869781E+00  6.401990E-03  4.656006E-03  5.002436E-01  3.505162E-01  1.965759E+00  3.496137E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.156000E+03
670   1.682890E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.066384E-01  2.869781E+00  5.449058E-03  4.656006E-03  5.002436E-01  3.505162E-01  1.965759E+00  3.496137E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.150000E+03
672   1.680908E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.066384E-01  2.869781E+00  5.449058E-03  4.656006E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.148000E+03
678   1.680908E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.066384E-01  2.869781E+00  5.449058E-03  5.244961E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.831688E-01  5.806720E-03  9.130871E-01  1.142000E+03
680   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.066384E-01  2.869781E+00  5.449058E-03  5.244961E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.140000E+03
682   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  2.703941E-01  2.869781E+00  6.427963E-03  5.244961E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.138000E+03
695   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  7.986646E-01  3.268681E-01  2.869781E+00  6.427963E-03  5.276817E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.125000E+03
712   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  3.268681E-01  2.869781E+00  6.427963E-03  5.276817E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.108000E+03
716   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  7.169046E-01  2.869781E+00  6.427963E-03  5.276817E-03  5.002436E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.104000E+03
732   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  7.169046E-01  2.869781E+00  6.427963E-03  5.276817E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.088000E+03
733   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  7.169046E-01  2.869781E+00  5.575122E-03  5.276817E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.087000E+03
744   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  6.656269E-01  2.869781E+00  5.575122E-03  5.276817E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.076000E+03
746   1.680814E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  6.656269E-01  2.869781E+00  5.575122E-03  5.068790E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  9.130871E-01  1.074000E+03
756   1.680658E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.285814E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  6.656269E-01  2.869781E+00  5.575122E-03  5.068790E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.684195E-01  1.064000E+03
758   1.680531E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.368584E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  6.656269E-01  2.721374E+00  5.575122E-03  5.068790E-03  5.046972E-01  3.505162E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.684195E-01  1.062000E+03
760   1.680531E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.368584E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.678640E-01  6.656269E-01  2.721374E+00  5.575122E-03  5.068790E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.684195E-01  1.060000E+03
766   1.680529E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.368584E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.819930E+00  4.294414E-02  6.656269E-01  2.721374E+00  6.071201E-03  5.068790E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.054000E+03
768   1.680098E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.294414E-02  6.656269E-01  2.721374E+00  6.071201E-03  4.840023E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.052000E+03
769   1.680098E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.294414E-02  6.656269E-01  2.721374E+00  6.751707E-03  5.071946E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.051000E+03
771   1.680098E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  1.044324E-02  6.656269E-01  2.721374E+00  6.751707E-03  5.071946E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.049000E+03
772   1.680098E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  1.044324E-02  6.656269E-01  2.942331E+00  7.200375E-03  5.071946E-03  5.046972E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.048000E+03
784   1.680098E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  1.044324E-02  1.012286E+00  2.942331E+00  7.200375E-03  5.071946E-03  2.590614E-01  2.856923E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.036000E+03
785   1.673130E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.942331E+00  7.200375E-03  5.253554E-03  2.590614E-01  6.065083E-02  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.035000E+03
790   1.673097E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.942331E+00  7.200375E-03  5.253554E-03  4.749978E-01  6.065083E-02  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.030000E+03
798   1.673097E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.942331E+00  6.624682E-03  5.253554E-03  4.749978E-01  6.065083E-02  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.677222E-01  1.022000E+03
800   1.672374E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.942331E+00  6.624682E-03  4.338516E-03  4.749978E-01  7.438025E-02  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  1.020000E+03
816   1.671061E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.275040E+00  6.624682E-03  4.338516E-03  4.749978E-01  4.125058E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  1.004000E+03
829   1.670666E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.275040E+00  6.624682E-03  4.338516E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.910000E+02
830   1.670666E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.275040E+00  6.624682E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.900000E+02
834   1.670666E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.275040E+00  7.290868E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.860000E+02
836   1.669577E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.531165E+00  7.290868E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.840000E+02
837   1.669577E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.531165E+00  6.974437E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.830000E+02
857   1.667823E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.974437E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.496137E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.630000E+02
875   1.667717E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.655782E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.974437E-03  4.260651E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.450000E+02
882   1.667544E+02  8.860881E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.974437E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.380000E+02
892   1.665543E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.974437E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.280000E+02
894   1.665543E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.559552E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.173202E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.260000E+02
898   1.665474E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  6.173202E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.220000E+02
904   1.665474E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  5.370842E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.491577E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.160000E+02
908   1.665100E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  5.370842E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  8.742481E-01  9.120000E+02
916   1.664584E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.905484E+00  4.152819E-03  1.012286E+00  2.949828E+00  5.370842E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  7.485781E-01  9.040000E+02
920   1.664573E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  7.594525E+00  4.152819E-03  1.012286E+00  2.949828E+00  5.370842E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  9.000000E+02
934   1.664297E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  5.370842E-03  3.741400E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.860000E+02
938   1.664297E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  5.370842E-03  3.500408E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.820000E+02
939   1.664297E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  5.370842E-03  2.418547E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.810000E+02
942   1.664297E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  6.685134E-03  2.418547E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.780000E+02
959   1.664297E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.741865E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  6.685134E-03  2.690914E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.610000E+02
967   1.663881E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  6.685134E-03  2.690914E-03  4.749978E-01  9.650246E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.530000E+02
970   1.663863E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  7.193275E-03  2.690914E-03  5.517437E-01  9.909437E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.500000E+02
983   1.663863E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.219159E+00  2.949828E+00  7.193275E-03  3.606482E-03  5.517437E-01  9.909437E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.370000E+02
984   1.663658E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.618225E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.193275E-03  3.606482E-03  5.517437E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.360000E+02
989   1.663653E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.694322E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.193275E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.310000E+02
997   1.663653E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  8.694322E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.851247E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.230000E+02
1001  1.663586E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.851247E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  5.806720E-03  6.841989E-01  8.190000E+02
1004  1.663426E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.851247E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  6.841989E-01  8.160000E+02
1025  1.663222E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  1.402187E+00  2.949828E+00  7.851247E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.950000E+02
1030  1.662190E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.163993E+00  2.949828E+00  7.851247E-03  3.606482E-03  5.621616E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.900000E+02
1031  1.662128E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.163993E+00  2.949828E+00  7.851247E-03  3.606482E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.890000E+02
1035  1.662128E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.163993E+00  2.949828E+00  7.919434E-03  3.606482E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.850000E+02
