trial    best fitness   Kal_POROSITY  Kal_FIELD_CAPACITY  Kal_SAT_WILT  Kal_HBV_BETA  Kal_MAX_CAP_RISE_RATE  Kal_MAX_PERC_RATE  Kal_BASEFLOW_COEFF  Kal_BASEFLOW_N  Kal_SAI_HT_RATIO  Kal_MAX_CAPACITY  Kal_MAX_SNOW_CAPACITY  Kal_RAIN_ICEPT_FACT  Kal_SNOW_ICEPT_FACT  Kal_RAIN_ICEPT_PCT  Kal_SNOW_ICEPT_PCT  Kal_MELT_FACTOR  Kal_MIN_MELT_FACTOR  Kal_HBV_MELT_FOR_CORR  Kal_REFREEZE_FACTOR  Kal_HBV_MELT_ASP_CORR   trials remaining
1044  1.662128E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.163993E+00  2.949828E+00  7.508631E-03  3.606482E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.760000E+02
1051  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  3.606482E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.690000E+02
1060  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.760013E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.600000E+02
1074  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  3.320527E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.460000E+02
1083  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.540050E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.370000E+02
1086  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  3.172625E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.340000E+02
1097  1.661010E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.135441E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.838698E-01  2.035669E-02  5.983152E-01  7.230000E+02
1115  1.660393E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.492599E-03  7.946896E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  2.035669E-02  5.983152E-01  7.050000E+02
1117  1.660381E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.492599E-03  8.372197E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  2.035669E-02  5.983152E-01  7.030000E+02
1120  1.660322E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.492599E-03  8.372197E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.983152E-01  7.000000E+02
1125  1.660132E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  3.175738E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.409437E-01  6.950000E+02
1127  1.660132E+02  8.887235E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.854578E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.409437E-01  6.930000E+02
1130  1.658365E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  2.854578E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.409437E-01  6.900000E+02
1131  1.658365E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  4.031293E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.409437E-01  6.890000E+02
1135  1.658351E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.508631E-03  4.031293E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.850000E+02
1138  1.658351E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.762323E+00  2.949828E+00  7.812390E-03  4.031293E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.820000E+02
1156  1.658031E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.906176E+00  2.949828E+00  7.812390E-03  4.031293E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.640000E+02
1161  1.658031E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.906176E+00  2.949828E+00  7.812390E-03  5.087980E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.590000E+02
1168  1.658031E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.906176E+00  2.949828E+00  6.709390E-03  5.087980E-03  9.729199E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.520000E+02
1175  1.658030E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.906176E+00  2.949828E+00  6.709390E-03  5.087980E-03  9.739812E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.450000E+02
1182  1.657886E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.709390E-03  5.087980E-03  8.456659E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.380000E+02
1184  1.657886E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.893281E-03  5.087980E-03  8.456659E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.360000E+02
1190  1.657886E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  5.087980E-03  8.456659E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.300000E+02
1196  1.657886E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  4.995638E-03  8.456659E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.888601E-01  1.173805E-02  5.315165E-01  6.240000E+02
1211  1.657809E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  4.995638E-03  8.456659E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  6.090000E+02
1212  1.657787E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  4.995638E-03  9.221934E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  6.080000E+02
1216  1.657787E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  1.988347E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  4.491896E-03  9.221934E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  6.040000E+02
1217  1.653491E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.623414E-03  4.491896E-03  9.221934E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  6.030000E+02
1234  1.653491E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.747914E-03  4.491896E-03  9.221934E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  5.860000E+02
1236  1.653491E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.747914E-03  3.127648E-03  9.221934E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  5.840000E+02
1242  1.653471E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.747914E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  5.780000E+02
1243  1.653471E+02  8.911059E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.634064E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  5.770000E+02
1244  1.649109E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.634064E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.315165E-01  5.760000E+02
1247  1.648985E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.634064E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.242626E-01  5.730000E+02
1261  1.648845E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.634064E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.139204E-01  5.590000E+02
1278  1.648845E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  3.095971E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.599784E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.139204E-01  5.420000E+02
1295  1.648815E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.599784E-03  3.127648E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.139204E-01  5.250000E+02
1298  1.648815E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.599784E-03  2.217458E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.173805E-02  5.139204E-01  5.220000E+02
1312  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.599784E-03  2.217458E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  5.080000E+02
1352  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.914346E-03  2.217458E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.680000E+02
1356  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.914346E-03  2.103449E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.640000E+02
1368  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.620382E-03  2.103449E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.520000E+02
1370  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  2.103449E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.500000E+02
1372  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  2.569085E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.480000E+02
1378  1.648774E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.142808E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  3.137762E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.420000E+02
1383  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  3.137762E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.370000E+02
1397  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  2.334031E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.230000E+02
1411  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.184731E-03  2.639823E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.090000E+02
1423  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.636429E-03  2.639823E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.970000E+02
1434  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.636429E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.860000E+02
1441  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.973350E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.790000E+02
1451  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.476613E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.690000E+02
1453  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  7.822163E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.670000E+02
1456  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  6.246615E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.640000E+02
1458  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.669508E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.620000E+02
1468  1.648768E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.840482E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.759150E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.520000E+02
1473  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.759150E-03  3.838293E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.470000E+02
1483  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.759150E-03  4.365206E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.370000E+02
1495  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.917009E-03  4.365206E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.250000E+02
1506  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.917009E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.140000E+02
1537  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.344603E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.830000E+02
1546  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.336003E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.740000E+02
1550  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.492299E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.700000E+02
1553  1.648757E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.399980E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.465115E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.670000E+02
1577  1.647626E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.399980E-03  3.591919E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.430000E+02
1581  1.647626E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.399980E-03  3.916620E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.390000E+02
1596  1.647626E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.916515E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.241357E-03  3.916620E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.240000E+02
1602  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.241357E-03  3.916620E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.180000E+02
1603  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.916620E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.170000E+02
1607  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.229712E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.130000E+02
1611  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  2.335187E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.090000E+02
1619  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  2.309593E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.010000E+02
1624  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  2.053067E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.960000E+02
1625  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  2.798684E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.950000E+02
1653  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  2.772431E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.670000E+02
1659  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.885221E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.610000E+02
