time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,2001-01-01,00:00:00.00,---,---,0.261879,0,0.958248,0,0,0,0,0,0,0,0,0,0,1.22013,0,0,0
1,2001-01-02,00:00:00.00,0.9,0,0.113554,0,0.479132,0,0.482363,-5.54526e-19,0.417416,0,0.000204367,0,0,0,0,1.49267,0.9,0.627458,-2.10942e-15
2,2001-01-03,00:00:00.00,0.5,0,-0.0347647,0,0.479132,0,0.769506,1.37794e-18,0.630273,0,0.000188834,0,0,0,0,1.84433,1.4,0.775793,-1.9984e-15
3,2001-01-04,00:00:00.00,0,0,-0.0347592,0,0.479131,0,1.11394,7.06004e-35,0.285838,0,0.000174482,0,0,0,0,1.84433,1.4,0.775802,-3.55271e-15
4,2001-01-05,00:00:00.00,0,0,-0.0347618,0,0.479131,0,1.32015,3.71281e-51,0.0796314,0,0.00016122,0,0,0,0,1.84431,1.4,0.775818,-7.32747e-15
5,2001-01-06,00:00:00.00,6.1,0,-0.0338143,0,0.482255,0,1.74455,9.89377e-18,5.67301,0,0.0761226,0,0,0,0,7.94212,7.5,0.778008,-1.77636e-15
6,2001-01-07,00:00:00.00,0.5,0,-0.0333862,0,0.482017,0,2.18961,-1.6822e-18,5.72794,0,0.0703369,0,0,0,0,8.43652,8,0.783604,3.19744e-14
7,2001-01-08,00:00:00.00,0,0,-0.0337627,0,0.481797,0,2.51291,2.69186e-37,5.40464,0,0.064991,0,0,0,0,8.43058,8,0.789546,1.77636e-15
8,2001-01-09,00:00:00.00,0,0,-0.033701,0,0.481594,0,2.81249,-6.79991e-52,5.10507,0,0.0600514,0,0,0,0,8.4255,8,0.794627,-3.55271e-15
9,2001-01-10,00:00:00.00,0.3,0.3,-0.0338437,0,0.481407,0,3.1708,-7.84131e-19,5.34673,0,0.0555102,0,0,0,0,9.0206,8.6,0.799523,7.99361e-15
10,2001-01-11,00:00:00.00,1.7,1.7,-0.0335199,0,0.482466,0,3.58567,-1.07041e-17,8.2994,0,0.0812635,1.05113e-06,2.10226e-05,0,0,12.4153,12,0.804824,4.26326e-14
11,2001-01-12,00:00:00.00,0,0,-0.0334194,0,0.482212,0,3.87181,2.9588e-36,8.01326,0,0.0750871,1.03034e-08,2.20635e-05,0,0,12.409,12,0.811154,8.88178e-15
12,2001-01-13,00:00:00.00,0,0,-0.0336358,0,0.481977,0,4.13801,-3.53729e-52,7.74706,0,0.0693802,0,2.20738e-05,0,0,12.4028,12,0.817312,-1.06581e-14
13,2001-01-14,00:00:00.00,0,0,-0.0336574,0,0.48176,0,4.37322,1.25972e-68,7.51185,0,0.064107,0,2.20738e-05,0,0,12.3973,12,0.822824,5.32907e-15
14,2001-01-15,00:00:00.00,0,0,-0.0337756,0,0.48156,0,4.67068,-2.36759e-84,7.21439,0,0.0592346,0,2.20738e-05,0,0,12.3921,12,0.828015,2.84217e-14
15,2001-01-16,00:00:00.00,0,0,-0.0338344,0,0.481375,0,4.92582,-2.77522e-101,6.95925,0,0.0547325,0,2.20738e-05,0,0,12.3874,12,0.832761,-1.59872e-14
16,2001-01-17,00:00:00.00,0,0,-0.0339115,0,0.481204,0,5.27511,-1.65554e-117,6.60996,0,0.0505726,0,2.20738e-05,0,0,12.383,12,0.837169,3.55271e-15
17,2001-01-18,00:00:00.00,0,0,-0.0339752,0,0.481046,0,5.5847,1.5913e-134,6.30038,0,0.0467288,0,2.20738e-05,0,0,12.3789,12,0.841234,-7.10543e-15
18,2001-01-19,00:00:00.00,0,1.5,-0.0340339,0,0.4809,0,5.96379,-2.30771e-151,5.99691,0,0.0431773,0,1.42439,0,0,13.8751,13.5,0.844991,3.90799e-14
19,2001-01-20,00:00:00.00,0,0,-0.0340918,0,0.480765,0,6.36114,5.30924e-168,5.59956,0,0.0398956,0,1.42439,0,0,13.8717,13.5,0.848465,-1.59872e-14
20,2001-01-21,00:00:00.00,0,0,-0.0341404,0,0.48064,0,6.69164,1.25934e-184,5.26906,0,0.0368634,0,1.42439,0,0,13.8685,13.5,0.851671,-1.42109e-14
21,2001-01-22,00:00:00.00,0,0,-0.0341901,0,0.480525,0,7.00066,-1.04426e-200,4.96004,0,0.0340616,0,1.42439,0,0,13.8655,13.5,0.854637,8.88178e-15
22,2001-01-23,00:00:00.00,0,0,-0.03423,0,0.480424,0,7.31819,-3.03723e-18,5.2874,0,0.0316227,0.0371118,0.742235,0,0,13.8627,13.5,0.857379,4.26326e-14
23,2001-01-24,00:00:00.00,0.6,0.6,-0.0341995,0,0.480568,0,7.6777,-1.15843e-17,6.90085,0,0.0351103,1.81847e-07,3.63693e-06,0,0,15.06,14.7,0.860093,0
24,2001-01-25,00:00:00.00,5.8,0,-0.0332998,0,0.483434,0,8.13104,-5.21331e-18,12.1692,0,0.104806,0,0,0,0,20.8552,20.5,0.864948,2.84217e-14
25,2001-01-26,00:00:00.00,2.8,0,-0.0325196,0,0.484416,0,8.66976,5.29331e-18,14.396,0,0.128671,0,0,0,0,23.6464,23.3,0.87377,6.39488e-14
26,2001-01-27,00:00:00.00,0,0,-0.0327048,0,0.484014,0,9.21647,2.64944e-34,13.8493,0,0.118891,0,0,0,0,23.636,23.3,0.884137,6.75016e-14
27,2001-01-28,00:00:00.00,0,0,-0.0328621,0,0.483642,0,9.59649,-7.29472e-52,13.4693,0,0.109855,0,0,0,0,23.6264,23.3,0.893702,1.77636e-14
28,2001-01-29,00:00:00.00,0,0,-0.0329999,0,0.483299,0,10.1108,-1.66412e-67,12.955,0,0.101506,0,0,0,0,23.6176,23.3,0.902533,9.59233e-14
29,2001-01-30,00:00:00.00,0,0,-0.0331422,0,0.482981,0,10.3957,-1.98307e-84,12.6701,0,0.0937907,0,0,0,0,23.6094,23.3,0.910707,3.55271e-14
30,2001-01-31,00:00:00.00,0,4.7,-0.0332581,0,0.482688,0,10.6373,1.81177e-101,12.5041,0,0.0866622,0,4.62437,0,0,28.3019,28,0.918245,1.06581e-14
31,2001-02-01,00:00:00.00,0,2.4,-0.0333785,0,0.482417,0,10.8521,1.87725e-118,12.3649,0,0.0800755,0,6.94875,0,0,30.6949,30.4,0.925223,8.88178e-14
32,2001-02-02,00:00:00.00,0,9.8,-0.0334797,0,0.482167,0,11.1369,1.63808e-134,12.1558,0,0.0739894,0,16.6731,0,0,40.4885,40.2,0.93166,8.52651e-14
33,2001-02-03,00:00:00.00,0,5.7,-0.0335801,0,0.481936,0,11.4775,2.33608e-150,11.8908,0,0.0683659,0,22.2975,0,0,46.1825,45.9,0.937615,1.06581e-13
34,2001-02-04,00:00:00.00,0,7,-0.0336685,0,0.481722,0,11.7706,-8.48961e-167,11.6733,0,0.0631698,0,29.2219,0,0,53.177,52.9,0.943114,7.10543e-14
35,2001-02-05,00:00:00.00,0,9,-0.0337526,0,0.481524,0,12.1254,-2.85722e-185,11.3941,0,0.0583686,0,38.1462,0,0,62.1719,61.9,0.948196,1.42109e-14
36,2001-02-06,00:00:00.00,1.8,0,0.0212568,0,0.632679,0,12.9422,-7.97043e-17,29.4135,4.11698e-05,3.68278,0.818022,16.3604,0,0,63.871,63.7,1.04914,3.55271e-14
37,2001-02-07,00:00:00.00,0,0,0.108986,0,0.788096,0,13.7701,1.38742e-17,41.3166,0.000219388,7.51131,4.35274e-05,0.000870547,0,0,63.4962,63.7,1.42394,7.10543e-15
38,2001-02-08,00:00:00.00,0,0,0.1161,0,0.764604,0,14.6877,2.57254e-21,40.3992,0,6.94125,0,0,0,0,62.9088,63.7,2.01128,7.81597e-14
39,2001-02-09,00:00:00.00,0,0,0.0944723,0,0.742906,0,15.3921,-2.93807e-37,39.6948,0,6.41369,0,0,0,0,62.338,63.7,2.58217,1.35003e-13
40,2001-02-10,00:00:00.00,1,0,0.0912935,0,0.725762,0,16.1744,4.39317e-19,39.8361,0,5.99683,0,0,0,0,62.8244,64.7,3.09577,-9.9476e-14
41,2001-02-11,00:00:00.00,0,0,0.0797001,0,0.707016,0,16.7324,-6.80559e-36,39.278,0,5.54105,0,0,0,0,62.3382,64.7,3.58189,7.81597e-14
42,2001-02-12,00:00:00.00,0,0,0.0718356,0,0.689696,0,18.0092,-3.45999e-52,38.0013,0,5.11991,0,0,0,0,61.8919,64.7,4.02822,7.10543e-14
43,2001-02-13,00:00:00.00,2.6,0,0.0654098,0,0.678449,0,18.9277,-8.45772e-19,39.5576,0,4.84644,0,0,0,0,64.0756,67.3,4.44454,1.42109e-14
44,2001-02-14,00:00:00.00,0,0,0.058872,0,0.663299,0,19.6635,1.09175e-34,38.8218,0,4.47809,0,0,0,0,63.6855,67.3,4.83458,1.06581e-13
45,2001-02-15,00:00:00.00,0,0,0.0513706,0,0.649301,0,20.3063,1.17927e-51,38.179,0,4.13774,0,0,0,0,63.3237,67.3,5.19644,1.56319e-13
46,2001-02-16,00:00:00.00,0,0,0.0448673,0,0.636367,0,21.2403,-4.3805e-68,37.2449,0,3.82325,0,0,0,0,62.9898,67.3,5.53036,-9.23706e-14
47,2001-02-17,00:00:00.00,0,0,0.0389175,0,0.624416,0,22.3822,-1.18024e-84,36.1031,0,3.53267,0,0,0,0,62.6813,67.3,5.83884,-2.84217e-14
48,2001-02-18,00:00:00.00,0.138554,1.66145,0.033173,0,0.613377,0,22.8442,-1.34042e-19,35.8552,0,3.26427,0,1.58582,0,0,64.196,69.1,6.12413,7.81597e-14
49,2001-02-19,00:00:00.00,0.8,0.8,0.0293674,0,0.606408,0,23.3834,2.82564e-18,38.4162,0,3.09483,2.2789e-05,0.00045578,0,0,65.5307,70.7,6.38948,8.52651e-14
50,2001-02-20,00:00:00.00,1.2,0,0.0258212,0,0.59846,0,23.9075,1.33132e-20,39.0471,0,2.90158,0,0,0,0,66.4805,71.9,6.63964,1.42109e-13
51,2001-02-21,00:00:00.00,1.2,0,0.0223522,0,0.591838,0,24.4641,1.80878e-19,39.6261,0,2.74056,0,0,0,0,67.445,73.1,6.87516,7.10543e-14
52,2001-02-22,00:00:00.00,1.7,1.7,0.0237633,0,0.597083,0,24.9289,2.2943e-18,42.1979,0,2.8681,0,0,0,0,70.6157,76.5,7.10442,1.42109e-13
53,2001-02-23,00:00:00.00,13.3,13.3,0.0858062,0,0.75502,0,25.4339,1.56281e-17,51.9839,0,6.70822,0.567477,11.3495,0,0,96.8839,103.1,7.43624,2.84217e-14
54,2001-02-24,00:00:00.00,0,10,0.110743,0,0.734051,0,25.8698,-1.94573e-34,51.6237,0,6.19837,0.54344,21.298,0,0,106.378,113.1,7.94212,1.27898e-13
55,2001-02-25,00:00:00.00,0,0,0.0814841,0,0.714675,0,26.2639,-6.24719e-51,51.2295,0,5.72727,0.435795,21.4056,0,0,105.858,113.1,8.46186,1.7053e-13
56,2001-02-26,00:00:00.00,0,0,0.081584,0,0.696772,0,26.9572,5.06546e-67,50.5362,0,5.29197,0.366819,21.4746,0,0,105.405,113.1,8.91496,1.42109e-14
57,2001-02-27,00:00:00.00,0,0,0.0689969,0,0.68023,0,27.5515,-9.91255e-84,49.942,0,4.88976,0.332331,21.5091,0,0,104.974,113.1,9.3463,1.84741e-13
58,2001-02-28,00:00:00.00,0,0,0.0621079,0,0.664945,0,28.3572,-4.05623e-101,49.1363,0,4.51811,0.292617,21.5488,0,0,104.58,113.1,9.74012,4.26326e-14
59,2001-03-01,00:00:00.00,0,0,0.0550699,0,0.650822,0,29.1605,1.51073e-117,48.333,0,4.17472,0.284256,21.5571,0,0,104.215,113.1,10.1047,1.27898e-13
60,2001-03-02,00:00:00.00,0,0,0.0473927,0,0.637772,0,30.0723,-1.50339e-134,47.4211,0,3.85742,0.283211,21.5582,0,0,103.877,113.1,10.4427,1.84741e-13
61,2001-03-03,00:00:00.00,0,0,0.0421023,0,0.625714,0,30.9004,-1.48025e-150,46.5931,0,3.56424,0.27485,21.5665,0,0,103.567,113.1,10.7532,0
62,2001-03-04,00:00:00.00,0,11.5,0.0354013,0,0.614573,0,31.73,-1.75313e-169,45.8391,0,3.29334,0.27067,32.9951,0,0,114.778,124.6,11.042,2.41585e-13
63,2001-03-05,00:00:00.00,4.3,4.3,0.0419809,0,0.635715,0,32.6007,1.5205e-17,52.2917,0,3.8074,1.60548,32.1097,0,0,123.093,133.2,11.3274,1.7053e-13
64,2001-03-06,00:00:00.00,0,1.1,0.0418413,0,0.623813,0,33.0982,4.87224e-34,51.8698,0,3.51802,1.59399,33.1457,0,0,123.891,134.3,11.6288,1.98952e-13
65,2001-03-07,00:00:00.00,0,0,0.033065,0,0.612816,0,34.0926,-1.24946e-51,50.8753,0,3.25064,1.57936,33.1603,0,0,123.604,134.3,11.916,2.55795e-13
66,2001-03-08,00:00:00.00,1,0,0.0634351,0,0.695022,0,35.4424,2.10484e-18,55.4971,0,5.24941,1.30179,26.0358,0,0,124.285,135.3,12.2352,1.84741e-13
67,2001-03-09,00:00:00.00,7.5,0,0.228177,0,1.11643,0,36.6495,-2.27592e-17,67.2199,0.135395,15.1649,0.503912,10.0782,0,0,131.096,142.8,12.9237,-5.68434e-14
68,2001-03-10,00:00:00.00,2.9,0,0.374798,0,1.34894,0,38.1375,-2.09945e-17,71.622,0,21.1491,0.000171174,0.00342349,0,0,132.636,145.7,14.2842,2.84217e-14
69,2001-03-11,00:00:00.00,3.1,0,0.369318,0,1.33341,0,39.6961,1.52999e-19,71.8363,0,20.7713,3.90206e-07,7.80412e-06,0,0,134.006,148.8,16.0138,2.55795e-13
70,2001-03-12,00:00:00.00,1.8,0,0.347856,0,1.29258,0,40.9751,-9.82518e-19,71.723,0,19.7786,0,0,0,0,134.117,150.6,17.703,1.42109e-13
71,2001-03-13,00:00:00.00,12.5,0,0.39951,0,1.46525,0,42.5725,9.3925e-18,76.455,0,23.977,0,0,0,0,144.869,163.1,19.4509,-1.13687e-13
72,2001-03-14,00:00:00.00,1.8,0,0.413281,0,1.41701,0,43.623,-3.77863e-19,76.5017,0,22.8041,0,0,0,0,144.759,164.9,21.3611,-5.68434e-14
73,2001-03-15,00:00:00.00,3.1,0,0.378239,0,1.39331,0,44.6836,3.80023e-18,77.289,0,22.2277,0,0,0,0,145.972,168,23.2483,2.84217e-13
74,2001-03-16,00:00:00.00,4.4,0,0.386764,0,1.40026,0,45.5662,8.13097e-18,78.7952,0,22.3967,0,0,0,0,148.545,172.4,25.075,-2.27374e-13
75,2001-03-17,00:00:00.00,0.4,0,0.362236,0,1.33475,0,47.3177,5.63166e-20,77.3251,0,20.804,0,0,0,0,147.144,172.8,26.8763,8.52651e-14
76,2001-03-18,00:00:00.00,12.8,0,0.4045,0,1.50265,0,48.3243,2.01318e-17,82.9893,0,24.8862,0,0,0,0,158.107,185.6,28.7132,2.55795e-13
77,2001-03-19,00:00:00.00,4.9,0,0.446618,0,1.52345,0,49.8562,-3.3677e-18,83.7628,0,25.3922,0,0,0,0,160.981,190.5,30.739,3.69482e-13
78,2001-03-20,00:00:00.00,2.9,2.9,0.436402,0,1.54967,0,51.2586,1.06138e-17,85.3817,0,26.0296,1.70393e-06,3.40787e-05,0,0,164.656,196.3,32.864,-1.98952e-13
79,2001-03-21,00:00:00.00,0,0.2,0.422013,0,1.46831,0,51.9732,2.54001e-34,84.7092,0,24.0513,2.36829e-08,0.157988,0,0,162.782,196.5,34.9382,1.13687e-13
80,2001-03-22,00:00:00.00,0,7.4,0.376414,0,1.39312,0,52.8397,8.35695e-51,83.9183,0,22.2233,0,7.48236,0,0,168.233,203.9,36.8869,-3.12639e-13
81,2001-03-23,00:00:00.00,4.1,0,0.41726,0,1.5303,0,54.379,7.49738e-18,88.5237,0,25.5585,3.74241e-06,7.48481e-05,0,0,170.409,208,38.8113,-1.98952e-13
82,2001-03-24,00:00:00.00,9.7,0,0.482268,0,1.6518,0,55.4649,7.47523e-18,91.8381,0,28.5129,0,0,0,0,177.95,217.7,40.9701,3.69482e-13
83,2001-03-25,00:00:00.00,13.6,0,0.551872,0,1.87364,0,57.6089,4.04243e-18,95.1114,0,33.9066,0,0,0,0,189.052,231.3,43.4677,-1.42109e-13
84,2001-03-26,00:00:00.00,7.3,7.3,0.613298,0,2.01677,0,58.8121,-1.54369e-17,99.2535,0,37.3867,0.128535,2.5707,0,0,200.782,245.9,46.3384,1.42109e-13
85,2001-03-27,00:00:00.00,0,0.7,0.583111,0,1.8999,0,59.5312,-3.15971e-34,98.6094,0,34.5452,0.10137,3.22285,0,0,198.493,246.6,49.327,3.12639e-13
86,2001-03-28,00:00:00.00,0,0,0.539344,0,1.79192,0,60.4841,-1.38629e-50,97.6565,0,31.9196,0.0731923,3.25103,0,0,195.716,246.6,52.1044,0
87,2001-03-29,00:00:00.00,0,0,0.514198,0,1.729,0,61.6214,7.66911e-18,98.232,0,30.3899,0.0305427,0.610854,0,0,193.128,246.6,54.6922,8.52651e-14
88,2001-03-30,00:00:00.00,0,0,0.481394,0,1.64329,0,62.7309,-5.59035e-19,97.5195,0,28.3059,4.21243e-06,8.42486e-05,0,0,190.681,246.6,57.139,2.55795e-13
89,2001-03-31,00:00:00.00,0.9,0,0.444587,0,1.56373,0,64.5324,-5.30355e-19,96.3833,0,26.3715,0,0,0,0,189.296,247.5,59.4246,1.42109e-13
90,2001-04-01,00:00:00.00,0,0,0.409551,0,1.4813,0,66.6053,1.36449e-35,94.3104,0,24.3671,0,0,0,0,187.174,247.5,61.5464,-3.97904e-13
91,2001-04-02,00:00:00.00,0,0,0.375067,0,1.40513,0,69.1269,4.17083e-52,91.7888,0,22.5151,0,0,0,0,185.211,247.5,63.5091,-2.84217e-14
92,2001-04-03,00:00:00.00,0,0,0.344228,0,1.33475,0,71.8088,2.53729e-68,89.1069,0,20.8039,0,0,0,0,183.399,247.5,65.3216,3.41061e-13
93,2001-04-04,00:00:00.00,2,0,0.316771,0,1.27534,0,74.575,-1.34247e-18,88.1927,0,19.3595,0,0,0,0,183.719,249.5,67.0009,-2.84217e-13
94,2001-04-05,00:00:00.00,5.4,0,0.295432,0,1.23273,0,77.3124,-1.30411e-17,90.3841,0,18.3234,0,0,0,0,187.548,254.9,68.572,1.13687e-13
95,2001-04-06,00:00:00.00,0.2,0,0.272365,0,1.17547,0,79.0613,-2.42496e-19,88.8348,0,16.9312,0,0,0,0,186.275,255.1,70.045,5.40012e-13
96,2001-04-07,00:00:00.00,4.1,0,0.251438,0,1.13618,0,80.8716,-1.99715e-18,90.7658,0,15.9757,0,0,0,0,189.001,259.2,71.4194,2.55795e-13
97,2001-04-08,00:00:00.00,5,0,0.238181,0,1.10793,0,82.6313,-5.2742e-18,93.4353,0,15.289,0,0,0,0,192.702,264.2,72.7185,2.84217e-14
98,2001-04-09,00:00:00.00,3.9,0,0.226021,0,1.08416,0,83.978,1.01775e-17,95.3564,0,14.7111,0,0,0,0,195.356,268.1,73.9645,-1.13687e-13
99,2001-04-10,00:00:00.00,0,0,0.208955,0,1.03818,0,85.7706,8.23802e-35,93.5638,0,13.593,0,0,0,0,194.174,268.1,75.1456,0
100,2001-04-11,00:00:00.00,1.6,0,0.19101,0,1.00309,0,87.8665,2.5949e-18,92.873,0,12.7399,0,0,0,0,194.674,269.7,76.2466,-3.12639e-13
101,2001-04-12,00:00:00.00,1.5,0,0.177293,0,0.968941,0,89.9385,-6.24597e-18,92.1517,0,11.9096,0,0,0,0,195.146,271.2,77.2741,1.98952e-13
102,2001-04-13,00:00:00.00,1.5,0,0.16232,0,0.93657,0,91.6998,1.50099e-18,91.7626,0,11.1225,0,0,0,0,195.684,272.7,78.2363,1.42109e-13
103,2001-04-14,00:00:00.00,0,6,0.148025,0,0.901802,0,92.6449,-3.05063e-35,90.8932,0,10.2771,0,5.92437,0,0,200.789,278.7,79.1308,5.68434e-13
104,2001-04-15,00:00:00.00,0,3.2,0.133809,0,0.869677,0,93.7073,1.07379e-51,89.9063,0,9.49602,0,9.04875,0,0,203.162,281.9,79.9582,1.7053e-13
105,2001-04-16,00:00:00.00,6.6,0,0.138384,0,0.895344,0,95.0053,2.39316e-17,96.9346,0,10.1201,0.279334,5.58668,0,0,208.96,288.5,80.7604,2.55795e-13
106,2001-04-17,00:00:00.00,1.8,0,0.17517,0,0.986385,0,96.4919,1.21419e-17,99.8857,0,12.3337,8.54252e-06,0.00017085,0,0,209.873,290.3,81.6471,-2.55795e-13
107,2001-04-18,00:00:00.00,1,0,0.180403,0,0.960884,0,97.6213,-1.18894e-18,99.413,0,11.7137,0,0,0,0,209.889,291.3,82.6309,-1.7053e-13
108,2001-04-19,00:00:00.00,1.5,0,0.162416,0,0.942051,0,99.4615,-3.28081e-18,98.6048,0,11.2558,0,0,0,0,210.427,292.8,83.5936,-3.41061e-13
109,2001-04-20,00:00:00.00,0.5,0,0.154727,0,0.90964,0,101.16,-1.00366e-18,97.3338,0,10.4677,0,0,0,0,210.025,293.3,84.4947,5.40012e-13
110,2001-04-21,00:00:00.00,2.1,0,0.142105,0,0.892508,0,103.076,-1.69543e-18,97.1069,0,10.0511,0,0,0,0,211.269,295.4,85.3512,-5.68434e-14
111,2001-04-22,00:00:00.00,4.6,0,0.144342,0,0.901573,0,104.22,1.45938e-18,99.4982,0,10.2716,0,0,0,0,215.035,300,86.1848,7.10543e-13
112,2001-04-23,00:00:00.00,1.1,0,0.13967,0,0.882235,0,105.334,-4.03189e-19,99.1478,0,9.80136,0,0,0,0,215.305,301.1,87.0151,-1.42109e-13
113,2001-04-24,00:00:00.00,0,0,0.125551,0,0.851597,0,107.489,3.03058e-35,96.9924,0,9.05642,0,0,0,0,214.515,301.1,87.8048,-5.68434e-13
114,2001-04-25,00:00:00.00,0,0,0.114003,0,0.823287,0,110.598,-8.34816e-52,93.884,0,8.36809,0,0,0,0,213.787,301.1,88.5329,-4.83169e-13
115,2001-04-26,00:00:00.00,6.1,0,0.110151,0,0.825346,0,114.314,-1.85904e-19,95.5253,0,8.41816,0,0,0,0,219.193,307.2,89.2272,4.26326e-13
116,2001-04-27,00:00:00.00,0.9,0,0.104083,0,0.801534,0,116.735,7.05712e-19,93.9384,0,7.83918,0,0,0,0,219.418,308.1,89.9019,3.12639e-13
117,2001-04-28,00:00:00.00,1.7,0,0.0928803,0,0.782278,0,119.481,-3.30107e-18,92.7542,0,7.37099,0,0,0,0,220.481,309.8,90.5386,4.26326e-13
118,2001-04-29,00:00:00.00,2.3,0,0.0867883,0,0.765947,0,121.963,3.84519e-18,92.3954,0,6.97391,0,0,0,0,222.185,312.1,91.1347,1.13687e-13
119,2001-04-30,00:00:00.00,0.5,0,0.0775565,0,0.744242,0,124.976,7.24417e-21,89.8803,0,6.44617,0,0,0,0,222.124,312.6,91.6959,5.68434e-13
120,2001-05-01,00:00:00.00,0,0,0.0689324,0,0.724092,0,129.347,-1.73587e-35,85.5095,0,5.95623,0,0,0,0,221.606,312.6,92.2146,-1.42109e-13
121,2001-05-02,00:00:00.00,0.8,0,0.0611999,0,0.705537,0,133.803,-1.07064e-18,81.8515,0,5.50509,0,0,0,0,221.926,313.4,92.6937,2.55795e-13
122,2001-05-03,00:00:00.00,0,0,0.0537744,0,0.688329,0,136.791,-1.3843e-35,78.864,0,5.08668,0,0,0,0,221.483,313.4,93.1368,1.42109e-13
123,2001-05-04,00:00:00.00,2.5,0,0.0475765,0,0.673868,0,141.201,-6.75958e-18,76.9155,0,4.73506,0,0,0,0,223.573,315.9,93.5469,2.27374e-13
124,2001-05-05,00:00:00.00,9.6,0,0.0442071,0,0.668594,0,144.083,2.16765e-19,83.3826,0,4.60683,0,0,0,0,232.786,325.5,93.9345,2.55795e-13
125,2001-05-06,00:00:00.00,11.1,0,0.0442417,0,0.670933,0,146.216,3.48495e-17,91.9098,0,4.66371,0,0,0,0,243.504,336.6,94.3157,1.13687e-13
126,2001-05-07,00:00:00.00,3.5,0,0.0457809,0,0.675053,0,147.33,-1.38851e-18,93.8036,0,4.76387,0,0,0,0,246.618,340.1,94.7019,-4.26326e-13
127,2001-05-08,00:00:00.00,0.5,0,0.0424509,0,0.661749,0,148.667,4.35515e-19,92.9244,0,4.4404,0,0,0,0,246.736,340.6,95.0838,3.41061e-13
128,2001-05-09,00:00:00.00,0.2,0,0.0356216,0,0.647874,0,150.883,-5.8059e-19,90.9084,0,4.10304,0,0,0,0,246.578,340.8,95.442,2.55795e-13
129,2001-05-10,00:00:00.00,0,0,0.0307733,0,0.635048,0,154.513,1.52468e-36,87.2788,0,3.79119,0,0,0,0,246.249,340.8,95.7715,1.42109e-13
130,2001-05-11,00:00:00.00,0,0,0.0255612,0,0.623197,0,158.749,-1.43334e-52,83.0428,0,3.50305,0,0,0,0,245.943,340.8,96.0768,-6.25278e-13
131,2001-05-12,00:00:00.00,0,0,0.0210577,0,0.612247,0,162.485,-1.81193e-69,79.3065,0,3.2368,0,0,0,0,245.662,340.8,96.3585,5.40012e-13
132,2001-05-13,00:00:00.00,0,0,0.0168123,0,0.602129,0,165.871,-3.63607e-86,75.9208,0,2.99079,0,0,0,0,245.401,340.8,96.6188,3.69482e-13
133,2001-05-14,00:00:00.00,0,0,0.0128599,0,0.59278,0,169.226,1.56882e-102,72.5657,0,2.76348,0,0,0,0,245.161,340.8,96.8594,4.83169e-13
134,2001-05-15,00:00:00.00,0.4,0,0.00928554,0,0.584142,0,172.858,-9.32289e-20,69.3332,0,2.55344,0,0,0,0,245.338,341.2,97.0817,4.26326e-13
135,2001-05-16,00:00:00.00,2.6,0,0.00619573,0,0.577199,0,175.704,6.72367e-19,69.0605,0,2.38463,0,0,0,0,247.732,343.8,97.2879,3.41061e-13
136,2001-05-17,00:00:00.00,0.2,0,0.00327758,0,0.569745,0,178.784,3.06923e-19,66.1804,0,2.20339,0,0,0,0,247.741,344,97.4795,0
137,2001-05-18,00:00:00.00,5.3,0,0.00115935,0,0.565833,0,182.196,1.07539e-17,67.9899,0,2.10828,0,0,0,0,252.861,349.3,97.6589,-8.52651e-14
138,2001-05-19,00:00:00.00,2.9,0,-0.000676348,0,0.560477,0,184.645,-1.11406e-17,68.4087,0,1.97803,0,0,0,0,255.591,352.2,97.8288,-8.52651e-14
139,2001-05-20,00:00:00.00,0,0,-0.00336934,0,0.554293,0,187.37,-1.46565e-34,65.683,0,1.8277,0,0,0,0,255.432,352.2,97.988,-1.13687e-13
140,2001-05-21,00:00:00.00,0,0,-0.00571053,0,0.54858,0,190.087,5.81344e-52,62.9661,0,1.68878,0,0,0,0,255.285,352.2,98.135,-5.40012e-13
141,2001-05-22,00:00:00.00,0,0,-0.00793152,0,0.543301,0,192.871,-3.36193e-68,60.183,0,1.56043,0,0,0,0,255.149,352.2,98.2709,5.40012e-13
142,2001-05-23,00:00:00.00,0,0,-0.00997313,0,0.538423,0,195.285,-3.44149e-86,57.7682,0,1.44183,0,0,0,0,255.024,352.2,98.3964,-4.26326e-13
143,2001-05-24,00:00:00.00,0,0,-0.0118476,0,0.533916,0,198.425,4.88128e-101,54.6286,0,1.33224,0,0,0,0,254.908,352.2,98.5124,-2.84217e-13
144,2001-05-25,00:00:00.00,0,0,-0.0136003,0,0.529752,0,201.945,3.91744e-117,51.1085,0,1.23099,0,0,0,0,254.801,352.2,98.6195,4.83169e-13
145,2001-05-26,00:00:00.00,0,0,-0.0151977,0,0.525904,0,204.876,-6.73684e-135,48.1778,0,1.13743,0,0,0,0,254.702,352.2,98.7185,1.13687e-13
146,2001-05-27,00:00:00.00,0,0,-0.0166937,0,0.522349,0,208.124,3.54502e-150,44.9297,0,1.05098,0,0,0,0,254.61,352.2,98.81,-5.68434e-14
