Run   obj.function   Kal_POROSITY  Kal_FIELD_CAPACITY  Kal_SAT_WILT  Kal_HBV_BETA  Kal_MAX_CAP_RISE_RATE  Kal_MAX_PERC_RATE  Kal_BASEFLOW_COEFF  Kal_BASEFLOW_N  Kal_SAI_HT_RATIO  Kal_MAX_CAPACITY  Kal_MAX_SNOW_CAPACITY  Kal_RAIN_ICEPT_FACT  Kal_SNOW_ICEPT_FACT  Kal_RAIN_ICEPT_PCT  Kal_SNOW_ICEPT_PCT  Kal_MELT_FACTOR  Kal_MIN_MELT_FACTOR  Kal_HBV_MELT_FOR_CORR  Kal_REFREEZE_FACTOR  Kal_HBV_MELT_ASP_CORR  
46    2.955002E+02  4.981200E-01  1.177700E-01  0.000000E+00  6.856790E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
47    4.261402E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.685579E+00  8.534577E-01  7.046581E-01  1.269598E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.077028E+00  9.000000E-01  1.000000E+00  7.583600E-01  
48    4.276161E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.685579E+00  8.286348E-01  7.052630E-01  1.285735E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.085672E+00  9.000000E-01  1.000000E+00  7.583600E-01  
49    4.243836E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.685579E+00  8.786152E-01  7.037542E-01  1.252597E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.332632E+00  1.069168E+00  9.000000E-01  1.000000E+00  7.583600E-01  
50    2.952071E+02  4.981200E-01  1.177700E-01  0.000000E+00  6.956780E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
51    4.155178E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.695578E+00  8.526573E-01  7.082384E-01  1.283811E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.151100E+00  9.000000E-01  1.000000E+00  7.583600E-01  
52    4.157427E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.695578E+00  8.282236E-01  7.087637E-01  1.299482E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.166516E+00  9.000000E-01  1.000000E+00  7.583600E-01  
53    4.148908E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.695578E+00  8.774454E-01  7.074354E-01  1.267275E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.136990E+00  9.000000E-01  1.000000E+00  7.583600E-01  
54    2.949223E+02  4.981200E-01  1.177700E-01  0.000000E+00  7.056770E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
55    4.137190E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.705577E+00  8.539124E-01  7.166885E-01  1.298128E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.175712E+00  9.000000E-01  1.000000E+00  7.583600E-01  
56    4.136408E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.705577E+00  8.294059E-01  7.169955E-01  1.313620E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.192915E+00  9.000000E-01  1.000000E+00  7.583600E-01  
57    4.134172E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.705577E+00  8.787994E-01  7.161115E-01  1.281761E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.159845E+00  9.000000E-01  1.000000E+00  7.583600E-01  
58    2.946455E+02  4.981200E-01  1.177700E-01  0.000000E+00  7.156760E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
59    4.106040E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.715576E+00  8.657317E-01  7.215444E-01  1.283397E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.177134E+00  9.000000E-01  1.000000E+00  7.583600E-01  
60    4.107368E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.715576E+00  8.424690E-01  7.216413E-01  1.297311E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.191490E+00  9.000000E-01  1.000000E+00  7.583600E-01  
