time [d],date,hour,day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air dens. [kg/m3], air pres. [KPa], rel hum. [-], cloud cover [-], ET radiation [MJ/m2/d], SW radiation [MJ/m2/d], net SW radiation [MJ/m2/d], LW radiation [MJ/m2/d], wind vel. [m/s], PET [mm/d], OW PET [mm/d], daily correction [-], potential melt [mm/d]
1504,2005-02-13,00:00:00.00,0.731604,13.3,0,4.6,1,8.7,4.6,4.09,0.33,1.2075,96.5933,0.5,0,13.9855,10.0796,8.36997,-0.319015,2,0.79944,0.79944,1,14.0844
1505,2005-02-14,00:00:00.00,0.748818,-4.57412e-15,10.3,2,-1.6,4,2,4.09,0.33,1.21904,96.5498,0.5,0,14.2148,10.3419,8.70668,-0.330195,2,0.612512,0.612512,1,6.10614
1506,2005-02-15,00:00:00.00,0.766032,-8.88178e-16,2,-2.2,-9.6,-1.3,-2.2,4.09,0.33,1.23797,96.4776,0.5,0,14.4476,10.6388,8.84406,-0.347707,2,0.597137,0.597137,1,-6.69726
1507,2005-02-16,00:00:00.00,0.783246,-9.32587e-16,2.1,-3.1,-11.6,-1.2,-3.1,4.09,0.33,1.24207,96.4619,0.5,0,14.6839,10.8511,9.01057,-0.3514,2,0.640161,0.640161,1,-9.40924
1508,2005-02-17,00:00:00.00,0.800461,-2.17604e-15,4.9,-2.5,-3,-1.9,-2.5,4.09,0.33,1.23933,96.4724,0.5,0,14.9235,11.0315,9.16047,-0.348961,2,0.220229,0.220229,1,-7.56539
1509,2005-02-18,00:00:00.00,0.817675,-9.76996e-16,2.2,-2.9,-6.1,-2,-2.9,4.09,0.33,1.24116,96.4654,0.5,0,15.1665,11.2382,9.33209,-0.350597,2,0.420802,0.420802,1,-8.7492
1510,2005-02-19,00:00:00.00,0.834889,0,0,-5.4,-9.4,-3.9,-5.4,4.09,0.33,1.25262,96.4212,0.5,0,15.4127,11.4941,9.5446,-0.359931,2,0.412189,0.412189,1,-16.2414
1511,2005-02-20,00:00:00.00,0.852103,-4.88498e-16,1.1,-3,-11.2,-0.3,-3,4.09,0.33,1.24161,96.4636,0.5,0,15.6621,11.6433,9.66856,-0.351,2,0.703783,0.703783,1,-8.99482
1512,2005-02-21,00:00:00.00,0.869317,0.2,0.2,-0.7,-4.6,4.6,-0.7,4.09,0.33,1.23116,96.5036,0.5,0,15.9146,11.7895,9.78995,-0.341094,2,0.759099,0.759099,1,-2.09214
1513,2005-02-22,00:00:00.00,0.886532,-5.32907e-16,1.2,-2.6,-8.5,0.4,-2.6,4.09,0.33,1.23979,96.4706,0.5,0,16.17,12.0467,10.0036,-0.349374,2,0.674316,0.674316,1,-7.74588
1514,2005-02-23,00:00:00.00,0.903746,-2.04281e-15,4.6,-4.2,-6.2,-2.8,-4.2,4.09,0.33,1.24711,96.4425,0.5,0,16.4285,12.2961,10.2107,-0.35564,2,0.378869,0.378869,1,-12.4719
1515,2005-02-24,00:00:00.00,0.92096,-8.88178e-17,0.2,-5.3,-11.4,0,-5.3,4.09,0.33,1.25216,96.423,0.5,0,16.6897,12.5346,10.4088,-0.359586,2,0.647778,0.647778,1,-15.6865
1516,2005-02-25,00:00:00.00,0.938174,-3.10862e-16,0.7,-6.9,-15.2,-1.6,-6.9,4.09,0.33,1.25956,96.3943,0.5,0,16.9538,12.7853,10.617,-0.364815,2,0.626725,0.626725,1,-20.3541
1517,2005-02-26,00:00:00.00,0.955388,-3.55271e-16,0.8,-2.9,-4.9,-1.3,-2.9,4.09,0.33,1.24116,96.4654,0.5,0,17.2205,12.9103,10.7208,-0.350597,2,0.447711,0.447711,1,-8.52575
1518,2005-02-27,00:00:00.00,0.972603,-2.75335e-15,6.2,-1.8,-5.3,0.1,-1.8,4.09,0.33,1.23615,96.4846,0.5,0,17.4898,13.1004,10.8787,-0.346,2,0.598022,0.598022,1,-5.2738
1519,2005-02-28,00:00:00.00,0.989817,-1.73195e-15,3.9,-7.3,-10,-4.5,-7.3,4.09,0.33,1.26142,96.387,0.5,0,17.7617,13.4564,11.1744,-0.366029,2,0.402225,0.402225,1,-21.3144
1520,2005-03-01,00:00:00.00,1.00703,-4.88498e-16,1.1,-8.2,-10,-5.8,-8.2,4.09,0.33,1.26561,96.3707,0.5,0,18.0359,13.7004,11.377,-0.36863,2,0.326324,0.326324,1,-23.8587
1521,2005-03-02,00:00:00.00,1.02425,0,0,-6.2,-11.3,-0.5,-6.2,8.1,3.5,1.25632,96.4069,0.5,0,18.3125,13.8844,11.5299,-0.362601,2,0.641996,0.641996,1,-17.9759
1522,2005-03-03,00:00:00.00,1.04146,-8.88178e-17,0.2,-6.2,-12.5,0.5,-6.2,8.1,3.5,1.25632,96.4069,0.5,0,18.5913,14.1133,11.72,-0.362601,2,0.715079,0.715079,1,-17.9119
1523,2005-03-04,00:00:00.00,1.05867,0,0,-9.7,-18.9,-0.3,-9.7,8.1,3.5,1.27264,96.3432,0.5,0,18.8723,14.4189,11.9737,-0.372564,2,0.606289,0.606289,1,-27.9226
1524,2005-03-05,00:00:00.00,1.07589,-1.33227e-16,0.3,-9.5,-17.8,-1.5,-9.5,8.1,3.5,1.2717,96.3469,0.5,0,19.1553,14.6483,12.1642,-0.372068,2,0.590302,0.590302,1,-27.2476
1525,2005-03-06,00:00:00.00,1.0931,-5.32907e-16,1.2,-7,-17.5,-1.2,-7,8.1,3.5,1.26003,96.3925,0.5,0,19.4402,14.8295,12.3148,-0.365122,2,0.779529,0.779529,1,-20.0036
1526,2005-03-07,00:00:00.00,1.11032,-1.59872e-15,3.6,-5.1,-6.6,-3.8,-5.1,8.1,3.5,1.25124,96.4265,0.5,0,19.727,15.0191,12.4723,-0.35889,2,0.385529,0.385529,1,-14.5201
1527,2005-03-08,00:00:00.00,1.12753,0,0,-4.1,-6.4,-0.9,-4.1,8.1,3.5,1.24665,96.4443,0.5,0,20.0155,15.2294,12.647,-0.355267,2,0.5914,0.5914,1,-11.6294
1528,2005-03-09,00:00:00.00,1.14474,0.3,0.3,0.6,-1,2,0.6,8.1,3.5,1.2253,96.526,0.5,0,20.3056,15.3207,12.7228,-0.335612,2,0.595126,0.595126,1,1.69546
1529,2005-03-10,00:00:00.00,1.16196,-2.53131e-15,5.7,-1,-5.3,0.8,-1,8.1,3.5,1.23252,96.4985,0.5,0,20.5973,15.6131,12.9657,-0.342464,2,0.785956,0.785956,1,-2.81505
1530,2005-03-11,00:00:00.00,1.17917,-1.33227e-16,0.3,-6.6,-15.2,-2.2,-6.6,8.1,3.5,1.25817,96.3997,0.5,0,20.8904,16.0138,13.2984,-0.36388,2,0.775802,0.775802,1,-18.5082
1531,2005-03-12,00:00:00.00,1.19639,2.3,2.3,0,-4.6,2.4,0,8.1,3.5,1.22799,96.5157,0.5,0,21.1849,16.0593,13.3363,-0.337808,2,0.917505,0.917505,1,0
1532,2005-03-13,00:00:00.00,1.2136,-1.59872e-15,3.6,0.5,-0.9,2.5,0.5,8.1,3.5,1.22575,96.5242,0.5,0,21.4805,16.2828,13.5219,-0.335983,2,0.666576,0.666576,1,1.39131
1533,2005-03-14,00:00:00.00,1.23082,-4.88498e-16,1.1,0,-3.5,2.8,0,8.1,3.5,1.22799,96.5157,0.5,0,21.7773,16.5433,13.7383,-0.337808,2,0.894765,0.894765,1,0
1534,2005-03-15,00:00:00.00,1.24803,-1.33227e-16,0.3,1,-2.1,4,1,8.1,3.5,1.22351,96.5328,0.5,0,22.0751,16.7494,13.9095,-0.334107,2,0.942627,0.942627,1,2.76081
1535,2005-03-16,00:00:00.00,1.26524,0,0,3.9,-0.1,7.7,3.9,8.1,3.5,1.2106,96.5817,0.5,0,22.3738,16.8726,14.0118,-0.322171,2,1.24699,1.24699,1,10.7245
1536,2005-03-17,00:00:00.00,1.28246,0,0,7.8,4.2,11.8,7.8,8.1,3.5,1.19342,96.6459,0.5,0,22.6733,16.9219,14.0528,-0.303172,2,1.47155,1.47155,1,21.3634
1537,2005-03-18,00:00:00.00,1.29967,1.5,0,10.3,7.3,13.1,10.3,8.1,3.5,1.18248,96.6861,0.5,0,22.9735,17.0174,14.2524,-0.289117,2,1.42976,1.42976,1,28.0974
1538,2005-03-19,00:00:00.00,1.31689,8.8,0,10.9,7.8,15.7,10.9,8.1,3.5,1.17986,96.6957,0.5,0,23.2743,17.2201,14.5565,-0.285517,2,1.72658,1.72658,1,29.6141
1539,2005-03-20,00:00:00.00,1.3341,0.6,0.6,2,-4.2,8,2,8.1,3.5,1.21904,96.5498,0.5,0,23.5756,17.9332,15.2474,-0.330195,2,1.49941,1.49941,1,5.41172
1540,2005-03-21,00:00:00.00,1.35132,0,0,-0.1,-4.7,5.7,-0.1,8.1,3.5,1.22844,96.514,0.5,0,23.8772,18.2643,15.5297,-0.338286,2,1.25339,1.25339,1,-0.269482
1541,2005-03-22,00:00:00.00,1.36853,0,0,0.3,-5.2,6.7,0.3,8.1,3.5,1.22664,96.5208,0.5,0,24.1791,18.4957,15.7263,-0.33672,2,1.38837,1.38837,1,0.805131
1542,2005-03-23,00:00:00.00,1.38574,0,0,3.3,-4.3,9.6,3.3,8.1,3.5,1.21326,96.5716,0.5,0,24.4812,18.6131,15.8265,-0.32479,2,1.77107,1.77107,1,8.81996
1543,2005-03-24,00:00:00.00,1.40296,1.1,0,7.5,1.1,11.7,7.5,8.1,3.5,1.19473,96.641,0.5,0,24.7833,18.6397,15.8693,-0.304758,2,1.87735,1.87735,1,19.9624
1544,2005-03-25,00:00:00.00,1.42017,0,0,7.6,0.1,16,7.6,8.1,3.5,1.19429,96.6426,0.5,0,25.0853,18.8776,16.0796,-0.304231,2,2.3365,2.3365,1,20.1446
1545,2005-03-26,00:00:00.00,1.43739,5.3,0,9.3,0.6,17.7,9.3,8.1,3.5,1.18685,96.6701,0.5,0,25.3872,19.0163,16.2067,-0.29492,2,2.61635,2.61635,1,24.5478
1546,2005-03-27,00:00:00.00,1.4546,4.5,0,8.8,4.7,10.7,8.8,8.1,3.5,1.18904,96.6621,0.5,0,25.6888,19.2906,16.4451,-0.297731,2,1.53927,1.53927,1,23.1309
1547,2005-03-28,00:00:00.00,1.47181,0,0,8.1,1.3,13,8.1,8.1,3.5,1.1921,96.6507,0.5,0,25.99,19.5769,16.6923,-0.301564,2,2.11745,2.11745,1,21.2015
1548,2005-03-29,00:00:00.00,1.48903,0,0,5.8,0.8,9.6,5.8,8.1,3.5,1.20221,96.6132,0.5,0,26.2907,19.9548,17.0159,-0.313349,2,1.69266,1.69266,1,15.1174
1549,2005-03-30,00:00:00.00,1.50624,0.2,0,7.2,1,13.9,7.2,8.1,3.5,1.19605,96.6361,0.5,0,26.5909,20.1164,17.1547,-0.306323,2,2.19575,2.19575,1,18.6872
1550,2005-03-31,00:00:00.00,1.52346,0,0,5.4,-2.1,10.8,5.4,8.1,3.5,1.20397,96.6066,0.5,0,26.8904,20.4629,17.4504,-0.315274,2,2.0606,2.0606,1,13.9561
1551,2005-04-01,00:00:00.00,1.54067,0,0,2.8,-3.5,9.3,2.8,8.1,3.5,1.21548,96.5632,0.5,0,27.189,20.8418,17.7737,-0.326912,2,1.84281,1.84281,1,7.20582
1552,2005-04-02,00:00:00.00,1.55789,0,0,3.2,-5.1,12.1,3.2,14.09,8.39,1.2137,96.57,0.5,0,27.4868,21.0642,17.9634,-0.325218,2,2.20152,2.20152,1,8.20024
1553,2005-04-03,00:00:00.00,1.5751,0,0,5.5,-2.8,14.9,5.5,14.09,8.39,1.20353,96.6082,0.5,0,27.7836,21.1809,18.0629,-0.314796,2,2.50464,2.50464,1,14.0342
1554,2005-04-04,00:00:00.00,1.59231,0,0,8.5,-2.9,17.1,8.5,14.09,8.39,1.19035,96.6572,0.5,0,28.0793,21.2333,18.1077,-0.299388,2,3.03718,3.03718,1,21.5968
1555,2005-04-05,00:00:00.00,1.60953,0,0,9.8,-2,19.5,9.8,14.09,8.39,1.18467,96.6781,0.5,0,28.3738,21.3796,18.2325,-0.292049,2,3.33933,3.33933,1,24.7937
1556,2005-04-06,00:00:00.00,1.62674,0.6,0,10.1,3.1,18.1,10.1,14.09,8.39,1.18336,96.6829,0.5,0,28.667,21.5927,18.4144,-0.290297,2,2.8487,2.8487,1,25.4437
1557,2005-04-07,00:00:00.00,1.64396,1.6,0,10.2,2.8,15.8,10.2,14.09,8.39,1.18292,96.6845,0.5,0,28.9588,21.819,18.6074,-0.289708,2,2.68859,2.68859,1,25.586
1558,2005-04-08,00:00:00.00,1.66117,0.9,0,12.4,8.5,17.1,12.4,14.09,8.39,1.17333,96.7194,0.5,0,29.2491,21.8773,18.6571,-0.276124,2,2.38223,2.38223,1,30.9718
1559,2005-04-09,00:00:00.00,1.67839,1,0,8.7,5.8,13.1,8.7,14.09,8.39,1.18947,96.6604,0.5,0,29.5379,22.392,19.0961,-0.298285,2,1.94491,1.94491,1,21.6376
1560,2005-04-10,00:00:00.00,1.6956,4.6,4.6,4.1,0.6,8,4.1,14.09,8.39,1.20971,96.585,0.5,0,29.8249,22.9154,19.5425,-0.32128,2,1.63401,1.63401,1,10.1536
1561,2005-04-11,00:00:00.00,1.71281,0,0,3.7,-0.9,7.8,3.7,14.09,8.39,1.21149,96.5783,0.5,0,30.1102,23.1694,19.7554,-0.323053,2,1.75601,1.75601,1,9.12394
1562,2005-04-12,00:00:00.00,1.73003,0,0,5.6,-0.5,11.6,5.6,14.09,8.39,1.20309,96.6099,0.5,0,30.3936,23.2868,19.8593,-0.314316,2,2.27513,2.27513,1,13.7505
1563,2005-04-13,00:00:00.00,1.74724,0,0,6.4,-0.7,13.4,6.4,14.09,8.39,1.19957,96.623,0.5,0,30.6751,23.4632,20.0097,-0.310393,2,2.56345,2.56345,1,15.6481
1564,2005-04-14,00:00:00.00,1.76446,0,0,9.4,3.8,14.3,9.4,14.09,8.39,1.18641,96.6717,0.5,0,30.9546,23.4768,20.0214,-0.294351,2,2.50901,2.50901,1,22.8858
1565,2005-04-15,00:00:00.00,1.78167,0,0,10.9,3.9,17,10.9,14.09,8.39,1.17986,96.6957,0.5,0,31.2319,23.58,20.1095,-0.285517,2,2.98353,2.98353,1,26.4256
1566,2005-04-16,00:00:00.00,1.79888,0,0,12.5,4.4,19.5,12.5,14.09,8.39,1.17289,96.721,0.5,0,31.507,23.6619,20.1794,-0.275477,2,3.41156,3.41156,1,30.1769
1567,2005-04-17,00:00:00.00,1.8161,0,0,12.2,2.7,19.2,12.2,14.09,8.39,1.1742,96.7162,0.5,0,31.7798,23.9049,20.3866,-0.277409,2,3.56147,3.56147,1,29.3289
1568,2005-04-18,00:00:00.00,1.83331,0.4,0,12.2,4.8,16.8,12.2,14.09,8.39,1.1742,96.7162,0.5,0,32.0503,24.1194,20.5695,-0.277409,2,3.06307,3.06307,1,29.206
1569,2005-04-19,00:00:00.00,1.85053,0,0,12,4.9,17.9,12,14.09,8.39,1.17507,96.7131,0.5,0,32.3182,24.3496,20.7659,-0.278684,2,3.19337,3.19337,1,28.6074
1570,2005-04-20,00:00:00.00,1.86774,0,0,10.1,1.9,15.8,10.1,14.09,8.39,1.18336,96.6829,0.5,0,32.5837,24.7227,21.0841,-0.290297,2,3.11692,3.11692,1,23.9778
1571,2005-04-21,00:00:00.00,1.88496,0,0,5.2,-3.2,9.7,5.2,14.09,8.39,1.20485,96.6033,0.5,0,32.8465,25.2916,21.5692,-0.316223,2,2.49532,2.49532,1,12.294
1572,2005-04-22,00:00:00.00,1.90217,0,0,1.2,-6.1,7.8,1.2,14.09,8.39,1.22261,96.5362,0.5,0,33.1066,25.7378,21.9498,-0.333341,2,2.1567,2.1567,1,2.82539
1573,2005-04-23,00:00:00.00,1.91938,0,0,4.4,-3.6,11.7,4.4,14.09,8.39,1.20839,96.59,0.5,0,33.3639,25.7598,21.9685,-0.319928,2,2.66434,2.66434,1,10.3174
1574,2005-04-24,00:00:00.00,1.9366,0,0,6.1,-2.9,13.9,6.1,14.09,8.39,1.20089,96.6181,0.5,0,33.6184,25.852,22.0472,-0.311881,2,3.02861,3.02861,1,14.2454
1575,2005-04-25,00:00:00.00,1.95381,0.2,0,8.3,0.5,13.6,8.3,14.09,8.39,1.19123,96.654,0.5,0,33.8699,25.8921,22.0814,-0.300481,2,2.94242,2.94242,1,19.3047
1576,2005-04-26,00:00:00.00,1.97103,3.8,0,7.7,4.3,11.2,7.7,14.09,8.39,1.19386,96.6443,0.5,0,34.1185,26.1366,22.2899,-0.303703,2,2.10169,2.10169,1,17.8372
1577,2005-04-27,00:00:00.00,1.98824,0.6,0,9.2,3.6,15.3,9.2,14.09,8.39,1.18729,96.6685,0.5,0,34.364,26.2139,22.3558,-0.295487,2,2.9186,2.9186,1,21.2269
1578,2005-04-28,00:00:00.00,2.00546,4.8,0,10.4,5.6,15.4,10.4,14.09,8.39,1.18205,96.6877,0.5,0,34.6063,26.3046,22.4332,-0.288523,2,2.80952,2.80952,1,23.9006
1579,2005-04-29,00:00:00.00,2.02267,0,0,9,1.7,14.8,9,14.09,8.39,1.18816,96.6653,0.5,0,34.8455,26.6131,22.6963,-0.296614,2,3.10836,3.10836,1,20.602
1580,2005-04-30,00:00:00.00,2.03988,0,0,11.1,0.1,17.7,11.1,14.09,8.39,1.17899,96.6989,0.5,0,35.0814,26.6177,22.7003,-0.284297,2,3.91151,3.91151,1,25.3101
1581,2005-05-01,00:00:00.00,2.0571,0,0,13.7,8.6,19.6,13.7,14.09,8.39,1.16767,96.7397,0.5,0,35.3139,26.547,22.6399,-0.267519,2,3.39287,3.39287,1,31.118
1582,2005-05-02,00:00:00.00,2.07431,0,0,17.4,9.3,25.1,17.4,18.33,12.65,1.15158,96.7967,0.5,0,35.5431,26.3062,22.4346,-0.240591,2,4.57341,4.57341,1,39.371
1583,2005-05-03,00:00:00.00,2.09153,0,0,20.6,9,29.4,20.6,18.33,12.65,1.13764,96.8448,0.5,0,35.7687,26.0565,22.2217,-0.214263,2,5.70511,5.70511,1,46.4351
1584,2005-05-04,00:00:00.00,2.10874,3.7,0,17.2,12.4,21.4,17.2,18.33,12.65,1.15245,96.7937,0.5,0,35.9909,26.6762,22.7501,-0.242141,2,3.47533,3.47533,1,38.6258
1585,2005-05-05,00:00:00.00,2.12595,11,0,13.3,10,17.6,13.3,18.33,12.65,1.16941,96.7335,0.5,0,36.2094,27.2888,23.2726,-0.270213,2,2.85498,2.85498,1,29.7569
1586,2005-05-06,00:00:00.00,2.14317,1.9,0,9.6,7.5,11.8,9.6,18.33,12.65,1.18554,96.6749,0.5,0,36.4243,27.8126,23.7193,-0.293205,2,1.90323,1.90323,1,21.4
1587,2005-05-07,00:00:00.00,2.16038,5.1,0,7.3,5.3,13.3,7.3,18.33,12.65,1.19561,96.6377,0.5,0,36.6356,28.1718,24.0257,-0.305803,2,2.39186,2.39186,1,16.214
1588,2005-05-08,00:00:00.00,2.1776,5.9,5.9,7.9,1.5,13.8,7.9,18.33,12.65,1.19298,96.6475,0.5,0,36.843,28.2879,24.1247,-0.302638,2,3.0539,3.0539,1,17.484
1589,2005-05-09,00:00:00.00,2.19481,3,3,5.6,1.9,10.9,5.6,18.33,12.65,1.20309,96.6099,0.5,0,37.0466,28.6281,24.414,-0.314316,2,2.39166,2.39166,1,12.35
1590,2005-05-10,00:00:00.00,2.21203,0.8,0,6,2,12.1,6,18.33,12.65,1.20133,96.6165,0.5,0,37.2464,28.757,24.5242,-0.312373,2,2.59081,2.59081,1,13.1862
1591,2005-05-11,00:00:00.00,2.22924,1.3,0,6.5,1,12.5,6.5,18.33,12.65,1.19913,96.6247,0.5,0,37.4422,28.874,24.6244,-0.309892,2,2.83747,2.83747,1,14.2361
1592,2005-05-12,00:00:00.00,2.24645,6,0,5.7,1.7,10.7,5.7,18.33,12.65,1.20265,96.6115,0.5,0,37.6341,29.0871,24.8062,-0.313834,2,2.43997,2.43997,1,12.4419
1593,2005-05-13,00:00:00.00,2.26367,0,0,6.9,0.3,12.7,6.9,18.33,12.65,1.19737,96.6312,0.5,0,37.8219,29.1429,24.8538,-0.307867,2,3.02528,3.02528,1,15.0112
1594,2005-05-14,00:00:00.00,2.28088,0,0,8.9,-1,16.3,8.9,18.33,12.65,1.1886,96.6637,0.5,0,38.0057,29.1194,24.8339,-0.297173,2,3.88148,3.88148,1,19.2991
1595,2005-05-15,00:00:00.00,2.2981,4,0,11.4,6.3,14.8,11.4,18.33,12.65,1.17768,96.7036,0.5,0,38.1853,29.0244,24.7529,-0.282449,2,2.98953,2.98953,1,24.641
1596,2005-05-16,00:00:00.00,2.31531,1.8,0,10.6,4.7,15.7,10.6,18.33,12.65,1.18117,96.6909,0.5,0,38.3608,29.2399,24.9366,-0.287328,2,3.32289,3.32289,1,22.8397
1597,2005-05-17,00:00:00.00,2.33252,21.3,0,11,4.7,16.9,11,18.33,12.65,1.17943,96.6973,0.5,0,38.532,29.3341,25.017,-0.284908,2,3.56458,3.56458,1,23.6284
1598,2005-05-18,00:00:00.00,2.34974,2.9,0,7.9,6.6,9.4,7.9,18.33,12.65,1.19298,96.6475,0.5,0,38.699,29.7506,25.3722,-0.302638,2,1.53047,1.53047,1,16.9181
1599,2005-05-19,00:00:00.00,2.36695,1.9,0,7.2,1.9,9.6,7.2,18.33,12.65,1.19605,96.6361,0.5,0,38.8617,29.9373,25.5315,-0.306323,2,2.47925,2.47925,1,15.3734
1600,2005-05-20,00:00:00.00,2.38417,0,0,7.5,0.2,14.3,7.5,18.33,12.65,1.19473,96.641,0.5,0,39.02,30.0364,25.6159,-0.304758,2,3.40903,3.40903,1,15.9675
1601,2005-05-21,00:00:00.00,2.40138,0,0,11.4,0.4,19.3,11.4,18.33,12.65,1.17768,96.7036,0.5,0,39.1739,29.7921,25.4076,-0.282449,2,4.57325,4.57325,1,24.2019
1602,2005-05-22,00:00:00.00,2.4186,1.3,0,16,7.7,24.3,16,18.33,12.65,1.15767,96.7753,0.5,0,39.3234,29.3805,25.0566,-0.251213,2,4.98007,4.98007,1,33.8737
1603,2005-05-23,00:00:00.00,2.43581,10.8,0,15.6,10.7,20.5,15.6,18.33,12.65,1.15941,96.7692,0.5,0,39.4684,29.5413,25.1937,-0.25415,2,3.7951,3.7951,1,32.9378
1604,2005-05-24,00:00:00.00,2.45302,8.1,0,13.5,10.5,16.9,13.5,18.33,12.65,1.16854,96.7366,0.5,0,39.6089,29.8999,25.4995,-0.268871,2,2.8843,2.8843,1,28.4291
1605,2005-05-25,00:00:00.00,2.47024,0.2,0,13,6.7,18.3,13,18.33,12.65,1.17072,96.7288,0.5,0,39.7448,30.0607,25.6367,-0.272207,2,3.83419,3.83419,1,27.3062
1606,2005-05-26,00:00:00.00,2.48745,0,0,16.3,4.9,24.5,16.3,18.33,12.65,1.15637,96.7799,0.5,0,39.8761,29.7614,25.3815,-0.248981,2,5.53617,5.53617,1,34.1529
1607,2005-05-27,00:00:00.00,2.50467,0,0,17.3,8.2,24.6,17.3,18.33,12.65,1.15202,96.7952,0.5,0,40.0029,29.7236,25.3492,-0.241367,2,5.22919,5.22919,1,36.1609
1608,2005-05-28,00:00:00.00,2.52188,0,0,20.1,9.9,27.8,20.1,18.33,12.65,1.13982,96.8374,0.5,0,40.1249,29.4081,25.0802,-0.218569,2,5.9169,5.9169,1,41.9157
1609,2005-05-29,00:00:00.00,2.5391,0,0,20.7,9.1,29.5,20.7,18.33,12.65,1.13721,96.8463,0.5,0,40.2423,29.4014,25.0744,-0.213393,2,6.43536,6.43536,1,43.0696
1610,2005-05-30,00:00:00.00,2.55631,0,0,20.7,14.4,26.1,20.7,18.33,12.65,1.13721,96.8463,0.5,0,40.355,29.4846,25.1454,-0.213393,2,4.88725,4.88725,1,42.9759
1611,2005-05-31,00:00:00.00,2.57352,2.5,0,18.7,11.1,27.1,18.7,18.33,12.65,1.14593,96.8164,0.5,0,40.4628,29.87,25.4741,-0.230244,2,5.4328,5.4328,1,38.7423
1612,2005-06-01,00:00:00.00,2.59074,0,0,11.4,7.4,16.6,11.4,18.33,12.65,1.17768,96.7036,0.5,0,40.566,30.8648,26.3225,-0.282449,2,3.3041,3.3041,1,23.5707
1613,2005-06-02,00:00:00.00,2.60795,0,0,9.7,2.4,15.4,9.7,21.98,16.2,1.1851,96.6765,0.5,0,40.6643,31.1137,26.5347,-0.292628,2,3.70793,3.70793,1,20.017
1614,2005-06-03,00:00:00.00,2.62517,0.5,0,12,0.8,19.9,12,21.98,16.2,1.17507,96.7131,0.5,0,40.7577,30.9469,26.3925,-0.278684,2,4.88154,4.88154,1,24.7174
1615,2005-06-04,00:00:00.00,2.64238,0.9,0,18.1,7.3,25.9,18.1,21.98,16.2,1.14854,96.8073,0.5,0,40.8463,30.2429,25.7921,-0.235078,2,5.81591,5.81591,1,37.2161
1616,2005-06-05,00:00:00.00,2.65959,0.8,0,17.1,10.6,21.9,17.1,21.98,16.2,1.15289,96.7921,0.5,0,40.93,30.4467,25.9659,-0.242912,2,4.41591,4.41591,1,35.1008
1617,2005-06-06,00:00:00.00,2.67681,3.1,0,13.1,9.1,17.5,13.1,21.98,16.2,1.17028,96.7304,0.5,0,41.0088,31.014,26.4498,-0.271545,2,3.37745,3.37745,1,26.8471
1618,2005-06-07,00:00:00.00,2.69402,8.4,0,10.6,7.6,13.9,10.6,21.98,16.2,1.18117,96.6909,0.5,0,41.0827,31.3442,26.7314,-0.287328,2,2.69315,2.69315,1,21.6908
1619,2005-06-08,00:00:00.00,2.71124,6.9,0,7.9,5.6,12.4,7.9,21.98,16.2,1.19298,96.6475,0.5,0,41.1516,31.6591,26.9999,-0.302638,2,2.53623,2.53623,1,16.1427
1620,2005-06-09,00:00:00.00,2.72845,0.5,0,8.8,3.8,14.1,8.8,21.98,16.2,1.18904,96.6621,0.5,0,41.2155,31.6246,26.9705,-0.297731,2,3.23575,3.23575,1,17.9577
1621,2005-06-10,00:00:00.00,2.74567,0,0,10.1,3,15.8,10.1,21.98,16.2,1.18336,96.6829,0.5,0,41.2744,31.5421,26.9001,-0.290297,2,3.78882,3.78882,1,20.5849
1622,2005-06-11,00:00:00.00,2.76288,4.4,0,11.8,6.2,16.5,11.8,21.98,16.2,1.17594,96.7099,0.5,0,41.3283,31.4036,26.7821,-0.279949,2,3.61054,3.61054,1,24.0218
1623,2005-06-12,00:00:00.00,2.78009,0,0,9.4,6.8,13.5,9.4,21.98,16.2,1.18641,96.6717,0.5,0,41.3772,31.6906,27.0269,-0.294351,2,2.67906,2.67906,1,19.1156
1624,2005-06-13,00:00:00.00,2.79731,0,0,10,3.7,15,10,21.98,16.2,1.18379,96.6813,0.5,0,41.4211,31.6643,27.0045,-0.290884,2,3.55975,3.55975,1,20.3158
1625,2005-06-14,00:00:00.00,2.81452,0.4,0,15.2,5.8,22.7,15.2,21.98,16.2,1.16115,96.763,0.5,0,41.4599,31.0972,26.5208,-0.257044,2,5.17249,5.17249,1,30.8527
1626,2005-06-15,00:00:00.00,2.83174,10.8,0,16.8,6,24.3,16.8,21.98,16.2,1.15419,96.7876,0.5,0,41.4936,30.9085,26.3598,-0.245209,2,5.64803,5.64803,1,34.0733
1627,2005-06-16,00:00:00.00,2.84895,0.2,0,16.9,12.4,20.8,16.9,21.98,16.2,1.15376,96.7891,0.5,0,41.5223,30.9159,26.3662,-0.244446,2,3.8403,3.8403,1,34.252
1628,2005-06-17,00:00:00.00,2.86617,0,0,18.5,10.4,25.4,18.5,21.98,16.2,1.1468,96.8134,0.5,0,41.5459,30.7027,26.1843,-0.231866,2,5.37149,5.37149,1,37.472
1629,2005-06-18,00:00:00.00,2.88338,1.1,0,18.4,11.4,23.3,18.4,21.98,16.2,1.14723,96.8119,0.5,0,41.5644,30.7312,26.2087,-0.232674,2,4.77329,4.77329,1,37.2502
