time [d],date,hour,day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air dens. [kg/m3], air pres. [KPa], rel hum. [-], cloud cover [-], ET radiation [MJ/m2/d], SW radiation [MJ/m2/d], net SW radiation [MJ/m2/d], LW radiation [MJ/m2/d], wind vel. [m/s], PET [mm/d], OW PET [mm/d], daily correction [-], potential melt [mm/d]
13,2001-01-14,00:00:00.00,0.215178,0,0,-5.4,-7.6,-2.3,-5.4,0,0,1.25262,96.4212,0.5,0,8.96522,6.29419,5.3625,-0.359931,2,0.235361,0.235361,1,-17.5996
14,2001-01-15,00:00:00.00,0.232392,0,0,-2.3,-6.4,-1.1,-2.3,0,0,1.23842,96.4759,0.5,0,9.07055,6.3312,5.39399,-0.348128,2,0.297658,0.297658,1,-7.4863
15,2001-01-16,00:00:00.00,0.249606,0,0,-3.7,-5.2,-0.6,-3.7,0,0,1.24481,96.4513,0.5,0,9.18028,6.44015,5.48681,-0.35375,2,0.25531,0.25531,1,-12.0268
16,2001-01-17,00:00:00.00,0.26682,0,0,-4.8,-10.2,-0.3,-4.8,0,0,1.24986,96.4319,0.5,0,9.29441,6.54723,5.57802,-0.357829,2,0.34962,0.34962,1,-15.5801
17,2001-01-18,00:00:00.00,0.284034,0,0,-2.8,-5.4,0.3,-2.8,0,0,1.2407,96.4671,0.5,0,9.41294,6.61044,5.63185,-0.350192,2,0.310004,0.310004,1,-9.07501
18,2001-01-19,00:00:00.00,0.301249,-6.66134e-16,1.5,-3.4,-9.6,-0.3,-3.4,0,0,1.24344,96.4566,0.5,0,9.53586,6.71771,5.72322,-0.352586,2,0.385104,0.385104,1,-11.0028
19,2001-01-20,00:00:00.00,0.318463,0,0,-2.8,-6.2,3.2,-2.8,0,0,1.2407,96.4671,0.5,0,9.66317,6.80904,5.65377,-0.350192,2,0.408685,0.408685,1,-9.04678
20,2001-01-21,00:00:00.00,0.335677,0,0,-1.9,-4.6,1.1,-1.9,0,0,1.2366,96.4829,0.5,0,9.79485,6.89818,5.72781,-0.346431,2,0.341937,0.341937,1,-6.12883
21,2001-01-22,00:00:00.00,0.352891,0,0,-1,-3.2,1.2,-1,0,0,1.23252,96.4985,0.5,0,9.93091,6.98983,5.80392,-0.342464,2,0.321839,0.321839,1,-3.22024
22,2001-01-23,00:00:00.00,0.370105,0,0,0.2,-2.4,1.4,0.2,0,0,1.22709,96.5191,0.5,0,10.0713,7.07797,5.87713,-0.337085,2,0.324986,0.324986,1,0.642923
23,2001-01-24,00:00:00.00,0.38732,0.6,0.6,1.2,-0.4,2,1.2,0,0,1.22261,96.5362,0.5,0,10.2161,7.17197,5.9552,-0.333341,2,0.27654,0.27654,1,3.85059
24,2001-01-25,00:00:00.00,0.404534,5.8,0,3.6,0.9,5.8,3.6,0,0,1.21193,96.5767,0.5,0,10.3652,7.23547,6.16792,-0.32349,2,0.451546,0.451546,1,11.5304
25,2001-01-26,00:00:00.00,0.421748,2.8,0,4,0.9,7.4,4,0,0,1.21016,96.5833,0.5,0,10.5186,7.34649,6.26504,-0.321727,2,0.53763,0.53763,1,12.7871
26,2001-01-27,00:00:00.00,0.438962,0,0,3.4,0.3,7.2,3.4,0,0,1.21282,96.5733,0.5,0,10.6763,7.4855,6.38359,-0.324359,2,0.546756,0.546756,1,10.8477
27,2001-01-28,00:00:00.00,0.456176,0,0,2.3,-0.2,3.4,2.3,0,0,1.21771,96.5548,0.5,0,10.8382,7.63977,6.51517,-0.32898,2,0.380119,0.380119,1,7.32339
28,2001-01-29,00:00:00.00,0.473391,0,0,1.7,-1.1,5.7,1.7,0,0,1.22038,96.5447,0.5,0,11.0044,7.78543,6.6394,-0.331391,2,0.514601,0.514601,1,5.40176
29,2001-01-30,00:00:00.00,0.490605,0,0,0.9,-0.3,1.9,0.9,0,0,1.22396,96.5311,0.5,0,11.1749,7.939,6.77036,-0.334486,2,0.285042,0.285042,1,2.8537
30,2001-01-31,00:00:00.00,0.507819,-2.08722e-15,4.7,-0.1,-0.4,1.1,-0.1,0,0,1.22844,96.514,0.5,0,11.3495,8.10011,6.90776,-0.338286,2,0.226261,0.226261,1,-0.31639
31,2001-02-01,00:00:00.00,0.525033,-1.06581e-15,2.4,-0.7,-1.4,-0.3,-0.7,0,0,1.23116,96.5036,0.5,0,11.5283,8.25573,6.85519,-0.341094,2,0.190139,0.190139,1,-2.20981
32,2001-02-02,00:00:00.00,0.542247,-4.35207e-15,9.8,-1.3,-2.6,-0.1,-1.3,4.09,0.33,1.23388,96.4933,0.5,0,11.7113,8.41471,6.98722,-0.343809,2,0.280977,0.280977,1,-4.09461
33,2001-02-03,00:00:00.00,0.559462,-2.53131e-15,5.7,-4,-6.4,-1.2,-4,4.09,0.33,1.24619,96.446,0.5,0,11.8983,8.61794,7.15597,-0.354891,2,0.344334,0.344334,1,-12.5695
34,2001-02-04,00:00:00.00,0.576676,-3.10862e-15,7,-3.8,-6.5,-3,-3.8,4.09,0.33,1.24527,96.4496,0.5,0,12.0894,8.76805,7.28064,-0.354133,2,0.291194,0.291194,1,-11.9127
35,2001-02-05,00:00:00.00,0.59389,4.5,4.5,-1,-3.2,0.4,-1,4.09,0.33,1.23252,96.4985,0.5,0,12.2846,8.86777,7.36347,-0.342464,2,0.36011,0.36011,1,-3.12733
36,2001-02-06,00:00:00.00,0.611104,1.8,0,6.6,-0.6,8.3,6.6,4.09,0.33,1.19869,96.6263,0.5,0,12.4837,8.82287,7.32626,-0.309389,2,0.835687,0.835687,1,20.5894
37,2001-02-07,00:00:00.00,0.628319,0,0,10.7,6.6,12.8,10.7,4.09,0.33,1.18074,96.6925,0.5,0,12.6868,8.83711,7.34713,-0.286727,2,0.827957,0.827957,1,33.2955
38,2001-02-08,00:00:00.00,0.645533,0,0,10.1,7.9,15.6,10.1,4.09,0.33,1.18336,96.6829,0.5,0,12.8938,9.02225,7.68499,-0.290297,2,0.918005,0.918005,1,31.3477
39,2001-02-09,00:00:00.00,0.662747,0,0,8.1,5.9,11,8.1,4.09,0.33,1.1921,96.6507,0.5,0,13.1047,9.26215,7.89805,-0.301564,2,0.704895,0.704895,1,25.0743
40,2001-02-10,00:00:00.00,0.679961,1,0,4.5,1.2,9.4,4.5,4.09,0.33,1.20794,96.5917,0.5,0,13.3193,9.55152,8.14534,-0.319472,2,0.782181,0.782181,1,13.893
41,2001-02-11,00:00:00.00,0.697175,0,0,-0.6,-2.6,4.2,-0.6,4.09,0.33,1.23071,96.5054,0.5,0,13.5377,9.86578,8.41341,-0.340633,2,0.558395,0.558395,1,-1.84737
42,2001-02-12,00:00:00.00,0.71439,0,0,7.6,-3.4,12.4,7.6,4.09,0.33,1.19429,96.6426,0.5,0,13.7598,9.79783,8.35548,-0.304231,2,1.27758,1.27758,1,23.3354
43,2001-02-13,00:00:00.00,0.731604,2.6,0,10,7.5,14.1,10,4.09,0.33,1.18379,96.6813,0.5,0,13.9855,9.88337,8.42847,-0.290884,2,0.918563,0.918563,1,30.6182
44,2001-02-14,00:00:00.00,0.748818,0,0,3.8,2.6,9.4,3.8,4.09,0.33,1.21104,96.58,0.5,0,14.2148,10.2882,8.77376,-0.322613,2,0.736315,0.736315,1,11.6017
45,2001-02-15,00:00:00.00,0.766032,0,0,1.8,0.1,6.2,1.8,4.09,0.33,1.21993,96.5464,0.5,0,14.4476,10.5348,8.98405,-0.330994,2,0.643179,0.643179,1,5.47958
46,2001-02-16,00:00:00.00,0.783246,0,0,0.9,-3.3,10.4,0.9,4.09,0.33,1.22396,96.5311,0.5,0,14.6839,10.7504,9.16793,-0.334486,2,0.934667,0.934667,1,2.73171
47,2001-02-17,00:00:00.00,0.800461,0,0,1.2,-5.6,13.6,1.2,4.09,0.33,1.22261,96.5362,0.5,0,14.9235,10.9351,9.32548,-0.333341,2,1.14259,1.14259,1,3.63139
48,2001-02-18,00:00:00.00,0.817675,0.9,0.9,-0.4,-2.8,0.9,-0.4,4.09,0.33,1.2298,96.5088,0.5,0,15.1665,11.1755,9.53048,-0.339702,2,0.46682,0.46682,1,-1.20679
49,2001-02-19,00:00:00.00,0.834889,0.8,0.8,1,-1.5,2.2,1,4.09,0.33,1.22351,96.5328,0.5,0,15.4127,11.3355,9.41298,-0.334107,2,0.512568,0.512568,1,3.00767
50,2001-02-20,00:00:00.00,0.852103,1.2,0,2.2,0.4,3.7,2.2,4.09,0.33,1.21815,96.5531,0.5,0,15.6621,11.5007,9.80288,-0.329387,2,0.5233,0.5233,1,6.5962
51,2001-02-21,00:00:00.00,0.869317,1.2,0,2.8,0.9,4.3,2.8,4.09,0.33,1.21548,96.5632,0.5,0,15.9146,11.6851,9.96512,-0.326912,2,0.555924,0.555924,1,8.36858
52,2001-02-22,00:00:00.00,0.886532,1.7,1.7,2.4,1.6,3.5,2.4,4.09,0.33,1.21726,96.5565,0.5,0,16.17,11.9041,10.1518,-0.328571,2,0.414051,0.414051,1,7.15005
53,2001-02-23,00:00:00.00,0.903746,13.3,13.3,0.6,-0.4,2.6,0.6,4.09,0.33,1.2253,96.526,0.5,0,16.4285,12.1689,10.3776,-0.335612,2,0.481492,0.481492,1,1.7817
54,2001-02-24,00:00:00.00,0.92096,-4.44089e-15,10,-2.3,-3.6,-0.1,-2.3,4.09,0.33,1.23842,96.4759,0.5,0,16.6897,12.4621,10.3486,-0.348128,2,0.445071,0.445071,1,-6.80737
55,2001-02-25,00:00:00.00,0.938174,0,0,-10.3,-14.8,-2.9,-10.3,4.09,0.33,1.27547,96.3322,0.5,0,16.9538,12.8501,10.6708,-0.374001,2,0.403381,0.403381,1,-30.3836
56,2001-02-26,00:00:00.00,0.955388,0,0,-6.6,-17.4,-1.4,-6.6,4.09,0.33,1.25817,96.3997,0.5,0,17.2205,12.9976,10.7933,-0.36388,2,0.709477,0.709477,1,-19.4034
57,2001-02-27,00:00:00.00,0.972603,0,0,-3.3,-6.6,0.2,-3.3,4.09,0.33,1.24299,96.4584,0.5,0,17.4898,13.1405,10.912,-0.352193,2,0.608167,0.608167,1,-9.66862
58,2001-02-28,00:00:00.00,0.989817,0,0,-3.8,-10.4,2.6,-3.8,4.09,0.33,1.24527,96.4496,0.5,0,17.7617,13.3754,11.1071,-0.354133,2,0.824514,0.824514,1,-11.0952
59,2001-03-01,00:00:00.00,1.00703,0,0,-0.8,-4.9,3.6,-0.8,4.09,0.33,1.23161,96.5019,0.5,0,18.0359,13.5165,11.2243,-0.341553,2,0.822075,0.822075,1,-2.32768
60,2001-03-02,00:00:00.00,1.02425,0,0,-0.1,-2.4,7.4,-0.1,8.1,3.5,1.22844,96.514,0.5,0,18.3125,13.7203,11.3936,-0.338286,2,0.933144,0.933144,1,-0.289934
61,2001-03-03,00:00:00.00,1.04146,0,0,-0.8,-3.9,4.6,-0.8,8.1,3.5,1.23161,96.5019,0.5,0,18.5913,13.9691,11.6002,-0.341553,2,0.847389,0.847389,1,-2.31121
62,2001-03-04,00:00:00.00,1.05867,-5.10703e-15,11.5,-0.4,-5.7,2.2,-0.4,8.1,3.5,1.2298,96.5088,0.5,0,18.8723,14.1856,11.7801,-0.339702,2,0.848792,0.848792,1,-1.15145
63,2001-03-05,00:00:00.00,1.07589,4.3,4.3,1.7,-1.3,5.4,1.7,8.1,3.5,1.22038,96.5447,0.5,0,19.1553,14.3456,11.9129,-0.331391,2,0.889148,0.889148,1,4.87588
64,2001-03-06,00:00:00.00,1.0931,-4.88498e-16,1.1,-1.1,-1.7,1.2,-1.1,8.1,3.5,1.23297,96.4967,0.5,0,19.4402,14.6709,12.1831,-0.342915,2,0.508429,0.508429,1,-3.14342
65,2001-03-07,00:00:00.00,1.11032,0,0,-1.4,-8.1,3.6,-1.4,8.1,3.5,1.23433,96.4915,0.5,0,19.727,14.9145,12.3854,-0.344253,2,1.01768,1.01768,1,-3.98591
66,2001-03-08,00:00:00.00,1.12753,1,0,2.4,-6.6,7.2,2.4,8.1,3.5,1.21726,96.5565,0.5,0,20.0155,15.0188,12.4721,-0.328571,2,1.38124,1.38124,1,6.80748
67,2001-03-09,00:00:00.00,1.14474,7.5,0,5.4,2.1,10.2,5.4,8.1,3.5,1.20397,96.6066,0.5,0,20.3056,15.1302,12.5647,-0.315274,2,1.23299,1.23299,1,15.2592
68,2001-03-10,00:00:00.00,1.16196,2.9,0,8.4,2.9,11.9,8.4,8.1,3.5,1.19079,96.6556,0.5,0,20.5973,15.2205,12.7164,-0.299936,2,1.48884,1.48884,1,23.6464
69,2001-03-11,00:00:00.00,1.17917,3.1,0,9.4,4.9,13.8,9.4,8.1,3.5,1.18641,96.6717,0.5,0,20.8904,15.402,13.0936,-0.294351,2,1.55892,1.55892,1,26.3602
70,2001-03-12,00:00:00.00,1.19639,1.8,0,10.2,7.4,12.9,10.2,8.1,3.5,1.18292,96.6845,0.5,0,21.1849,15.5924,13.2912,-0.289708,2,1.27932,1.27932,1,28.4933
71,2001-03-13,00:00:00.00,1.2136,12.5,0,10.8,8.2,16.2,10.8,8.1,3.5,1.1803,96.6941,0.5,0,21.4805,15.7932,13.468,-0.286123,2,1.59798,1.59798,1,30.0522
72,2001-03-14,00:00:00.00,1.23082,1.8,0,6.4,4.1,8.8,6.4,8.1,3.5,1.19957,96.623,0.5,0,21.7773,16.272,13.8766,-0.310393,2,1.05071,1.05071,1,17.739
73,2001-03-15,00:00:00.00,1.24803,3.1,0,3.9,1.6,7.4,3.9,8.1,3.5,1.2106,96.5817,0.5,0,22.0751,16.6301,14.1821,-0.322171,2,1.06094,1.06094,1,10.7672
74,2001-03-16,00:00:00.00,1.26524,4.4,0,2.2,0.6,5.2,2.2,8.1,3.5,1.21815,96.5531,0.5,0,22.3738,16.9454,14.4511,-0.329387,2,0.882599,0.882599,1,6.0497
75,2001-03-17,00:00:00.00,1.28246,0.4,0,7.2,-0.4,10.9,7.2,8.1,3.5,1.19605,96.6361,0.5,0,22.6733,16.9541,14.4585,-0.306323,2,1.7523,1.7523,1,19.72
76,2001-03-18,00:00:00.00,1.29967,12.8,0,2.9,1.6,6.9,2.9,8.1,3.5,1.21504,96.5649,0.5,0,22.9735,17.4042,14.8423,-0.326492,2,1.00682,1.00682,1,7.91091
77,2001-03-19,00:00:00.00,1.31689,4.9,0,6.2,0.5,9.4,6.2,8.1,3.5,1.20045,96.6197,0.5,0,23.2743,17.4918,14.9172,-0.311388,2,1.53249,1.53249,1,16.8447
78,2001-03-20,00:00:00.00,1.3341,2.9,2.9,1.7,-1.5,9.5,1.7,8.1,3.5,1.22038,96.5447,0.5,0,23.5756,17.9458,15.3044,-0.331391,2,1.40219,1.40219,1,4.59996
79,2001-03-21,00:00:00.00,1.35132,-8.88178e-17,0.2,-2.6,-4.1,0.7,-2.6,8.1,3.5,1.23979,96.4706,0.5,0,23.8772,18.3545,15.6339,-0.349374,2,0.731244,0.731244,1,-7.00653
80,2001-03-22,00:00:00.00,1.36853,-3.28626e-15,7.4,-1.1,-4.9,0.8,-1.1,8.1,3.5,1.23297,96.4967,0.5,0,24.1791,18.5492,15.4044,-0.342915,2,0.886561,0.886561,1,-2.95215
81,2001-03-23,00:00:00.00,1.38574,4.1,0,5,-1.1,7.9,5,8.1,3.5,1.20574,96.6,0.5,0,24.4812,18.5306,15.389,-0.317162,2,1.53993,1.53993,1,13.3636
82,2001-03-24,00:00:00.00,1.40296,9.7,0,3.1,1.2,6.4,3.1,8.1,3.5,1.21415,96.5683,0.5,0,24.7833,18.8683,16.076,-0.325645,2,1.08623,1.08623,1,8.25114
83,2001-03-25,00:00:00.00,1.42017,13.6,0,9.5,3.1,14.7,9.5,8.1,3.5,1.18598,96.6733,0.5,0,25.0853,18.7611,15.998,-0.293779,2,2.14499,2.14499,1,25.1807
84,2001-03-26,00:00:00.00,1.43739,7.3,7.3,1.7,0.8,8.1,1.7,8.1,3.5,1.22038,96.5447,0.5,0,25.3872,19.4241,16.5651,-0.331391,2,1.23006,1.23006,1,4.48724
85,2001-03-27,00:00:00.00,1.4546,-3.10862e-16,0.7,-2.6,-3,1.2,-2.6,8.1,3.5,1.23979,96.4706,0.5,0,25.6888,19.8424,16.5006,-0.349374,2,0.735912,0.735912,1,-6.83411
86,2001-03-28,00:00:00.00,1.47181,0,0,-2.7,-8.1,-0.8,-2.7,8.1,3.5,1.24025,96.4689,0.5,0,25.99,20.0935,16.687,-0.349784,2,0.975122,0.975122,1,-7.06717
87,2001-03-29,00:00:00.00,1.48903,0,0,1,-3.6,2.8,1,8.1,3.5,1.22351,96.5328,0.5,0,26.2907,20.1928,16.7695,-0.334107,2,1.14991,1.14991,1,2.60645
88,2001-03-30,00:00:00.00,1.50624,0,0,2.3,0.4,5.5,2.3,8.1,3.5,1.21771,96.5548,0.5,0,26.5909,20.3786,17.1616,-0.32898,2,1.11001,1.11001,1,5.96953
89,2001-03-31,00:00:00.00,1.52346,0.9,0,5.6,-1.2,8.5,5.6,8.1,3.5,1.20309,96.6099,0.5,0,26.8904,20.4517,17.419,-0.314316,2,1.80224,1.80224,1,14.473
90,2001-04-01,00:00:00.00,1.54067,0,0,7.8,2.9,13.4,7.8,8.1,3.5,1.19342,96.6459,0.5,0,27.189,20.5619,17.5351,-0.303172,2,2.07416,2.07416,1,20.0734
91,2001-04-02,00:00:00.00,1.55789,0,0,10.1,3.5,16.3,10.1,14.09,8.39,1.18336,96.6829,0.5,0,27.4868,20.6472,17.6083,-0.290297,2,2.52318,2.52318,1,25.882
92,2001-04-03,00:00:00.00,1.5751,0,0,11,4.7,18,11,14.09,8.39,1.17943,96.6973,0.5,0,27.7836,20.8191,17.7549,-0.284908,2,2.68362,2.68362,1,28.0684
93,2001-04-04,00:00:00.00,1.59231,2,0,11.7,6.1,19.3,11.7,14.09,8.39,1.17638,96.7084,0.5,0,28.0793,21.0018,17.9107,-0.280578,2,2.76764,2.76764,1,29.7274
94,2001-04-05,00:00:00.00,1.60953,5.4,0,11.2,5,18.1,11.2,14.09,8.39,1.17856,96.7004,0.5,0,28.3738,21.2756,18.1442,-0.283684,2,2.73883,2.73883,1,28.3357
95,2001-04-06,00:00:00.00,1.62674,0.2,0,6.6,3.4,10.8,6.6,14.09,8.39,1.19869,96.6263,0.5,0,28.667,21.8297,18.6168,-0.309389,2,1.74985,1.74985,1,16.6266
96,2001-04-07,00:00:00.00,1.64396,4.1,0,7.2,3.4,10.8,7.2,14.09,8.39,1.19605,96.6361,0.5,0,28.9588,22.0272,18.7852,-0.306323,2,1.81113,1.81113,1,18.0607
97,2001-04-08,00:00:00.00,1.66117,5,0,8.7,5.9,12,8.7,14.09,8.39,1.18947,96.6604,0.5,0,29.2491,22.1601,18.8985,-0.298285,2,1.76051,1.76051,1,21.7302
98,2001-04-09,00:00:00.00,1.67839,3.9,0,6.4,4.5,8.7,6.4,14.09,8.39,1.19957,96.623,0.5,0,29.5379,22.5455,19.2272,-0.310393,2,1.3472,1.3472,1,15.9173
99,2001-04-10,00:00:00.00,1.6956,0,0,4.9,1.5,9.8,4.9,14.09,8.39,1.20618,96.5983,0.5,0,29.8249,22.8691,19.5032,-0.317629,2,1.79374,1.79374,1,12.1347
100,2001-04-11,00:00:00.00,1.71281,1.6,0,6.9,2,11.4,6.9,14.09,8.39,1.19737,96.6312,0.5,0,30.1102,22.9751,19.5936,-0.307867,2,2.09695,2.09695,1,17.0149
101,2001-04-12,00:00:00.00,1.73003,1.5,0,8.1,3.7,11.9,8.1,14.09,8.39,1.1921,96.6507,0.5,0,30.3936,23.1217,19.7187,-0.301564,2,2.07302,2.07302,1,19.8891
102,2001-04-13,00:00:00.00,1.74724,1.5,0,3.5,-0.3,8.3,3.5,14.09,8.39,1.21237,96.575,0.5,0,30.6751,23.6389,20.1598,-0.323926,2,1.7621,1.7621,1,8.55757
103,2001-04-14,00:00:00.00,1.76446,3,3,-0.6,-1.8,2.1,-0.6,14.09,8.39,1.23071,96.5054,0.5,0,30.9546,24.0756,20.5321,-0.340633,2,0.966941,0.966941,1,-1.4608
104,2001-04-15,00:00:00.00,1.78167,1.6,1.6,-0.7,-2.1,2.8,-0.7,14.09,8.39,1.23116,96.5036,0.5,0,31.2319,24.3066,20.1866,-0.341094,2,1.08719,1.08719,1,-1.69706
105,2001-04-16,00:00:00.00,1.79888,6.6,0,1.4,-1.7,4,1.4,14.09,8.39,1.22172,96.5396,0.5,0,31.507,24.428,20.2875,-0.332567,2,1.32819,1.32819,1,3.37981
106,2001-04-17,00:00:00.00,1.8161,1.8,0,4.3,2.3,7.6,4.3,14.09,8.39,1.20883,96.5883,0.5,0,31.7798,24.487,20.5323,-0.320381,2,1.48695,1.48695,1,10.3372
107,2001-04-18,00:00:00.00,1.83331,1,0,3.3,1.9,5.2,3.3,14.09,8.39,1.21326,96.5716,0.5,0,32.0503,24.7649,21.1194,-0.32479,2,1.12976,1.12976,1,7.89999
108,2001-04-19,00:00:00.00,1.85053,1.5,0,4.1,0.2,8.2,4.1,14.09,8.39,1.20971,96.585,0.5,0,32.3182,24.9343,21.2644,-0.32128,2,1.84099,1.84099,1,9.77418
109,2001-04-20,00:00:00.00,1.86774,0.5,0,2.5,-0.7,7.1,2.5,14.09,8.39,1.21682,96.5582,0.5,0,32.5837,25.2426,21.5274,-0.328159,2,1.69886,1.69886,1,5.9351
110,2001-04-21,00:00:00.00,1.88496,2.1,0,3.6,-1.3,7.5,3.6,14.09,8.39,1.21193,96.5767,0.5,0,32.8465,25.3914,21.6543,-0.32349,2,1.9176,1.9176,1,8.5112
111,2001-04-22,00:00:00.00,1.90217,4.6,0,3.2,1.6,4.8,3.2,14.09,8.39,1.2137,96.57,0.5,0,33.1066,25.6254,21.8539,-0.325218,2,1.14373,1.14373,1,7.53437
112,2001-04-23,00:00:00.00,1.91938,1.1,0,2.2,0.3,3.6,2.2,14.09,8.39,1.21815,96.5531,0.5,0,33.3639,25.8914,22.0808,-0.329387,2,1.11475,1.11475,1,5.15868
113,2001-04-24,00:00:00.00,1.9366,0,0,5.2,1.5,10.7,5.2,14.09,8.39,1.20485,96.6033,0.5,0,33.6184,25.913,22.0992,-0.316223,2,2.15681,2.15681,1,12.1436
114,2001-04-25,00:00:00.00,1.95381,0,0,8.7,1.4,15.6,8.7,14.09,8.39,1.18947,96.6604,0.5,0,33.8699,25.8607,22.0546,-0.298285,2,3.11042,3.11042,1,20.235
115,2001-04-26,00:00:00.00,1.97103,6.1,0,12.3,4.5,20,12.3,14.09,8.39,1.17376,96.7178,0.5,0,34.1185,25.7462,21.957,-0.276768,2,3.71823,3.71823,1,28.4932
116,2001-04-27,00:00:00.00,1.98824,0.9,0,9.3,5.8,13.8,9.3,14.09,8.39,1.18685,96.6701,0.5,0,34.364,26.2057,22.3489,-0.29492,2,2.42232,2.42232,1,21.4576
117,2001-04-28,00:00:00.00,2.00546,1.7,0,9.1,3.6,13.9,9.1,14.09,8.39,1.18772,96.6669,0.5,0,34.6063,26.4148,22.5273,-0.296052,2,2.74752,2.74752,1,20.913
118,2001-04-29,00:00:00.00,2.02267,2.3,0,9.6,5.8,13.8,9.6,14.09,8.39,1.18554,96.6749,0.5,0,34.8455,26.5631,22.6537,-0.293205,2,2.48346,2.48346,1,21.9754
119,2001-04-30,00:00:00.00,2.03988,0.5,0,11.6,6.7,16.8,11.6,14.09,8.39,1.17681,96.7068,0.5,0,35.0814,26.5715,22.6608,-0.281204,2,3.01439,3.01439,1,26.4502
120,2001-05-01,00:00:00.00,2.0571,0,0,17.1,8.4,23.3,17.1,14.09,8.39,1.15289,96.7921,0.5,0,35.3139,26.1658,22.3149,-0.242912,2,4.37501,4.37501,1,38.8407
121,2001-05-02,00:00:00.00,2.07431,0.8,0,19,11.8,25.8,19,18.33,12.65,1.14462,96.8209,0.5,0,35.5431,26.1026,22.261,-0.227789,2,4.50071,4.50071,1,42.9913
122,2001-05-03,00:00:00.00,2.09153,0,0,14.7,8.6,20.8,14.7,18.33,12.65,1.16332,96.7553,0.5,0,35.7687,26.7953,22.8517,-0.260602,2,3.73406,3.73406,1,33.1357
123,2001-05-04,00:00:00.00,2.10874,2.5,0,19.9,10.3,26,19.9,18.33,12.65,1.1407,96.8344,0.5,0,35.9909,26.3234,22.4493,-0.220271,2,4.94422,4.94422,1,44.6891
124,2001-05-05,00:00:00.00,2.12595,9.6,0,14.7,11.9,19,14.7,18.33,12.65,1.16332,96.7553,0.5,0,36.2094,27.1382,23.1442,-0.260602,2,2.88369,2.88369,1,32.8892
